"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_001MA","B19001_001EA","B19001_002E","B19001_002M","B19001_002MA","B19001_002EA","B19001_003E","B19001_003M","B19001_003MA","B19001_003EA","B19001_004E","B19001_004M","B19001_004MA","B19001_004EA","B19001_005E","B19001_005M","B19001_005MA","B19001_005EA","B19001_006E","B19001_006M","B19001_006MA","B19001_006EA","B19001_007E","B19001_007M","B19001_007MA","B19001_007EA","B19001_008E","B19001_008M","B19001_008MA","B19001_008EA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016M","B19001_016MA","B19001_016EA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330234042","Block Group 2, Census Tract 234.04, King County, Washington","482","54","null","null","15","22","null","null","11","16","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","15","null","18","null","11","17","null","null","8","null","12","null","23","null","22","null","47","null","41","null","66","null","34","null","76","40","null","null","210","null","50","null",
"1500000US530330235001","Block Group 1, Census Tract 235, King County, Washington","480","76","null","null","10","16","null","null","9","14","null","null","9","14","null","null","0","12","null","null","0","12","null","null","10","15","null","null","10","15","null","null","14","null","17","null","0","null","12","null","0","12","null","null","39","null","47","null","38","null","31","null","73","null","43","null","27","null","29","null","60","37","null","null","181","null","74","null",
"1500000US530330235002","Block Group 2, Census Tract 235, King County, Washington","487","82","null","null","10","16","null","null","9","15","null","null","0","12","null","null","9","13","null","null","0","12","null","null","0","12","null","null","0","12","null","null","17","null","19","null","10","null","16","null","19","23","null","null","42","null","43","null","67","null","48","null","41","null","41","null","62","null","40","null","117","63","null","null","84","null","40","null",
"1500000US530330235003","Block Group 3, Census Tract 235, King County, Washington","547","74","null","null","14","19","null","null","30","24","null","null","6","10","null","null","17","18","null","null","15","22","null","null","9","15","null","null","7","13","null","null","10","null","16","null","26","null","24","null","23","25","null","null","31","null","27","null","37","null","33","null","74","null","58","null","51","null","34","null","90","42","null","null","107","null","53","null",
"1500000US530330236011","Block Group 1, Census Tract 236.01, King County, Washington","703","93","null","null","8","12","null","null","26","37","null","null","24","26","null","null","67","41","null","null","8","13","null","null","15","22","null","null","17","20","null","null","48","null","45","null","21","null","24","null","58","39","null","null","37","null","30","null","21","null","21","null","144","null","74","null","14","null","22","null","85","48","null","null","110","null","60","null",
"1500000US530330236012","Block Group 2, Census Tract 236.01, King County, Washington","702","101","null","null","11","18","null","null","24","28","null","null","0","12","null","null","11","19","null","null","25","27","null","null","23","24","null","null","0","12","null","null","32","null","29","null","62","null","51","null","78","58","null","null","42","null","33","null","71","null","45","null","71","null","50","null","50","null","35","null","123","57","null","null","79","null","43","null",
"1500000US530330236013","Block Group 3, Census Tract 236.01, King County, Washington","381","63","null","null","0","12","null","null","0","12","null","null","6","10","null","null","0","12","null","null","11","17","null","null","0","12","null","null","8","12","null","null","5","null","9","null","0","null","12","null","21","21","null","null","6","null","10","null","34","null","31","null","60","null","57","null","27","null","27","null","56","36","null","null","147","null","47","null",
"1500000US530330236031","Block Group 1, Census Tract 236.03, King County, Washington","538","111","null","null","35","54","null","null","17","27","null","null","30","34","null","null","0","12","null","null","0","12","null","null","13","21","null","null","30","35","null","null","0","null","12","null","8","null","15","null","15","23","null","null","18","null","29","null","40","null","46","null","42","null","42","null","19","null","32","null","66","57","null","null","205","null","80","null",
"1500000US530330236032","Block Group 2, Census Tract 236.03, King County, Washington","1067","165","null","null","52","84","null","null","73","85","null","null","0","12","null","null","0","12","null","null","14","22","null","null","0","12","null","null","17","26","null","null","0","null","12","null","0","null","12","null","0","12","null","null","122","null","79","null","312","null","140","null","165","null","96","null","99","null","63","null","181","113","null","null","32","null","36","null",
"1500000US530330236033","Block Group 3, Census Tract 236.03, King County, Washington","558","109","null","null","0","12","null","null","0","12","null","null","14","22","null","null","17","27","null","null","14","24","null","null","0","12","null","null","9","21","null","null","0","null","12","null","0","null","12","null","23","34","null","null","46","null","40","null","71","null","49","null","142","null","106","null","16","null","26","null","65","55","null","null","141","null","59","null",
"1500000US530330236034","Block Group 4, Census Tract 236.03, King County, Washington","460","145","null","null","42","50","null","null","0","12","null","null","53","85","null","null","0","12","null","null","0","12","null","null","83","100","null","null","0","12","null","null","0","null","12","null","0","null","12","null","25","38","null","null","0","null","12","null","81","null","52","null","84","null","60","null","26","null","30","null","18","30","null","null","48","null","75","null",
"1500000US530330236041","Block Group 1, Census Tract 236.04, King County, Washington","1216","152","null","null","88","92","null","null","0","12","null","null","74","73","null","null","19","31","null","null","18","27","null","null","18","29","null","null","0","12","null","null","85","null","99","null","46","null","49","null","144","108","null","null","144","null","105","null","157","null","77","null","187","null","111","null","25","null","31","null","141","66","null","null","70","null","54","null",
"1500000US530330236042","Block Group 2, Census Tract 236.04, King County, Washington","355","91","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","11","null","21","null","45","43","null","null","78","null","62","null","28","null","42","null","17","null","27","null","49","null","48","null","71","68","null","null","56","null","38","null",
"1500000US530330236043","Block Group 3, Census Tract 236.04, King County, Washington","753","122","null","null","57","53","null","null","34","40","null","null","39","44","null","null","64","41","null","null","64","79","null","null","14","21","null","null","16","24","null","null","16","null","27","null","22","null","34","null","71","58","null","null","26","null","31","null","66","null","55","null","21","null","29","null","56","null","51","null","45","44","null","null","142","null","77","null",
"1500000US530330236044","Block Group 4, Census Tract 236.04, King County, Washington","315","99","null","null","46","42","null","null","28","32","null","null","17","26","null","null","72","73","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","15","null","25","null","0","12","null","null","16","null","25","null","0","null","12","null","17","null","38","null","8","null","13","null","38","43","null","null","58","null","57","null",
"1500000US530330237001","Block Group 1, Census Tract 237, King County, Washington","334","55","null","null","12","19","null","null","0","12","null","null","0","12","null","null","30","45","null","null","0","12","null","null","0","12","null","null","8","14","null","null","0","null","12","null","0","null","12","null","6","10","null","null","15","null","18","null","18","null","20","null","41","null","28","null","24","null","26","null","80","38","null","null","100","null","48","null",
"1500000US530330237002","Block Group 2, Census Tract 237, King County, Washington","657","68","null","null","7","12","null","null","9","14","null","null","18","21","null","null","8","13","null","null","17","20","null","null","0","12","null","null","10","17","null","null","21","null","23","null","0","null","12","null","12","17","null","null","19","null","20","null","38","null","29","null","61","null","51","null","54","null","35","null","85","46","null","null","298","null","65","null",
"1500000US530330237003","Block Group 3, Census Tract 237, King County, Washington","748","101","null","null","11","16","null","null","0","12","null","null","0","12","null","null","7","12","null","null","10","16","null","null","38","37","null","null","0","12","null","null","11","null","17","null","48","null","47","null","68","42","null","null","118","null","60","null","129","null","76","null","124","null","68","null","45","null","35","null","64","37","null","null","75","null","41","null",
"1500000US530330238011","Block Group 1, Census Tract 238.01, King County, Washington","794","102","null","null","10","15","null","null","15","17","null","null","29","27","null","null","27","25","null","null","0","12","null","null","18","21","null","null","49","50","null","null","12","null","17","null","9","null","15","null","75","73","null","null","52","null","33","null","72","null","48","null","60","null","34","null","90","null","41","null","93","54","null","null","183","null","70","null",
"1500000US530330238012","Block Group 2, Census Tract 238.01, King County, Washington","564","85","null","null","0","12","null","null","16","19","null","null","0","12","null","null","9","15","null","null","9","14","null","null","25","23","null","null","30","27","null","null","13","null","19","null","24","null","26","null","28","26","null","null","32","null","28","null","107","null","67","null","70","null","56","null","72","null","53","null","50","32","null","null","79","null","48","null",
"1500000US530330238031","Block Group 1, Census Tract 238.03, King County, Washington","1504","211","null","null","96","72","null","null","42","39","null","null","17","27","null","null","13","20","null","null","20","34","null","null","30","34","null","null","0","12","null","null","15","null","27","null","15","null","25","null","64","55","null","null","62","null","51","null","156","null","84","null","230","null","105","null","111","null","93","null","164","101","null","null","469","null","170","null",
"1500000US530330238032","Block Group 2, Census Tract 238.03, King County, Washington","1574","206","null","null","112","71","null","null","112","104","null","null","17","28","null","null","0","12","null","null","73","60","null","null","55","67","null","null","17","27","null","null","14","null","23","null","16","null","27","null","77","83","null","null","110","null","81","null","178","null","135","null","297","null","134","null","107","null","61","null","117","75","null","null","272","null","152","null",
"1500000US530330238041","Block Group 1, Census Tract 238.04, King County, Washington","1120","179","null","null","85","58","null","null","0","12","null","null","33","27","null","null","0","12","null","null","16","25","null","null","17","27","null","null","29","32","null","null","51","null","81","null","17","null","26","null","16","26","null","null","51","null","50","null","177","null","93","null","262","null","132","null","60","null","56","null","166","114","null","null","140","null","82","null",
"1500000US530330238042","Block Group 2, Census Tract 238.04, King County, Washington","1333","194","null","null","32","35","null","null","55","52","null","null","19","30","null","null","31","51","null","null","0","12","null","null","14","24","null","null","42","36","null","null","29","null","45","null","16","null","25","null","38","44","null","null","123","null","80","null","123","null","91","null","113","null","73","null","123","null","81","null","215","116","null","null","360","null","139","null",
"1500000US530330238043","Block Group 3, Census Tract 238.04, King County, Washington","1973","219","null","null","71","82","null","null","18","29","null","null","24","38","null","null","35","40","null","null","43","48","null","null","0","12","null","null","19","29","null","null","58","null","53","null","76","null","56","null","62","62","null","null","100","null","58","null","284","null","125","null","202","null","122","null","184","null","110","null","236","142","null","null","561","null","182","null",
"1500000US530330239001","Block Group 1, Census Tract 239, King County, Washington","969","172","null","null","99","103","null","null","39","43","null","null","0","12","null","null","0","12","null","null","74","71","null","null","32","36","null","null","0","12","null","null","0","null","12","null","17","null","27","null","40","43","null","null","34","null","37","null","145","null","103","null","125","null","72","null","50","null","47","null","122","80","null","null","192","null","98","null",
"1500000US530330239002","Block Group 2, Census Tract 239, King County, Washington","667","103","null","null","16","25","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","17","27","null","null","34","null","29","null","56","null","54","null","49","null","45","null","52","null","36","null","96","49","null","null","347","null","118","null",
"1500000US530330239003","Block Group 3, Census Tract 239, King County, Washington","713","135","null","null","5","6","null","null","47","73","null","null","2","4","null","null","17","22","null","null","1","3","null","null","3","4","null","null","16","23","null","null","4","null","5","null","1","null","3","null","1","3","null","null","2","null","6","null","77","null","51","null","27","null","23","null","21","null","27","null","72","57","null","null","417","null","133","null",
"1500000US530330239004","Block Group 4, Census Tract 239, King County, Washington","471","72","null","null","26","29","null","null","14","23","null","null","14","24","null","null","0","12","null","null","15","23","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","59","null","56","null","0","null","12","null","55","null","48","null","40","null","39","null","45","41","null","null","203","null","80","null",
"1500000US530330240001","Block Group 1, Census Tract 240, King County, Washington","889","135","null","null","55","58","null","null","18","28","null","null","20","32","null","null","38","56","null","null","39","45","null","null","15","24","null","null","26","39","null","null","14","null","24","null","0","null","12","null","17","20","null","null","14","null","17","null","65","null","58","null","46","null","43","null","116","null","104","null","76","64","null","null","330","null","128","null",
"1500000US530330240002","Block Group 2, Census Tract 240, King County, Washington","555","103","null","null","0","12","null","null","12","20","null","null","0","12","null","null","25","29","null","null","29","32","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","35","null","40","null","92","null","64","null","26","null","41","null","69","null","66","null","59","51","null","null","208","null","96","null",
"1500000US530330240003","Block Group 3, Census Tract 240, King County, Washington","963","150","null","null","13","21","null","null","37","58","null","null","22","36","null","null","15","25","null","null","19","30","null","null","39","44","null","null","17","28","null","null","35","null","40","null","0","null","12","null","65","50","null","null","39","null","37","null","28","null","34","null","242","null","146","null","89","null","60","null","130","67","null","null","173","null","94","null",
"1500000US530330240004","Block Group 4, Census Tract 240, King County, Washington","954","132","null","null","12","20","null","null","33","39","null","null","11","19","null","null","0","12","null","null","0","12","null","null","21","34","null","null","16","26","null","null","13","null","21","null","31","null","35","null","17","29","null","null","78","null","83","null","67","null","51","null","56","null","55","null","126","null","83","null","132","69","null","null","341","null","110","null",
"1500000US530330241001","Block Group 1, Census Tract 241, King County, Washington","392","36","null","null","2","4","null","null","2","3","null","null","2","4","null","null","4","5","null","null","12","13","null","null","5","5","null","null","2","3","null","null","0","null","12","null","2","null","3","null","10","7","null","null","15","null","9","null","49","null","21","null","14","null","9","null","6","null","6","null","41","15","null","null","226","null","32","null",
"1500000US530330241002","Block Group 2, Census Tract 241, King County, Washington","342","35","null","null","9","10","null","null","8","9","null","null","8","9","null","null","0","12","null","null","1","4","null","null","0","12","null","null","8","10","null","null","3","null","4","null","5","null","7","null","22","14","null","null","11","null","10","null","16","null","9","null","16","null","9","null","9","null","8","null","25","14","null","null","201","null","34","null",
"1500000US530330241003","Block Group 3, Census Tract 241, King County, Washington","576","31","null","null","24","18","null","null","5","8","null","null","0","12","null","null","0","12","null","null","6","8","null","null","5","7","null","null","12","12","null","null","6","null","9","null","18","null","16","null","20","14","null","null","6","null","8","null","39","null","18","null","40","null","17","null","18","null","14","null","82","28","null","null","295","null","37","null",
"1500000US530330241004","Block Group 4, Census Tract 241, King County, Washington","398","29","null","null","5","7","null","null","4","7","null","null","10","10","null","null","6","8","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","6","null","9","null","7","9","null","null","23","null","14","null","25","null","14","null","11","null","11","null","8","null","10","null","39","18","null","null","254","null","37","null",
"1500000US530330242001","Block Group 1, Census Tract 242, King County, Washington","557","61","null","null","39","31","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","12","12","null","null","30","null","37","null","0","null","12","null","20","18","null","null","20","null","18","null","21","null","17","null","41","null","25","null","33","null","18","null","40","24","null","null","301","null","49","null",
"1500000US530330242002","Block Group 2, Census Tract 242, King County, Washington","627","55","null","null","16","17","null","null","0","12","null","null","38","37","null","null","7","11","null","null","7","11","null","null","10","12","null","null","18","10","null","null","13","null","13","null","0","null","12","null","0","12","null","null","34","null","21","null","18","null","16","null","51","null","25","null","22","null","18","null","102","42","null","null","291","null","58","null",
"1500000US530330243001","Block Group 1, Census Tract 243, King County, Washington","579","107","null","null","31","37","null","null","0","12","null","null","0","12","null","null","37","42","null","null","16","26","null","null","0","12","null","null","16","26","null","null","0","null","12","null","21","null","34","null","14","23","null","null","0","null","12","null","13","null","20","null","72","null","88","null","54","null","40","null","31","37","null","null","274","null","83","null",
"1500000US530330243002","Block Group 2, Census Tract 243, King County, Washington","1287","179","null","null","103","90","null","null","0","12","null","null","104","90","null","null","0","12","null","null","61","75","null","null","59","71","null","null","30","35","null","null","36","null","30","null","14","null","21","null","72","53","null","null","71","null","54","null","136","null","72","null","130","null","75","null","66","null","55","null","97","58","null","null","308","null","115","null",
"1500000US530330243003","Block Group 3, Census Tract 243, King County, Washington","504","109","null","null","48","76","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","31","35","null","null","0","null","12","null","44","null","71","null","0","12","null","null","40","null","33","null","24","null","29","null","40","null","39","null","65","null","51","null","40","44","null","null","172","null","72","null",
"1500000US530330243004","Block Group 4, Census Tract 243, King County, Washington","1142","176","null","null","118","81","null","null","127","123","null","null","16","26","null","null","0","12","null","null","18","30","null","null","28","31","null","null","18","29","null","null","10","null","16","null","14","null","22","null","73","59","null","null","75","null","63","null","105","null","64","null","84","null","45","null","126","null","110","null","204","137","null","null","126","null","71","null",
"1500000US530330243005","Block Group 5, Census Tract 243, King County, Washington","519","97","null","null","13","20","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","13","21","null","null","0","null","12","null","0","null","12","null","38","36","null","null","14","null","21","null","49","null","72","null","53","null","48","null","54","null","52","null","34","38","null","null","251","null","77","null",
"1500000US530330244001","Block Group 1, Census Tract 244, King County, Washington","564","95","null","null","19","15","null","null","24","39","null","null","29","45","null","null","0","12","null","null","20","22","null","null","21","22","null","null","26","25","null","null","10","null","16","null","46","null","34","null","12","18","null","null","26","null","24","null","81","null","50","null","14","null","19","null","48","null","33","null","18","21","null","null","170","null","69","null",
"1500000US530330244002","Block Group 2, Census Tract 244, King County, Washington","791","100","null","null","15","16","null","null","0","12","null","null","0","12","null","null","22","27","null","null","9","13","null","null","27","42","null","null","9","14","null","null","49","null","45","null","0","null","12","null","37","32","null","null","93","null","56","null","150","null","52","null","141","null","77","null","68","null","42","null","0","12","null","null","171","null","72","null",
"1500000US530330245001","Block Group 1, Census Tract 245, King County, Washington","825","64","null","null","30","43","null","null","0","12","null","null","0","12","null","null","18","20","null","null","11","16","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","28","26","null","null","28","null","26","null","38","null","29","null","49","null","32","null","71","null","38","null","95","57","null","null","457","null","80","null",
"1500000US530330245002","Block Group 2, Census Tract 245, King County, Washington","494","66","null","null","11","17","null","null","8","13","null","null","0","12","null","null","0","12","null","null","9","13","null","null","0","12","null","null","17","18","null","null","8","null","13","null","0","null","12","null","0","12","null","null","47","null","34","null","65","null","36","null","62","null","33","null","18","null","20","null","41","34","null","null","208","null","67","null",
"1500000US530330245003","Block Group 3, Census Tract 245, King County, Washington","428","50","null","null","9","14","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","17","18","null","null","0","null","12","null","29","null","24","null","53","null","35","null","36","null","30","null","60","30","null","null","224","null","59","null",
"1500000US530330246011","Block Group 1, Census Tract 246.01, King County, Washington","620","74","null","null","21","23","null","null","0","12","null","null","20","23","null","null","20","22","null","null","8","14","null","null","20","22","null","null","0","12","null","null","0","null","12","null","0","null","12","null","20","21","null","null","23","null","21","null","61","null","45","null","26","null","25","null","32","null","27","null","96","57","null","null","273","null","70","null",
"1500000US530330246012","Block Group 2, Census Tract 246.01, King County, Washington","452","50","null","null","0","12","null","null","0","12","null","null","0","12","null","null","10","15","null","null","10","15","null","null","0","12","null","null","9","15","null","null","0","null","12","null","0","null","12","null","9","14","null","null","9","null","15","null","20","null","22","null","43","null","36","null","33","null","24","null","50","33","null","null","259","null","50","null",
"1500000US530330246013","Block Group 3, Census Tract 246.01, King County, Washington","573","63","null","null","32","26","null","null","0","12","null","null","0","12","null","null","16","18","null","null","0","12","null","null","8","13","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","80","null","42","null","74","null","41","null","66","40","null","null","297","null","64","null",
"1500000US530330246021","Block Group 1, Census Tract 246.02, King County, Washington","337","46","null","null","13","20","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","8","12","null","null","0","12","null","null","8","null","12","null","0","null","12","null","0","12","null","null","18","null","22","null","27","null","25","null","38","null","32","null","16","null","18","null","33","28","null","null","176","null","49","null",
"1500000US530330246022","Block Group 2, Census Tract 246.02, King County, Washington","747","64","null","null","24","30","null","null","0","12","null","null","10","16","null","null","0","12","null","null","0","12","null","null","18","27","null","null","0","12","null","null","13","null","20","null","13","null","20","null","16","17","null","null","16","null","19","null","16","null","18","null","94","null","45","null","52","null","32","null","84","45","null","null","391","null","77","null",
"1500000US530330246023","Block Group 3, Census Tract 246.02, King County, Washington","261","45","null","null","7","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","8","12","null","null","0","12","null","null","13","null","20","null","6","null","9","null","0","12","null","null","13","null","20","null","26","null","30","null","9","null","16","null","8","null","12","null","0","12","null","null","171","null","55","null",
"1500000US530330247011","Block Group 1, Census Tract 247.01, King County, Washington","391","74","null","null","8","12","null","null","0","12","null","null","19","23","null","null","0","12","null","null","9","14","null","null","0","12","null","null","0","12","null","null","10","null","12","null","8","null","13","null","19","23","null","null","42","null","46","null","67","null","50","null","37","null","34","null","55","null","40","null","43","35","null","null","74","null","33","null",
"1500000US530330247012","Block Group 2, Census Tract 247.01, King County, Washington","646","96","null","null","29","25","null","null","25","27","null","null","0","12","null","null","18","19","null","null","0","12","null","null","27","24","null","null","41","44","null","null","66","null","58","null","42","null","60","null","30","26","null","null","39","null","35","null","89","null","61","null","68","null","44","null","68","null","41","null","54","35","null","null","50","null","40","null",
"1500000US530330247013","Block Group 3, Census Tract 247.01, King County, Washington","367","55","null","null","26","26","null","null","0","12","null","null","0","12","null","null","0","12","null","null","12","19","null","null","12","19","null","null","14","16","null","null","9","null","14","null","5","null","8","null","0","12","null","null","13","null","19","null","45","null","37","null","39","null","29","null","46","null","37","null","83","49","null","null","63","null","37","null",
"1500000US530330247021","Block Group 1, Census Tract 247.02, King County, Washington","767","109","null","null","15","24","null","null","0","12","null","null","11","19","null","null","17","26","null","null","0","12","null","null","0","12","null","null","59","67","null","null","0","null","12","null","0","null","12","null","0","12","null","null","70","null","58","null","128","null","93","null","71","null","48","null","102","null","73","null","46","44","null","null","248","null","101","null",
"1500000US530330247022","Block Group 2, Census Tract 247.02, King County, Washington","461","111","null","null","21","33","null","null","0","12","null","null","0","12","null","null","18","28","null","null","17","26","null","null","11","17","null","null","0","12","null","null","0","null","12","null","18","null","29","null","68","87","null","null","30","null","37","null","32","null","37","null","104","null","61","null","52","null","49","null","62","51","null","null","28","null","44","null",
"1500000US530330247023","Block Group 3, Census Tract 247.02, King County, Washington","671","96","null","null","0","12","null","null","0","12","null","null","0","12","null","null","33","38","null","null","0","12","null","null","0","12","null","null","0","12","null","null","43","null","64","null","30","null","34","null","58","54","null","null","45","null","45","null","108","null","64","null","37","null","41","null","14","null","22","null","104","67","null","null","199","null","86","null",
"1500000US530330247024","Block Group 4, Census Tract 247.02, King County, Washington","577","98","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","116","null","64","null","133","null","67","null","35","null","41","null","80","null","63","null","112","64","null","null","101","null","49","null",
"1500000US530330247025","Block Group 5, Census Tract 247.02, King County, Washington","508","122","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","44","null","42","null","19","null","30","null","0","12","null","null","59","null","93","null","37","null","43","null","37","null","41","null","39","null","43","null","54","46","null","null","219","null","107","null",
"1500000US530330248001","Block Group 1, Census Tract 248, King County, Washington","389","101","null","null","15","26","null","null","32","37","null","null","0","12","null","null","12","19","null","null","0","12","null","null","0","12","null","null","0","12","null","null","15","null","25","null","0","null","12","null","13","23","null","null","51","null","53","null","20","null","24","null","31","null","27","null","28","null","33","null","101","93","null","null","71","null","67","null",
"1500000US530330248002","Block Group 2, Census Tract 248, King County, Washington","876","152","null","null","16","25","null","null","0","12","null","null","0","12","null","null","29","35","null","null","28","39","null","null","0","12","null","null","68","57","null","null","0","null","12","null","19","null","34","null","40","51","null","null","75","null","54","null","82","null","66","null","156","null","96","null","126","null","82","null","121","87","null","null","116","null","79","null",
"1500000US530330248003","Block Group 3, Census Tract 248, King County, Washington","899","186","null","null","34","31","null","null","14","22","null","null","35","56","null","null","40","39","null","null","28","31","null","null","0","12","null","null","43","42","null","null","65","null","83","null","38","null","54","null","58","70","null","null","81","null","65","null","196","null","130","null","60","null","51","null","59","null","58","null","96","59","null","null","52","null","53","null",
"1500000US530330249011","Block Group 1, Census Tract 249.01, King County, Washington","408","67","null","null","16","23","null","null","0","12","null","null","0","12","null","null","8","13","null","null","0","12","null","null","0","12","null","null","16","18","null","null","8","null","13","null","9","null","14","null","0","12","null","null","44","null","46","null","17","null","20","null","23","null","21","null","53","null","41","null","87","49","null","null","127","null","51","null",
"1500000US530330249012","Block Group 2, Census Tract 249.01, King County, Washington","657","65","null","null","0","12","null","null","0","12","null","null","0","12","null","null","32","40","null","null","42","43","null","null","8","13","null","null","14","18","null","null","0","null","12","null","7","null","11","null","23","21","null","null","34","null","28","null","37","null","28","null","91","null","52","null","56","null","33","null","119","58","null","null","194","null","66","null",
"1500000US530330249013","Block Group 3, Census Tract 249.01, King County, Washington","350","55","null","null","19","20","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","22","24","null","null","13","null","21","null","22","null","20","null","27","null","33","null","23","null","22","null","57","36","null","null","167","null","59","null",
"1500000US530330249014","Block Group 4, Census Tract 249.01, King County, Washington","448","79","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","10","16","null","null","34","24","null","null","0","12","null","null","0","null","12","null","7","null","11","null","11","12","null","null","22","null","22","null","34","null","24","null","125","null","73","null","25","null","30","null","46","34","null","null","134","null","47","null",
"1500000US530330249021","Block Group 1, Census Tract 249.02, King County, Washington","387","54","null","null","11","18","null","null","0","12","null","null","7","12","null","null","8","13","null","null","7","12","null","null","0","12","null","null","17","19","null","null","0","null","12","null","13","null","15","null","49","49","null","null","27","null","21","null","36","null","29","null","26","null","24","null","33","null","26","null","67","37","null","null","86","null","43","null",
"1500000US530330249022","Block Group 2, Census Tract 249.02, King County, Washington","571","64","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","6","9","null","null","8","13","null","null","16","16","null","null","0","null","12","null","0","null","12","null","27","18","null","null","20","null","21","null","33","null","23","null","68","null","35","null","50","null","31","null","137","55","null","null","206","null","70","null",
"1500000US530330249023","Block Group 3, Census Tract 249.02, King County, Washington","377","50","null","null","0","12","null","null","0","12","null","null","9","14","null","null","0","12","null","null","0","12","null","null","19","18","null","null","2","5","null","null","0","null","12","null","0","null","12","null","16","18","null","null","24","null","18","null","24","null","23","null","40","null","30","null","19","null","22","null","73","36","null","null","151","null","48","null",
"1500000US530330249031","Block Group 1, Census Tract 249.03, King County, Washington","648","80","null","null","22","25","null","null","0","12","null","null","0","12","null","null","26","28","null","null","0","12","null","null","0","12","null","null","20","33","null","null","0","null","12","null","19","null","31","null","21","32","null","null","29","null","33","null","72","null","48","null","30","null","34","null","51","null","48","null","113","61","null","null","245","null","78","null",
"1500000US530330249032","Block Group 2, Census Tract 249.03, King County, Washington","703","103","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","20","32","null","null","17","29","null","null","0","12","null","null","42","null","39","null","0","null","12","null","23","26","null","null","17","null","27","null","62","null","48","null","30","null","34","null","58","null","51","null","100","67","null","null","334","null","115","null",
"1500000US530330249033","Block Group 3, Census Tract 249.03, King County, Washington","447","65","null","null","21","33","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","15","null","24","null","35","null","39","null","108","null","57","null","92","65","null","null","176","null","81","null",
"1500000US530330249034","Block Group 4, Census Tract 249.03, King County, Washington","548","65","null","null","0","12","null","null","0","12","null","null","29","32","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","20","null","32","null","16","null","24","null","0","12","null","null","0","null","12","null","87","null","56","null","16","null","26","null","48","null","46","null","122","58","null","null","210","null","79","null",
"1500000US530330250011","Block Group 1, Census Tract 250.01, King County, Washington","349","55","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","10","15","null","null","0","12","null","null","9","15","null","null","10","null","16","null","0","null","12","null","9","14","null","null","29","null","28","null","36","null","27","null","66","null","48","null","28","null","26","null","63","41","null","null","89","null","51","null",
"1500000US530330250012","Block Group 2, Census Tract 250.01, King County, Washington","698","82","null","null","39","30","null","null","0","12","null","null","0","12","null","null","0","12","null","null","20","21","null","null","30","26","null","null","39","47","null","null","29","null","28","null","0","null","12","null","65","52","null","null","46","null","34","null","96","null","55","null","65","null","35","null","66","null","35","null","80","52","null","null","123","null","52","null",
