"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_001MA","B19001_001EA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004M","B19001_004MA","B19001_004EA","B19001_005E","B19001_005M","B19001_005MA","B19001_005EA","B19001_006E","B19001_006M","B19001_006MA","B19001_006EA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009M","B19001_009MA","B19001_009EA","B19001_010E","B19001_010M","B19001_010MA","B19001_010EA","B19001_011E","B19001_011EA","B19001_011M","B19001_011MA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014M","B19001_014MA","B19001_014EA","B19001_015E","B19001_015M","B19001_015MA","B19001_015EA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330019003","Block Group 3, Census Tract 19, King County, Washington","488","64","null","null","7","null","12","null","0","null","12","null","10","14","null","null","26","24","null","null","26","24","null","null","17","null","19","null","14","null","17","null","38","26","null","null","8","15","null","null","31","null","36","null","22","null","20","null","40","null","33","null","99","44","null","null","35","28","null","null","51","null","34","null","64","null","40","null",
"1500000US530330020001","Block Group 1, Census Tract 20, King County, Washington","841","87","null","null","38","null","32","null","26","null","28","null","56","52","null","null","38","28","null","null","37","41","null","null","12","null","18","null","12","null","18","null","57","67","null","null","14","15","null","null","24","null","27","null","32","null","28","null","101","null","49","null","87","55","null","null","37","27","null","null","117","null","46","null","153","null","73","null",
"1500000US530330020002","Block Group 2, Census Tract 20, King County, Washington","456","66","null","null","32","null","30","null","12","null","18","null","8","13","null","null","12","19","null","null","0","12","null","null","60","null","52","null","0","null","12","null","21","24","null","null","12","20","null","null","0","null","12","null","58","null","50","null","61","null","38","null","41","32","null","null","13","18","null","null","42","null","29","null","84","null","49","null",
"1500000US530330020003","Block Group 3, Census Tract 20, King County, Washington","371","53","null","null","12","null","18","null","13","null","18","null","0","12","null","null","0","12","null","null","0","12","null","null","12","null","18","null","20","null","24","null","0","12","null","null","8","11","null","null","26","null","26","null","10","null","15","null","86","null","45","null","44","30","null","null","48","31","null","null","76","null","48","null","16","null","17","null",
"1500000US530330021001","Block Group 1, Census Tract 21, King County, Washington","645","72","null","null","38","null","29","null","8","null","14","null","0","12","null","null","26","23","null","null","15","17","null","null","8","null","12","null","0","null","12","null","0","12","null","null","39","39","null","null","8","null","12","null","41","null","30","null","80","null","47","null","98","47","null","null","46","36","null","null","121","null","66","null","117","null","48","null",
"1500000US530330021002","Block Group 2, Census Tract 21, King County, Washington","442","90","null","null","10","null","15","null","45","null","46","null","0","12","null","null","0","12","null","null","38","48","null","null","0","null","12","null","8","null","13","null","0","12","null","null","20","23","null","null","21","null","23","null","38","null","36","null","65","null","44","null","34","41","null","null","29","27","null","null","83","null","45","null","51","null","48","null",
"1500000US530330021003","Block Group 3, Census Tract 21, King County, Washington","695","87","null","null","48","null","29","null","16","null","17","null","0","12","null","null","8","14","null","null","18","20","null","null","0","null","12","null","53","null","49","null","17","18","null","null","27","26","null","null","80","null","51","null","54","null","32","null","105","null","56","null","47","28","null","null","34","28","null","null","82","null","50","null","106","null","46","null",
"1500000US530330022001","Block Group 1, Census Tract 22, King County, Washington","636","83","null","null","0","null","12","null","14","null","23","null","0","12","null","null","13","20","null","null","26","29","null","null","12","null","20","null","46","null","43","null","25","29","null","null","0","12","null","null","66","null","70","null","44","null","40","null","54","null","39","null","15","23","null","null","13","23","null","null","85","null","47","null","223","null","92","null",
"1500000US530330022002","Block Group 2, Census Tract 22, King County, Washington","519","66","null","null","0","null","12","null","16","null","27","null","0","12","null","null","0","12","null","null","17","28","null","null","14","null","23","null","0","null","12","null","16","23","null","null","17","27","null","null","0","null","12","null","46","null","43","null","12","null","20","null","92","60","null","null","43","40","null","null","73","null","54","null","173","null","76","null",
"1500000US530330022003","Block Group 3, Census Tract 22, King County, Washington","598","83","null","null","0","null","12","null","13","null","22","null","15","24","null","null","16","24","null","null","0","12","null","null","0","null","12","null","46","null","34","null","15","24","null","null","30","34","null","null","30","null","33","null","17","null","26","null","40","null","38","null","71","68","null","null","74","52","null","null","29","null","26","null","202","null","90","null",
"1500000US530330022004","Block Group 4, Census Tract 22, King County, Washington","553","69","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","31","null","36","null","33","null","36","null","31","33","null","null","14","22","null","null","16","null","25","null","0","null","12","null","15","null","24","null","48","45","null","null","0","12","null","null","83","null","52","null","282","null","87","null",
"1500000US530330024001","Block Group 1, Census Tract 24, King County, Washington","428","50","null","null","8","null","12","null","0","null","12","null","8","13","null","null","24","37","null","null","15","17","null","null","7","null","10","null","16","null","18","null","32","22","null","null","8","12","null","null","0","null","12","null","8","null","13","null","50","null","33","null","44","32","null","null","51","33","null","null","23","null","21","null","134","null","53","null",
"1500000US530330024002","Block Group 2, Census Tract 24, King County, Washington","332","55","null","null","8","null","14","null","8","null","13","null","0","12","null","null","0","12","null","null","17","20","null","null","24","null","24","null","37","null","29","null","0","12","null","null","0","12","null","null","19","null","21","null","38","null","30","null","29","null","24","null","48","30","null","null","43","25","null","null","43","null","30","null","18","null","20","null",
"1500000US530330024003","Block Group 3, Census Tract 24, King County, Washington","549","58","null","null","18","null","20","null","0","null","12","null","0","12","null","null","0","12","null","null","16","19","null","null","8","null","13","null","7","null","10","null","16","19","null","null","8","13","null","null","53","null","31","null","47","null","31","null","44","null","31","null","66","45","null","null","51","48","null","null","96","null","54","null","119","null","41","null",
