"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_001MA","B19001_001EA","B19001_002E","B19001_002M","B19001_002MA","B19001_002EA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004M","B19001_004MA","B19001_004EA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007M","B19001_007MA","B19001_007EA","B19001_008E","B19001_008M","B19001_008MA","B19001_008EA","B19001_009E","B19001_009M","B19001_009MA","B19001_009EA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011EA","B19001_011M","B19001_011MA","B19001_012E","B19001_012M","B19001_012MA","B19001_012EA","B19001_013E","B19001_013M","B19001_013MA","B19001_013EA","B19001_014E","B19001_014M","B19001_014MA","B19001_014EA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Annotation of Margin of Error!!Total!!$40,000 to $44,999","Annotation of Estimate!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Annotation of Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Annotation of Margin of Error!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Annotation of Margin of Error!!Total!!$60,000 to $74,999","Annotation of Estimate!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Annotation of Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Annotation of Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more","Annotation of Margin of Error!!Total!!$200,000 or more",
"1500000US530330001001","Block Group 1, Census Tract 1, King County, Washington","629","95","null","null","72","82","null","null","0","null","12","null","0","12","null","null","19","null","29","null","28","null","33","null","0","12","null","null","14","23","null","null","11","18","null","null","0","null","12","null","0","null","12","null","54","41","null","null","80","81","null","null","63","51","null","null","40","null","38","null","107","null","61","null","141","null","78","null",
"1500000US530330001002","Block Group 2, Census Tract 1, King County, Washington","760","139","null","null","142","86","null","null","88","null","58","null","19","31","null","null","18","null","25","null","16","null","26","null","13","20","null","null","75","80","null","null","59","68","null","null","49","null","43","null","80","null","76","null","17","27","null","null","70","62","null","null","66","67","null","null","29","null","31","null","0","null","12","null","19","null","31","null",
"1500000US530330001003","Block Group 3, Census Tract 1, King County, Washington","684","110","null","null","81","53","null","null","48","null","43","null","64","57","null","null","49","null","63","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","11","null","20","null","19","null","28","null","76","50","null","null","100","71","null","null","76","53","null","null","16","null","26","null","75","null","47","null","69","null","66","null",
"1500000US530330001004","Block Group 4, Census Tract 1, King County, Washington","928","160","null","null","132","88","null","null","13","null","22","null","82","84","null","null","153","null","94","null","32","null","40","null","26","31","null","null","103","93","null","null","9","14","null","null","73","null","79","null","101","null","72","null","36","34","null","null","98","60","null","null","70","74","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1500000US530330001005","Block Group 5, Census Tract 1, King County, Washington","546","111","null","null","54","34","null","null","36","null","34","null","27","31","null","null","102","null","72","null","53","null","70","null","28","31","null","null","28","33","null","null","15","24","null","null","13","null","19","null","13","null","20","null","25","29","null","null","69","71","null","null","12","18","null","null","14","null","25","null","41","null","39","null","16","null","24","null",
"1500000US530330002001","Block Group 1, Census Tract 2, King County, Washington","471","93","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","11","18","null","null","0","12","null","null","32","36","null","null","27","null","31","null","20","null","31","null","75","54","null","null","110","54","null","null","105","86","null","null","27","null","30","null","64","null","54","null","0","null","12","null",
"1500000US530330002002","Block Group 2, Census Tract 2, King County, Washington","468","142","null","null","89","109","null","null","27","null","33","null","14","22","null","null","0","null","12","null","18","null","29","null","0","12","null","null","0","12","null","null","24","35","null","null","26","null","33","null","48","null","44","null","104","65","null","null","16","28","null","null","86","57","null","null","16","null","26","null","0","null","12","null","0","null","12","null",
"1500000US530330002003","Block Group 3, Census Tract 2, King County, Washington","835","130","null","null","68","58","null","null","18","null","28","null","0","12","null","null","43","null","49","null","168","null","106","null","17","28","null","null","58","55","null","null","107","74","null","null","0","null","12","null","204","null","110","null","14","23","null","null","23","38","null","null","27","31","null","null","37","null","33","null","39","null","42","null","12","null","20","null",
"1500000US530330002004","Block Group 4, Census Tract 2, King County, Washington","541","95","null","null","21","33","null","null","0","null","12","null","62","49","null","null","39","null","32","null","17","null","28","null","15","23","null","null","0","12","null","null","36","38","null","null","0","null","12","null","131","null","93","null","106","70","null","null","57","56","null","null","0","12","null","null","0","null","12","null","57","null","47","null","0","null","12","null",
"1500000US530330002005","Block Group 5, Census Tract 2, King County, Washington","754","131","null","null","37","41","null","null","38","null","48","null","0","12","null","null","86","null","67","null","16","null","25","null","63","52","null","null","19","29","null","null","0","12","null","null","0","null","12","null","47","null","48","null","66","51","null","null","97","80","null","null","178","120","null","null","28","null","35","null","45","null","45","null","34","null","38","null",
"1500000US530330002006","Block Group 6, Census Tract 2, King County, Washington","484","83","null","null","0","12","null","null","0","null","12","null","13","20","null","null","0","null","12","null","12","null","21","null","0","12","null","null","31","34","null","null","0","12","null","null","0","null","12","null","20","null","33","null","81","44","null","null","68","55","null","null","71","67","null","null","27","null","32","null","56","null","47","null","105","null","63","null",
"1500000US530330003001","Block Group 1, Census Tract 3, King County, Washington","519","62","null","null","0","12","null","null","34","null","50","null","0","12","null","null","0","null","12","null","46","null","39","null","1","7","null","null","19","21","null","null","15","23","null","null","27","null","25","null","43","null","36","null","23","26","null","null","92","46","null","null","54","33","null","null","53","null","35","null","53","null","42","null","59","null","37","null",
"1500000US530330003002","Block Group 2, Census Tract 3, King County, Washington","657","64","null","null","61","41","null","null","69","null","62","null","24","28","null","null","26","null","29","null","16","null","25","null","60","60","null","null","12","19","null","null","20","22","null","null","37","null","54","null","40","null","32","null","60","35","null","null","69","43","null","null","24","28","null","null","45","null","36","null","27","null","23","null","67","null","59","null",
"1500000US530330004011","Block Group 1, Census Tract 4.01, King County, Washington","1972","190","null","null","359","176","null","null","126","null","75","null","67","52","null","null","188","null","97","null","89","null","68","null","456","196","null","null","127","78","null","null","109","85","null","null","11","null","18","null","70","null","45","null","143","79","null","null","38","41","null","null","76","62","null","null","36","null","38","null","28","null","37","null","49","null","39","null",
"1500000US530330004012","Block Group 2, Census Tract 4.01, King County, Washington","684","149","null","null","78","76","null","null","16","null","26","null","0","12","null","null","0","null","12","null","65","null","74","null","15","24","null","null","14","20","null","null","60","96","null","null","15","null","23","null","95","null","70","null","31","35","null","null","112","97","null","null","76","81","null","null","14","null","23","null","47","null","41","null","46","null","46","null",
"1500000US530330004013","Block Group 3, Census Tract 4.01, King County, Washington","886","133","null","null","148","72","null","null","163","null","59","null","63","79","null","null","36","null","43","null","127","null","82","null","0","12","null","null","77","65","null","null","50","47","null","null","37","null","33","null","12","null","20","null","39","48","null","null","54","53","null","null","56","45","null","null","10","null","18","null","0","null","12","null","14","null","24","null",
"1500000US530330004021","Block Group 1, Census Tract 4.02, King County, Washington","554","112","null","null","11","19","null","null","7","null","13","null","74","76","null","null","53","null","50","null","29","null","47","null","30","24","null","null","11","19","null","null","15","24","null","null","46","null","41","null","14","null","23","null","136","86","null","null","28","31","null","null","21","26","null","null","0","null","12","null","69","null","57","null","10","null","17","null",
"1500000US530330004022","Block Group 2, Census Tract 4.02, King County, Washington","383","81","null","null","42","57","null","null","0","null","12","null","0","12","null","null","34","null","40","null","0","null","12","null","44","52","null","null","8","15","null","null","0","12","null","null","0","null","12","null","42","null","48","null","47","59","null","null","30","35","null","null","84","62","null","null","0","null","12","null","9","null","14","null","43","null","37","null",
"1500000US530330004023","Block Group 3, Census Tract 4.02, King County, Washington","664","139","null","null","39","60","null","null","15","null","25","null","54","80","null","null","29","null","26","null","34","null","39","null","96","86","null","null","40","45","null","null","26","40","null","null","0","null","12","null","44","null","41","null","41","44","null","null","105","67","null","null","53","48","null","null","0","null","12","null","65","null","73","null","23","null","35","null",
"1500000US530330004024","Block Group 4, Census Tract 4.02, King County, Washington","791","118","null","null","0","12","null","null","14","null","24","null","56","56","null","null","41","null","39","null","36","null","36","null","0","12","null","null","46","41","null","null","93","79","null","null","0","null","12","null","55","null","29","null","0","12","null","null","103","62","null","null","102","70","null","null","0","null","12","null","75","null","56","null","170","null","79","null",
"1500000US530330005001","Block Group 1, Census Tract 5, King County, Washington","466","54","null","null","8","12","null","null","8","null","11","null","9","14","null","null","16","null","18","null","0","null","12","null","0","12","null","null","8","12","null","null","0","12","null","null","8","null","12","null","15","null","17","null","16","19","null","null","53","32","null","null","84","44","null","null","16","null","17","null","53","null","29","null","172","null","56","null",
"1500000US530330005002","Block Group 2, Census Tract 5, King County, Washington","363","48","null","null","15","12","null","null","16","null","18","null","0","12","null","null","10","null","15","null","16","null","18","null","9","13","null","null","8","13","null","null","8","12","null","null","9","null","14","null","8","null","12","null","31","23","null","null","20","18","null","null","26","23","null","null","56","null","36","null","48","null","27","null","83","null","39","null",
"1500000US530330005003","Block Group 3, Census Tract 5, King County, Washington","422","55","null","null","10","17","null","null","8","null","12","null","15","18","null","null","7","null","12","null","14","null","17","null","18","22","null","null","9","13","null","null","9","13","null","null","0","null","12","null","27","null","20","null","17","20","null","null","40","26","null","null","40","31","null","null","45","null","29","null","78","null","39","null","85","null","47","null",
"1500000US530330006001","Block Group 1, Census Tract 6, King County, Washington","445","75","null","null","15","24","null","null","14","null","23","null","0","12","null","null","14","null","23","null","0","null","12","null","14","22","null","null","13","20","null","null","0","12","null","null","31","null","33","null","56","null","41","null","26","30","null","null","95","50","null","null","58","48","null","null","48","null","45","null","33","null","34","null","28","null","23","null",
"1500000US530330006002","Block Group 2, Census Tract 6, King County, Washington","536","114","null","null","15","26","null","null","20","null","32","null","14","23","null","null","83","null","85","null","14","null","23","null","45","41","null","null","18","28","null","null","58","72","null","null","14","null","21","null","22","null","37","null","59","47","null","null","42","39","null","null","59","49","null","null","49","null","43","null","24","null","28","null","0","null","12","null",
"1500000US530330006003","Block Group 3, Census Tract 6, King County, Washington","684","141","null","null","42","39","null","null","14","null","22","null","0","12","null","null","0","null","12","null","62","null","77","null","56","70","null","null","29","23","null","null","96","77","null","null","33","null","37","null","14","null","21","null","61","52","null","null","140","115","null","null","92","75","null","null","12","null","19","null","33","null","37","null","0","null","12","null",
"1500000US530330006004","Block Group 4, Census Tract 6, King County, Washington","769","114","null","null","14","23","null","null","71","null","50","null","14","22","null","null","17","null","27","null","14","null","22","null","0","12","null","null","109","89","null","null","68","80","null","null","0","null","12","null","128","null","101","null","57","42","null","null","44","41","null","null","75","56","null","null","95","null","55","null","63","null","51","null","0","null","12","null",
"1500000US530330006005","Block Group 5, Census Tract 6, King County, Washington","336","90","null","null","18","27","null","null","0","null","12","null","56","48","null","null","0","null","12","null","13","null","20","null","0","12","null","null","0","12","null","null","50","29","null","null","0","null","12","null","14","null","21","null","29","32","null","null","53","42","null","null","13","21","null","null","0","null","12","null","72","null","79","null","18","null","29","null",
"1500000US530330006006","Block Group 6, Census Tract 6, King County, Washington","653","127","null","null","70","57","null","null","60","null","77","null","41","64","null","null","13","null","21","null","15","null","24","null","0","12","null","null","56","67","null","null","0","12","null","null","32","null","37","null","43","null","42","null","82","72","null","null","77","63","null","null","32","37","null","null","67","null","83","null","16","null","26","null","49","null","47","null",
"1500000US530330007001","Block Group 1, Census Tract 7, King County, Washington","1008","125","null","null","95","58","null","null","72","null","59","null","64","54","null","null","67","null","51","null","28","null","37","null","52","46","null","null","0","12","null","null","96","61","null","null","33","null","37","null","198","null","106","null","73","91","null","null","162","101","null","null","50","44","null","null","0","null","12","null","18","null","28","null","0","null","12","null",
"1500000US530330007002","Block Group 2, Census Tract 7, King County, Washington","445","93","null","null","16","23","null","null","0","null","12","null","14","22","null","null","0","null","12","null","48","null","46","null","49","46","null","null","87","73","null","null","18","31","null","null","47","null","43","null","18","null","28","null","19","30","null","null","39","38","null","null","44","42","null","null","30","null","33","null","0","null","12","null","16","null","25","null",
"1500000US530330007003","Block Group 3, Census Tract 7, King County, Washington","456","88","null","null","62","49","null","null","0","null","12","null","0","12","null","null","15","null","26","null","0","null","12","null","19","31","null","null","0","12","null","null","0","12","null","null","34","null","39","null","85","null","78","null","20","32","null","null","33","38","null","null","77","67","null","null","12","null","21","null","42","null","40","null","57","null","39","null",
"1500000US530330007004","Block Group 4, Census Tract 7, King County, Washington","279","71","null","null","0","12","null","null","42","null","41","null","0","12","null","null","17","null","28","null","0","null","12","null","16","27","null","null","0","12","null","null","0","12","null","null","18","null","30","null","19","null","29","null","29","33","null","null","46","43","null","null","29","32","null","null","0","null","12","null","17","null","26","null","46","null","45","null",
"1500000US530330008001","Block Group 1, Census Tract 8, King County, Washington","499","62","null","null","30","28","null","null","15","null","17","null","18","20","null","null","0","null","12","null","0","null","12","null","5","10","null","null","21","19","null","null","8","12","null","null","14","null","16","null","8","null","12","null","113","65","null","null","51","35","null","null","80","40","null","null","35","null","26","null","21","null","21","null","80","null","39","null",
"1500000US530330008002","Block Group 2, Census Tract 8, King County, Washington","541","63","null","null","31","29","null","null","15","null","17","null","37","42","null","null","25","null","30","null","24","null","26","null","6","9","null","null","0","12","null","null","13","16","null","null","5","null","8","null","0","null","12","null","7","11","null","null","111","52","null","null","29","22","null","null","52","null","35","null","105","null","46","null","81","null","41","null",
"1500000US530330009001","Block Group 1, Census Tract 9, King County, Washington","445","48","null","null","6","10","null","null","5","null","8","null","13","14","null","null","7","null","10","null","19","null","30","null","0","12","null","null","28","19","null","null","14","14","null","null","6","null","8","null","20","null","15","null","14","15","null","null","51","25","null","null","37","23","null","null","45","null","23","null","33","null","21","null","147","null","37","null",
"1500000US530330009002","Block Group 2, Census Tract 9, King County, Washington","405","43","null","null","22","20","null","null","0","null","12","null","8","12","null","null","0","null","12","null","7","null","11","null","32","20","null","null","32","20","null","null","0","12","null","null","0","null","12","null","3","null","5","null","24","18","null","null","41","29","null","null","21","18","null","null","20","null","17","null","58","null","24","null","137","null","33","null",
"1500000US530330010001","Block Group 1, Census Tract 10, King County, Washington","331","54","null","null","23","25","null","null","5","null","7","null","30","29","null","null","10","null","11","null","34","null","30","null","6","9","null","null","0","12","null","null","10","11","null","null","22","null","27","null","18","null","15","null","56","31","null","null","23","16","null","null","28","16","null","null","8","null","9","null","38","null","23","null","20","null","12","null",
"1500000US530330010002","Block Group 2, Census Tract 10, King County, Washington","431","53","null","null","20","24","null","null","10","null","10","null","14","12","null","null","6","null","9","null","30","null","29","null","11","12","null","null","0","12","null","null","0","12","null","null","15","null","13","null","20","null","11","null","40","26","null","null","41","21","null","null","57","32","null","null","38","null","20","null","77","null","28","null","52","null","31","null",
"1500000US530330011001","Block Group 1, Census Tract 11, King County, Washington","501","85","null","null","6","10","null","null","8","null","12","null","0","12","null","null","10","null","14","null","7","null","11","null","49","52","null","null","19","22","null","null","17","19","null","null","8","null","12","null","75","null","61","null","68","46","null","null","57","34","null","null","44","31","null","null","36","null","36","null","61","null","40","null","36","null","35","null",
"1500000US530330011002","Block Group 2, Census Tract 11, King County, Washington","584","74","null","null","24","30","null","null","26","null","22","null","6","12","null","null","6","null","11","null","13","null","15","null","10","15","null","null","46","51","null","null","28","25","null","null","22","null","18","null","38","null","39","null","63","44","null","null","55","43","null","null","54","39","null","null","17","null","19","null","120","null","61","null","56","null","35","null",
"1500000US530330012001","Block Group 1, Census Tract 12, King County, Washington","488","92","null","null","0","12","null","null","26","null","29","null","6","15","null","null","14","null","24","null","0","null","12","null","16","25","null","null","0","12","null","null","14","23","null","null","31","null","36","null","30","null","37","null","18","28","null","null","36","34","null","null","159","66","null","null","55","null","47","null","25","null","29","null","58","null","48","null",
"1500000US530330012002","Block Group 2, Census Tract 12, King County, Washington","467","160","null","null","9","27","null","null","58","null","93","null","57","93","null","null","28","null","31","null","36","null","43","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","90","null","82","null","29","43","null","null","60","44","null","null","32","38","null","null","9","null","17","null","30","null","26","null","29","null","25","null",
"1500000US530330012003","Block Group 3, Census Tract 12, King County, Washington","1103","175","null","null","85","55","null","null","133","null","72","null","239","138","null","null","111","null","64","null","0","null","12","null","42","66","null","null","51","45","null","null","54","83","null","null","0","null","12","null","77","null","58","null","68","86","null","null","125","82","null","null","49","47","null","null","34","null","39","null","35","null","53","null","0","null","12","null",
"1500000US530330012004","Block Group 4, Census Tract 12, King County, Washington","758","144","null","null","101","79","null","null","28","null","32","null","0","12","null","null","90","null","68","null","77","null","80","null","28","33","null","null","48","56","null","null","53","49","null","null","61","null","59","null","36","null","42","null","91","80","null","null","17","27","null","null","18","30","null","null","19","null","32","null","91","null","94","null","0","null","12","null",
"1500000US530330012005","Block Group 5, Census Tract 12, King County, Washington","805","187","null","null","273","166","null","null","17","null","28","null","17","28","null","null","113","null","107","null","0","null","12","null","0","12","null","null","45","42","null","null","18","31","null","null","81","null","62","null","83","null","60","null","21","33","null","null","77","62","null","null","42","39","null","null","0","null","12","null","18","null","28","null","0","null","12","null",
"1500000US530330013001","Block Group 1, Census Tract 13, King County, Washington","807","105","null","null","100","68","null","null","63","null","77","null","14","22","null","null","0","null","12","null","81","null","54","null","17","25","null","null","0","12","null","null","28","33","null","null","43","null","43","null","48","null","45","null","24","26","null","null","136","77","null","null","28","34","null","null","63","null","47","null","51","null","46","null","111","null","64","null",
"1500000US530330013002","Block Group 2, Census Tract 13, King County, Washington","640","111","null","null","57","48","null","null","27","null","30","null","66","74","null","null","15","null","25","null","14","null","23","null","37","29","null","null","0","12","null","null","0","12","null","null","28","null","31","null","63","null","51","null","80","76","null","null","62","51","null","null","0","12","null","null","112","null","87","null","66","null","63","null","13","null","21","null",
"1500000US530330013003","Block Group 3, Census Tract 13, King County, Washington","719","103","null","null","35","56","null","null","65","null","53","null","13","21","null","null","24","null","37","null","0","null","12","null","65","65","null","null","18","28","null","null","28","32","null","null","57","null","40","null","39","null","38","null","115","74","null","null","73","47","null","null","66","54","null","null","32","null","35","null","25","null","32","null","64","null","52","null",
"1500000US530330014001","Block Group 1, Census Tract 14, King County, Washington","588","113","null","null","105","110","null","null","36","null","45","null","16","26","null","null","32","null","41","null","0","null","12","null","16","27","null","null","15","24","null","null","31","35","null","null","0","null","12","null","56","null","49","null","87","92","null","null","42","41","null","null","88","79","null","null","15","null","23","null","49","null","40","null","0","null","12","null",
"1500000US530330014002","Block Group 2, Census Tract 14, King County, Washington","463","100","null","null","28","32","null","null","21","null","33","null","33","36","null","null","19","null","30","null","30","null","36","null","41","37","null","null","0","12","null","null","0","12","null","null","21","null","34","null","35","null","35","null","13","21","null","null","16","25","null","null","37","36","null","null","55","null","43","null","68","null","63","null","46","null","67","null",
"1500000US530330014003","Block Group 3, Census Tract 14, King County, Washington","603","107","null","null","0","12","null","null","0","null","12","null","38","42","null","null","34","null","39","null","0","null","12","null","23","34","null","null","17","26","null","null","16","26","null","null","30","null","35","null","109","null","93","null","91","68","null","null","91","64","null","null","28","34","null","null","59","null","39","null","47","null","44","null","20","null","31","null",
"1500000US530330014004","Block Group 4, Census Tract 14, King County, Washington","635","93","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","64","97","null","null","0","12","null","null","48","36","null","null","19","null","32","null","96","null","80","null","15","24","null","null","63","51","null","null","62","54","null","null","129","null","64","null","53","null","39","null","86","null","49","null",
"1500000US530330015001","Block Group 1, Census Tract 15, King County, Washington","514","66","null","null","7","10","null","null","7","null","10","null","7","10","null","null","0","null","12","null","7","null","11","null","16","19","null","null","25","30","null","null","16","18","null","null","12","null","14","null","49","null","35","null","40","29","null","null","67","41","null","null","27","18","null","null","111","null","62","null","45","null","31","null","78","null","43","null",
"1500000US530330015002","Block Group 2, Census Tract 15, King County, Washington","589","71","null","null","26","24","null","null","14","null","15","null","6","9","null","null","8","null","14","null","9","null","14","null","8","13","null","null","0","12","null","null","10","15","null","null","7","null","13","null","39","null","32","null","39","32","null","null","132","66","null","null","84","40","null","null","40","null","28","null","49","null","29","null","118","null","57","null",
"1500000US530330016001","Block Group 1, Census Tract 16, King County, Washington","612","62","null","null","23","20","null","null","27","null","33","null","0","12","null","null","8","null","12","null","12","null","18","null","8","12","null","null","7","12","null","null","9","12","null","null","0","null","12","null","15","null","17","null","46","28","null","null","48","31","null","null","88","68","null","null","51","null","30","null","57","null","35","null","213","null","52","null",
"1500000US530330016002","Block Group 2, Census Tract 16, King County, Washington","524","62","null","null","0","12","null","null","0","null","12","null","28","35","null","null","0","null","12","null","38","null","26","null","26","40","null","null","13","16","null","null","0","12","null","null","7","null","10","null","22","null","19","null","36","20","null","null","73","34","null","null","81","50","null","null","0","null","12","null","92","null","44","null","108","null","41","null",
"1500000US530330016003","Block Group 3, Census Tract 16, King County, Washington","680","101","null","null","22","21","null","null","11","null","17","null","43","45","null","null","7","null","11","null","14","null","17","null","35","42","null","null","30","24","null","null","39","47","null","null","14","null","16","null","81","null","56","null","75","63","null","null","75","31","null","null","68","33","null","null","62","null","36","null","25","null","22","null","79","null","39","null",
"1500000US530330017011","Block Group 1, Census Tract 17.01, King County, Washington","864","110","null","null","110","74","null","null","20","null","22","null","25","28","null","null","10","null","16","null","9","null","13","null","25","27","null","null","28","26","null","null","73","57","null","null","70","null","45","null","47","null","27","null","121","43","null","null","58","41","null","null","71","49","null","null","104","null","70","null","52","null","35","null","41","null","34","null",
"1500000US530330017012","Block Group 2, Census Tract 17.01, King County, Washington","510","81","null","null","43","34","null","null","38","null","47","null","0","12","null","null","10","null","16","null","20","null","23","null","10","15","null","null","39","33","null","null","19","21","null","null","20","null","22","null","19","null","21","null","69","45","null","null","69","42","null","null","43","34","null","null","41","null","30","null","37","null","23","null","33","null","29","null",
"1500000US530330017013","Block Group 3, Census Tract 17.01, King County, Washington","568","84","null","null","9","14","null","null","0","null","12","null","12","20","null","null","0","null","12","null","21","null","22","null","23","26","null","null","22","24","null","null","78","53","null","null","8","null","13","null","28","null","44","null","61","43","null","null","112","53","null","null","62","49","null","null","40","null","33","null","42","null","37","null","50","null","55","null",
"1500000US530330017021","Block Group 1, Census Tract 17.02, King County, Washington","878","104","null","null","57","56","null","null","32","null","28","null","59","44","null","null","32","null","40","null","12","null","19","null","62","61","null","null","49","61","null","null","47","38","null","null","34","null","32","null","58","null","52","null","139","67","null","null","98","62","null","null","96","86","null","null","39","null","36","null","54","null","47","null","10","null","16","null",
"1500000US530330017022","Block Group 2, Census Tract 17.02, King County, Washington","570","97","null","null","21","33","null","null","86","null","75","null","0","12","null","null","10","null","17","null","6","null","10","null","16","15","null","null","55","57","null","null","5","9","null","null","11","null","18","null","96","null","68","null","56","42","null","null","82","46","null","null","12","21","null","null","47","null","40","null","40","null","43","null","27","null","31","null",
"1500000US530330017023","Block Group 3, Census Tract 17.02, King County, Washington","414","84","null","null","0","12","null","null","24","null","31","null","20","22","null","null","15","null","23","null","0","null","12","null","13","21","null","null","0","12","null","null","8","13","null","null","20","null","18","null","25","null","28","null","63","41","null","null","17","21","null","null","55","53","null","null","82","null","83","null","43","null","37","null","29","null","33","null",
"1500000US530330017024","Block Group 4, Census Tract 17.02, King County, Washington","281","64","null","null","0","12","null","null","15","null","23","null","11","19","null","null","0","null","12","null","0","null","12","null","9","15","null","null","0","12","null","null","10","18","null","null","13","null","23","null","18","null","28","null","54","46","null","null","59","35","null","null","24","29","null","null","41","null","36","null","0","null","12","null","27","null","27","null",
"1500000US530330018001","Block Group 1, Census Tract 18, King County, Washington","673","122","null","null","48","56","null","null","0","null","12","null","44","68","null","null","0","null","12","null","0","null","12","null","31","38","null","null","5","14","null","null","0","12","null","null","5","null","12","null","0","null","12","null","27","32","null","null","100","69","null","null","155","87","null","null","82","null","80","null","136","null","86","null","40","null","41","null",
"1500000US530330018002","Block Group 2, Census Tract 18, King County, Washington","684","145","null","null","11","22","null","null","38","null","37","null","68","84","null","null","15","null","22","null","0","null","12","null","30","46","null","null","0","12","null","null","0","12","null","null","53","null","51","null","33","null","33","null","92","57","null","null","79","52","null","null","69","65","null","null","105","null","90","null","60","null","46","null","31","null","36","null",
"1500000US530330018003","Block Group 3, Census Tract 18, King County, Washington","879","162","null","null","49","46","null","null","4","null","13","null","17","27","null","null","60","null","95","null","18","null","30","null","86","74","null","null","19","31","null","null","0","12","null","null","32","null","37","null","100","null","91","null","129","74","null","null","87","57","null","null","193","127","null","null","49","null","46","null","21","null","26","null","15","null","27","null",
"1500000US530330019001","Block Group 1, Census Tract 19, King County, Washington","1232","95","null","null","181","94","null","null","8","null","13","null","43","27","null","null","48","null","45","null","57","null","65","null","33","27","null","null","44","40","null","null","43","30","null","null","77","null","52","null","165","null","93","null","106","56","null","null","140","62","null","null","97","54","null","null","65","null","35","null","73","null","42","null","52","null","48","null",
"1500000US530330019002","Block Group 2, Census Tract 19, King County, Washington","540","67","null","null","8","14","null","null","14","null","16","null","24","22","null","null","15","null","18","null","8","null","14","null","0","12","null","null","0","12","null","null","12","18","null","null","23","null","20","null","23","null","22","null","46","32","null","null","80","47","null","null","50","34","null","null","22","null","24","null","95","null","41","null","120","null","49","null",
