"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007M","B19001_007MA","B19001_007EA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009M","B19001_009MA","B19001_009EA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011EA","B19001_011M","B19001_011MA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017M","B19001_017MA","B19001_017EA",
"1500000US530330248003","Block Group 3, Census Tract 248, King County, Washington","920","null","172","null","25","null","30","null","16","null","26","null","21","null","36","null","81","null","86","null","33","null","37","null","0","12","null","null","32","null","36","null","56","85","null","null","41","null","63","null","61","null","75","null","96","null","81","null","185","null","101","null","39","null","39","null","49","null","44","null","117","null","74","null","68","58","null","null",
"1500000US530330249011","Block Group 1, Census Tract 249.01, King County, Washington","373","null","59","null","14","null","20","null","0","null","12","null","0","null","12","null","8","null","13","null","0","null","12","null","0","12","null","null","17","null","19","null","0","12","null","null","0","null","12","null","0","null","12","null","32","null","40","null","17","null","19","null","33","null","23","null","46","null","44","null","77","null","50","null","129","45","null","null",
"1500000US530330249012","Block Group 2, Census Tract 249.01, King County, Washington","614","null","68","null","0","null","12","null","0","null","12","null","0","null","12","null","8","null","12","null","9","null","14","null","16","19","null","null","8","null","12","null","10","14","null","null","0","null","12","null","27","null","24","null","28","null","27","null","15","null","15","null","61","null","47","null","77","null","34","null","111","null","50","null","244","65","null","null",
"1500000US530330249013","Block Group 3, Census Tract 249.01, King County, Washington","401","null","71","null","19","null","22","null","0","null","12","null","27","null","42","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","24","null","26","null","12","null","19","null","15","null","19","null","15","null","18","null","35","null","34","null","53","null","34","null","201","74","null","null",
"1500000US530330249014","Block Group 4, Census Tract 249.01, King County, Washington","426","null","63","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","11","null","17","null","26","24","null","null","0","null","12","null","0","12","null","null","9","null","13","null","15","null","16","null","33","null","26","null","33","null","24","null","118","null","63","null","25","null","27","null","41","null","29","null","115","41","null","null",
"1500000US530330249021","Block Group 1, Census Tract 249.02, King County, Washington","389","null","57","null","12","null","18","null","0","null","12","null","10","null","14","null","0","null","12","null","9","null","14","null","0","12","null","null","8","null","13","null","0","12","null","null","6","null","11","null","40","null","32","null","19","null","23","null","46","null","32","null","21","null","21","null","18","null","21","null","66","null","37","null","134","54","null","null",
"1500000US530330249022","Block Group 2, Census Tract 249.02, King County, Washington","565","null","61","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","7","null","10","null","0","12","null","null","10","null","16","null","0","12","null","null","0","null","12","null","33","null","25","null","23","null","23","null","19","null","21","null","57","null","34","null","62","null","35","null","97","null","51","null","257","67","null","null",
"1500000US530330249023","Block Group 3, Census Tract 249.02, King County, Washington","395","null","54","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","22","23","null","null","2","null","6","null","0","12","null","null","0","null","12","null","12","null","19","null","49","null","30","null","17","null","20","null","34","null","28","null","21","null","22","null","72","null","31","null","166","50","null","null",
"1500000US530330249031","Block Group 1, Census Tract 249.03, King County, Washington","709","null","91","null","13","null","22","null","0","null","12","null","0","null","12","null","27","null","29","null","0","null","12","null","0","12","null","null","18","null","29","null","0","12","null","null","18","null","29","null","19","null","29","null","31","null","35","null","45","null","41","null","49","null","44","null","45","null","43","null","112","null","67","null","332","109","null","null",
"1500000US530330249032","Block Group 2, Census Tract 249.03, King County, Washington","615","null","110","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","49","46","null","null","0","null","12","null","11","null","20","null","14","null","22","null","62","null","50","null","29","null","33","null","32","null","36","null","108","null","68","null","310","107","null","null",
"1500000US530330249033","Block Group 3, Census Tract 249.03, King County, Washington","397","null","61","null","47","null","44","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","14","null","23","null","0","null","12","null","66","null","52","null","76","null","53","null","194","77","null","null",
"1500000US530330249034","Block Group 4, Census Tract 249.03, King County, Washington","518","null","67","null","0","null","12","null","0","null","12","null","29","null","36","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","19","28","null","null","14","null","22","null","0","null","12","null","18","null","29","null","52","null","49","null","16","null","23","null","48","null","43","null","140","null","70","null","182","70","null","null",
"1500000US530330250011","Block Group 1, Census Tract 250.01, King County, Washington","375","null","77","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","11","17","null","null","9","null","14","null","12","18","null","null","0","null","12","null","0","null","12","null","32","null","27","null","26","null","27","null","91","null","70","null","30","null","28","null","70","null","41","null","94","40","null","null",
"1500000US530330250012","Block Group 2, Census Tract 250.01, King County, Washington","708","null","87","null","24","null","24","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","50","43","null","null","31","null","42","null","27","25","null","null","7","null","12","null","74","null","46","null","33","null","28","null","62","null","52","null","106","null","61","null","60","null","40","null","72","null","37","null","162","74","null","null",
"1500000US530330250013","Block Group 3, Census Tract 250.01, King County, Washington","500","null","66","null","10","null","15","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","27","24","null","null","17","null","21","null","13","20","null","null","11","null","17","null","9","null","14","null","23","null","26","null","74","null","40","null","33","null","30","null","49","null","31","null","71","null","41","null","163","67","null","null",
"1500000US530330250014","Block Group 4, Census Tract 250.01, King County, Washington","396","null","53","null","0","null","12","null","0","null","12","null","9","null","15","null","0","null","12","null","23","null","37","null","13","20","null","null","7","null","12","null","10","16","null","null","0","null","12","null","0","null","12","null","10","null","15","null","9","null","14","null","28","null","20","null","79","null","46","null","101","null","56","null","107","43","null","null",
"1500000US530330250031","Block Group 1, Census Tract 250.03, King County, Washington","340","null","72","null","17","null","27","null","0","null","12","null","0","null","12","null","0","null","12","null","15","null","24","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","15","null","23","null","10","null","17","null","31","null","34","null","62","null","52","null","0","null","12","null","44","null","42","null","146","65","null","null",
"1500000US530330250032","Block Group 2, Census Tract 250.03, King County, Washington","422","null","111","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","20","null","33","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","43","null","49","null","12","null","21","null","16","null","25","null","0","null","12","null","128","null","107","null","203","76","null","null",
"1500000US530330250033","Block Group 3, Census Tract 250.03, King County, Washington","505","null","108","null","0","null","12","null","36","null","43","null","0","null","12","null","22","null","36","null","18","null","28","null","0","12","null","null","0","null","12","null","0","12","null","null","38","null","44","null","19","null","30","null","0","null","12","null","74","null","68","null","18","null","29","null","70","null","47","null","93","null","56","null","117","54","null","null",
"1500000US530330250034","Block Group 4, Census Tract 250.03, King County, Washington","522","null","98","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","17","null","26","null","0","12","null","null","0","null","12","null","0","12","null","null","50","null","77","null","0","null","12","null","65","null","48","null","45","null","37","null","22","null","26","null","0","null","12","null","72","null","68","null","251","88","null","null",
"1500000US530330250035","Block Group 5, Census Tract 250.03, King County, Washington","764","null","146","null","19","null","29","null","0","null","12","null","0","null","12","null","0","null","12","null","19","null","29","null","0","12","null","null","33","null","50","null","0","12","null","null","34","null","28","null","0","null","12","null","68","null","76","null","87","null","100","null","118","null","92","null","52","null","47","null","115","null","95","null","219","89","null","null",
"1500000US530330250051","Block Group 1, Census Tract 250.05, King County, Washington","1094","null","113","null","58","null","67","null","0","null","12","null","0","null","12","null","39","null","47","null","14","null","19","null","41","46","null","null","0","null","12","null","0","12","null","null","5","null","9","null","33","null","28","null","47","null","40","null","48","null","48","null","64","null","42","null","69","null","46","null","80","null","43","null","596","98","null","null",
"1500000US530330250052","Block Group 2, Census Tract 250.05, King County, Washington","922","null","131","null","8","null","13","null","40","null","35","null","9","null","13","null","20","null","25","null","27","null","26","null","24","23","null","null","20","null","20","null","0","12","null","null","20","null","23","null","49","null","36","null","99","null","50","null","201","null","61","null","148","null","56","null","85","null","63","null","127","null","53","null","45","27","null","null",
"1500000US530330250061","Block Group 1, Census Tract 250.06, King County, Washington","450","null","118","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","34","null","30","null","38","null","37","null","14","null","22","null","43","null","34","null","7","null","13","null","314","119","null","null",
"1500000US530330250062","Block Group 2, Census Tract 250.06, King County, Washington","1436","null","139","null","30","null","34","null","15","null","24","null","12","null","20","null","69","null","68","null","42","null","68","null","0","12","null","null","24","null","20","null","60","73","null","null","24","null","29","null","38","null","42","null","104","null","89","null","111","null","69","null","184","null","104","null","79","null","50","null","225","null","91","null","419","115","null","null",
"1500000US530330250063","Block Group 3, Census Tract 250.06, King County, Washington","629","null","98","null","0","null","12","null","26","null","38","null","11","null","18","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","11","null","17","null","33","null","49","null","51","null","45","null","48","null","43","null","45","null","43","null","39","null","36","null","59","null","45","null","306","103","null","null",
"1500000US530330251011","Block Group 1, Census Tract 251.01, King County, Washington","731","null","141","null","88","null","82","null","0","null","12","null","0","null","12","null","71","null","86","null","0","null","12","null","28","31","null","null","65","null","84","null","59","92","null","null","16","null","25","null","59","null","73","null","38","null","43","null","132","null","105","null","98","null","87","null","0","null","12","null","67","null","79","null","10","17","null","null",
"1500000US530330251012","Block Group 2, Census Tract 251.01, King County, Washington","421","null","100","null","14","null","24","null","13","null","21","null","0","null","12","null","16","null","27","null","14","null","23","null","0","12","null","null","12","null","20","null","15","25","null","null","13","null","20","null","46","null","43","null","41","null","39","null","130","null","96","null","35","null","36","null","0","null","12","null","0","null","12","null","72","61","null","null",
"1500000US530330251013","Block Group 3, Census Tract 251.01, King County, Washington","340","null","67","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","14","null","24","null","0","12","null","null","0","null","12","null","13","null","21","null","48","null","42","null","29","null","32","null","13","null","20","null","10","null","16","null","138","null","72","null","75","53","null","null",
"1500000US530330251014","Block Group 4, Census Tract 251.01, King County, Washington","667","null","106","null","32","null","36","null","0","null","12","null","0","null","12","null","0","null","12","null","31","null","49","null","0","12","null","null","0","null","12","null","13","20","null","null","26","null","30","null","0","null","12","null","81","null","75","null","110","null","57","null","67","null","48","null","10","null","17","null","72","null","54","null","225","81","null","null",
"1500000US530330251021","Block Group 1, Census Tract 251.02, King County, Washington","545","null","119","null","13","null","21","null","0","null","12","null","18","null","32","null","0","null","12","null","74","null","79","null","16","26","null","null","11","null","19","null","0","12","null","null","53","null","82","null","31","null","36","null","64","null","77","null","99","null","57","null","54","null","50","null","27","null","32","null","55","null","49","null","30","32","null","null",
"1500000US530330251022","Block Group 2, Census Tract 251.02, King County, Washington","553","null","146","null","0","null","12","null","0","null","12","null","0","null","12","null","63","null","92","null","0","null","12","null","0","12","null","null","38","null","60","null","13","23","null","null","34","null","37","null","55","null","68","null","31","null","35","null","0","null","12","null","103","null","66","null","142","null","74","null","0","null","12","null","74","44","null","null",
"1500000US530330251023","Block Group 3, Census Tract 251.02, King County, Washington","1211","null","133","null","0","null","12","null","0","null","12","null","26","null","41","null","27","null","30","null","109","null","92","null","0","12","null","null","0","null","12","null","26","31","null","null","18","null","29","null","47","null","58","null","0","null","12","null","159","null","111","null","134","null","74","null","69","null","59","null","342","null","112","null","254","98","null","null",
"1500000US530330251024","Block Group 4, Census Tract 251.02, King County, Washington","567","null","135","null","16","null","26","null","0","null","12","null","0","null","12","null","0","null","12","null","28","null","33","null","48","66","null","null","0","null","12","null","19","31","null","null","0","null","12","null","113","null","86","null","104","null","82","null","33","null","38","null","30","null","39","null","68","null","51","null","25","null","28","null","83","95","null","null",
"1500000US530330252001","Block Group 1, Census Tract 252, King County, Washington","526","null","117","null","0","null","12","null","0","null","12","null","70","null","102","null","0","null","12","null","11","null","19","null","0","12","null","null","25","null","31","null","0","12","null","null","0","null","12","null","26","null","31","null","10","null","16","null","71","null","75","null","79","null","70","null","36","null","40","null","122","null","65","null","76","49","null","null",
"1500000US530330252002","Block Group 2, Census Tract 252, King County, Washington","874","null","143","null","41","null","37","null","0","null","12","null","13","null","20","null","0","null","12","null","14","null","22","null","57","66","null","null","82","null","72","null","103","83","null","null","0","null","12","null","26","null","31","null","44","null","42","null","69","null","49","null","139","null","74","null","112","null","86","null","63","null","56","null","111","70","null","null",
"1500000US530330252003","Block Group 3, Census Tract 252, King County, Washington","464","null","147","null","78","null","83","null","9","null","17","null","51","null","77","null","10","null","17","null","0","null","12","null","0","12","null","null","19","null","30","null","0","12","null","null","11","null","16","null","29","null","34","null","116","null","104","null","33","null","37","null","31","null","49","null","38","null","38","null","19","null","21","null","20","31","null","null",
"1500000US530330252004","Block Group 4, Census Tract 252, King County, Washington","927","null","160","null","12","null","18","null","64","null","41","null","86","null","75","null","4","null","11","null","0","null","12","null","37","53","null","null","0","null","12","null","47","70","null","null","14","null","22","null","16","null","27","null","131","null","68","null","101","null","55","null","47","null","36","null","17","null","28","null","179","null","86","null","172","91","null","null",
"1500000US530330252005","Block Group 5, Census Tract 252, King County, Washington","465","null","114","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","18","null","29","null","0","12","null","null","0","null","12","null","9","15","null","null","0","null","12","null","41","null","36","null","17","null","22","null","62","null","67","null","66","null","50","null","83","null","86","null","97","null","57","null","72","52","null","null",
"1500000US530330253011","Block Group 1, Census Tract 253.01, King County, Washington","807","null","156","null","24","null","28","null","0","null","12","null","10","null","17","null","91","null","124","null","0","null","12","null","0","12","null","null","9","null","16","null","0","12","null","null","51","null","60","null","29","null","34","null","44","null","38","null","184","null","103","null","218","null","120","null","24","null","30","null","27","null","34","null","96","66","null","null",
"1500000US530330253012","Block Group 2, Census Tract 253.01, King County, Washington","754","null","137","null","10","null","18","null","0","null","12","null","0","null","12","null","13","null","21","null","11","null","17","null","0","12","null","null","12","null","19","null","11","17","null","null","22","null","36","null","11","null","17","null","116","null","78","null","62","null","39","null","137","null","61","null","99","null","76","null","117","null","87","null","133","94","null","null",
"1500000US530330253013","Block Group 3, Census Tract 253.01, King County, Washington","1591","null","198","null","39","null","37","null","91","null","100","null","46","null","29","null","55","null","42","null","41","null","46","null","124","97","null","null","60","null","63","null","116","101","null","null","36","null","56","null","132","null","82","null","190","null","101","null","196","null","107","null","203","null","120","null","34","null","40","null","116","null","83","null","112","93","null","null",
"1500000US530330253021","Block Group 1, Census Tract 253.02, King County, Washington","1145","null","158","null","120","null","95","null","27","null","30","null","54","null","44","null","81","null","68","null","27","null","30","null","55","71","null","null","14","null","22","null","24","28","null","null","0","null","12","null","148","null","76","null","71","null","46","null","122","null","77","null","177","null","86","null","74","null","49","null","57","null","47","null","94","57","null","null",
"1500000US530330253022","Block Group 2, Census Tract 253.02, King County, Washington","953","null","171","null","98","null","68","null","98","null","82","null","86","null","84","null","27","null","30","null","45","null","66","null","26","31","null","null","14","null","22","null","43","40","null","null","0","null","12","null","43","null","40","null","105","null","82","null","89","null","85","null","162","null","99","null","14","null","21","null","27","null","31","null","76","56","null","null",
"1500000US530330253023","Block Group 3, Census Tract 253.02, King County, Washington","683","null","156","null","14","null","22","null","39","null","62","null","68","null","91","null","80","null","89","null","81","null","79","null","64","61","null","null","54","null","68","null","32","32","null","null","49","null","60","null","42","null","54","null","57","null","47","null","54","null","70","null","15","null","25","null","0","null","12","null","13","null","22","null","21","25","null","null",
"1500000US530330254001","Block Group 1, Census Tract 254, King County, Washington","845","null","168","null","30","null","35","null","49","null","67","null","14","null","23","null","62","null","71","null","38","null","42","null","14","23","null","null","55","null","55","null","27","32","null","null","0","null","12","null","40","null","52","null","134","null","77","null","189","null","128","null","139","null","88","null","12","null","19","null","25","null","42","null","17","27","null","null",
"1500000US530330254002","Block Group 2, Census Tract 254, King County, Washington","631","null","204","null","89","null","136","null","0","null","12","null","58","null","69","null","92","null","99","null","64","null","65","null","16","24","null","null","29","null","33","null","36","38","null","null","8","null","20","null","36","null","42","null","82","null","88","null","19","null","30","null","55","null","51","null","27","null","30","null","12","null","17","null","8","15","null","null",
"1500000US530330254003","Block Group 3, Census Tract 254, King County, Washington","1257","null","203","null","33","null","40","null","0","null","12","null","20","null","32","null","0","null","12","null","64","null","72","null","77","60","null","null","0","null","12","null","30","32","null","null","152","null","135","null","144","null","109","null","71","null","56","null","294","null","149","null","117","null","81","null","162","null","91","null","66","null","70","null","27","34","null","null",
"1500000US530330254004","Block Group 4, Census Tract 254, King County, Washington","331","null","78","null","37","null","41","null","0","null","12","null","0","null","12","null","34","null","35","null","0","null","12","null","0","12","null","null","13","null","20","null","0","12","null","null","41","null","47","null","21","null","33","null","36","null","28","null","38","null","29","null","0","null","12","null","48","null","42","null","30","null","33","null","33","40","null","null",
"1500000US530330255001","Block Group 1, Census Tract 255, King County, Washington","906","null","111","null","111","null","81","null","16","null","18","null","40","null","47","null","6","null","12","null","41","null","53","null","63","54","null","null","38","null","34","null","33","31","null","null","84","null","70","null","85","null","66","null","109","null","68","null","99","null","52","null","66","null","51","null","63","null","45","null","22","null","24","null","30","28","null","null",
"1500000US530330255002","Block Group 2, Census Tract 255, King County, Washington","572","null","98","null","19","null","22","null","0","null","12","null","8","null","14","null","22","null","23","null","17","null","21","null","10","16","null","null","41","null","52","null","30","36","null","null","16","null","19","null","0","null","12","null","45","null","34","null","110","null","55","null","55","null","48","null","35","null","52","null","129","null","72","null","35","35","null","null",
"1500000US530330255003","Block Group 3, Census Tract 255, King County, Washington","497","null","98","null","0","null","12","null","11","null","16","null","0","null","12","null","20","null","22","null","5","null","8","null","0","12","null","null","5","null","9","null","33","38","null","null","59","null","53","null","63","null","45","null","61","null","49","null","98","null","43","null","73","null","54","null","41","null","40","null","0","null","12","null","28","28","null","null",
"1500000US530330256011","Block Group 1, Census Tract 256.01, King County, Washington","368","null","77","null","7","null","11","null","9","null","14","null","0","null","12","null","2","null","8","null","0","null","12","null","11","17","null","null","0","null","12","null","10","16","null","null","0","null","12","null","13","null","20","null","37","null","31","null","74","null","57","null","97","null","43","null","9","null","14","null","73","null","37","null","26","28","null","null",
"1500000US530330256012","Block Group 2, Census Tract 256.01, King County, Washington","868","null","102","null","29","null","27","null","40","null","59","null","10","null","16","null","41","null","32","null","31","null","30","null","75","56","null","null","117","null","73","null","32","31","null","null","39","null","61","null","122","null","81","null","111","null","80","null","148","null","86","null","44","null","32","null","0","null","12","null","20","null","33","null","9","15","null","null",
"1500000US530330256013","Block Group 3, Census Tract 256.01, King County, Washington","742","null","92","null","3","null","10","null","0","null","12","null","7","null","11","null","26","null","29","null","20","null","29","null","50","50","null","null","10","null","16","null","28","26","null","null","43","null","37","null","24","null","26","null","44","null","39","null","81","null","45","null","36","null","30","null","101","null","63","null","199","null","88","null","70","58","null","null",
"1500000US530330256021","Block Group 1, Census Tract 256.02, King County, Washington","688","null","162","null","12","null","19","null","0","null","12","null","0","null","12","null","0","null","12","null","24","null","31","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","41","null","37","null","39","null","38","null","154","null","87","null","86","null","55","null","83","null","72","null","72","null","71","null","177","113","null","null",
"1500000US530330256022","Block Group 2, Census Tract 256.02, King County, Washington","372","null","85","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","16","28","null","null","8","null","19","null","37","54","null","null","32","null","38","null","0","null","12","null","42","null","33","null","35","null","40","null","65","null","62","null","0","null","12","null","113","null","66","null","24","39","null","null",
"1500000US530330256023","Block Group 3, Census Tract 256.02, King County, Washington","1095","null","127","null","37","null","42","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","17","28","null","null","9","null","15","null","20","31","null","null","38","null","45","null","80","null","80","null","140","null","82","null","43","null","45","null","131","null","81","null","67","null","57","null","289","null","132","null","224","82","null","null",
"1500000US530330257011","Block Group 1, Census Tract 257.01, King County, Washington","581","null","116","null","13","null","22","null","0","null","12","null","14","null","23","null","0","null","12","null","16","null","26","null","22","35","null","null","121","null","104","null","14","21","null","null","18","null","29","null","49","null","46","null","38","null","36","null","69","null","52","null","18","null","29","null","131","null","102","null","19","null","30","null","39","40","null","null",
"1500000US530330257012","Block Group 2, Census Tract 257.01, King County, Washington","548","null","141","null","14","null","22","null","15","null","22","null","25","null","29","null","0","null","12","null","0","null","12","null","0","12","null","null","15","null","26","null","32","49","null","null","16","null","25","null","14","null","24","null","94","null","68","null","77","null","96","null","28","null","27","null","156","null","99","null","62","null","63","null","0","12","null","null",
"1500000US530330257013","Block Group 3, Census Tract 257.01, King County, Washington","362","null","110","null","69","null","74","null","90","null","76","null","32","null","51","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","17","null","29","null","1","null","9","null","104","null","68","null","17","null","28","null","16","null","25","null","0","null","12","null","16","24","null","null",
"1500000US530330257014","Block Group 4, Census Tract 257.01, King County, Washington","680","null","118","null","22","null","26","null","0","null","12","null","0","null","12","null","0","null","12","null","20","null","31","null","61","58","null","null","22","null","25","null","31","34","null","null","20","null","33","null","60","null","45","null","160","null","107","null","73","null","58","null","93","null","105","null","33","null","36","null","85","null","96","null","0","12","null","null",
"1500000US530330257015","Block Group 5, Census Tract 257.01, King County, Washington","873","null","193","null","17","null","28","null","0","null","12","null","66","null","53","null","17","null","27","null","13","null","21","null","16","27","null","null","63","null","72","null","55","45","null","null","0","null","12","null","145","null","122","null","162","null","113","null","216","null","113","null","18","null","29","null","65","null","89","null","0","null","12","null","20","25","null","null",
"1500000US530330257021","Block Group 1, Census Tract 257.02, King County, Washington","525","null","61","null","0","null","12","null","0","null","12","null","7","null","11","null","19","null","20","null","9","null","14","null","27","39","null","null","0","null","12","null","38","39","null","null","0","null","12","null","55","null","34","null","25","null","23","null","76","null","41","null","85","null","59","null","59","null","37","null","85","null","50","null","40","28","null","null",
"1500000US530330257022","Block Group 2, Census Tract 257.02, King County, Washington","400","null","61","null","9","null","15","null","0","null","12","null","20","null","20","null","11","null","17","null","0","null","12","null","0","12","null","null","51","null","52","null","0","12","null","null","0","null","12","null","27","null","24","null","14","null","17","null","76","null","44","null","45","null","38","null","64","null","39","null","66","null","39","null","17","18","null","null",
"1500000US530330257023","Block Group 3, Census Tract 257.02, King County, Washington","344","null","53","null","0","null","12","null","8","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","9","null","14","null","10","null","15","null","29","null","25","null","76","null","44","null","80","null","47","null","48","null","35","null","42","null","33","null","42","28","null","null",
"1500000US530330258031","Block Group 1, Census Tract 258.03, King County, Washington","522","null","88","null","7","null","11","null","7","null","11","null","11","null","17","null","0","null","12","null","8","null","13","null","19","21","null","null","45","null","46","null","0","12","null","null","8","null","13","null","46","null","35","null","75","null","53","null","66","null","50","null","71","null","38","null","57","null","48","null","66","null","56","null","36","30","null","null",
"1500000US530330258032","Block Group 2, Census Tract 258.03, King County, Washington","464","null","88","null","0","null","12","null","0","null","12","null","0","null","12","null","7","null","12","null","8","null","13","null","7","12","null","null","18","null","22","null","7","11","null","null","15","null","17","null","52","null","43","null","119","null","65","null","142","null","74","null","23","null","26","null","41","null","35","null","16","null","20","null","9","14","null","null",
"1500000US530330258033","Block Group 3, Census Tract 258.03, King County, Washington","701","null","127","null","51","null","55","null","14","null","17","null","9","null","14","null","8","null","13","null","11","null","17","null","16","18","null","null","80","null","73","null","68","43","null","null","75","null","53","null","45","null","52","null","159","null","88","null","79","null","55","null","52","null","53","null","8","null","12","null","26","null","28","null","0","12","null","null",
"1500000US530330258041","Block Group 1, Census Tract 258.04, King County, Washington","445","null","82","null","0","null","12","null","29","null","47","null","0","null","12","null","9","null","14","null","17","null","20","null","42","45","null","null","17","null","19","null","25","35","null","null","26","null","24","null","32","null","39","null","51","null","33","null","26","null","20","null","82","null","51","null","60","null","48","null","29","null","26","null","0","12","null","null",
"1500000US530330258042","Block Group 2, Census Tract 258.04, King County, Washington","261","null","56","null","0","null","12","null","9","null","14","null","9","null","14","null","9","null","14","null","9","null","14","null","0","12","null","null","0","null","12","null","17","14","null","null","15","null","17","null","33","null","25","null","9","null","14","null","87","null","41","null","15","null","17","null","9","null","15","null","13","null","17","null","27","24","null","null",
"1500000US530330258043","Block Group 3, Census Tract 258.04, King County, Washington","432","null","76","null","9","null","13","null","0","null","12","null","9","null","13","null","50","null","42","null","0","null","12","null","9","14","null","null","15","null","18","null","0","12","null","null","0","null","12","null","10","null","15","null","53","null","50","null","73","null","54","null","79","null","62","null","31","null","26","null","78","null","43","null","16","19","null","null",
"1500000US530330258051","Block Group 1, Census Tract 258.05, King County, Washington","1114","null","135","null","0","null","12","null","0","null","12","null","31","null","40","null","63","null","67","null","46","null","61","null","47","42","null","null","17","null","22","null","40","38","null","null","30","null","28","null","172","null","106","null","177","null","125","null","238","null","96","null","130","null","105","null","23","null","23","null","65","null","46","null","35","42","null","null",
"1500000US530330258052","Block Group 2, Census Tract 258.05, King County, Washington","317","null","90","null","0","null","12","null","0","null","12","null","33","null","42","null","0","null","12","null","21","null","26","null","12","19","null","null","0","null","12","null","13","20","null","null","0","null","12","null","17","null","21","null","71","null","68","null","39","null","38","null","34","null","31","null","0","null","12","null","44","null","38","null","33","50","null","null",
"1500000US530330258053","Block Group 3, Census Tract 258.05, King County, Washington","642","null","117","null","59","null","52","null","0","null","12","null","23","null","29","null","25","null","35","null","26","null","26","null","16","25","null","null","39","null","49","null","65","58","null","null","22","null","21","null","7","null","11","null","86","null","50","null","62","null","46","null","93","null","51","null","34","null","34","null","30","null","33","null","55","51","null","null",
"1500000US530330258061","Block Group 1, Census Tract 258.06, King County, Washington","429","null","85","null","0","null","12","null","7","null","10","null","0","null","12","null","0","null","12","null","7","null","11","null","0","12","null","null","8","null","12","null","22","18","null","null","9","null","15","null","37","null","51","null","9","null","15","null","60","null","41","null","83","null","53","null","90","null","64","null","64","null","42","null","33","29","null","null",
"1500000US530330258062","Block Group 2, Census Tract 258.06, King County, Washington","816","null","118","null","14","null","16","null","10","null","17","null","10","null","17","null","12","null","20","null","21","null","24","null","8","13","null","null","9","null","14","null","0","12","null","null","8","null","13","null","118","null","85","null","61","null","44","null","171","null","86","null","57","null","53","null","80","null","47","null","120","null","72","null","117","51","null","null",
"1500000US530330258063","Block Group 3, Census Tract 258.06, King County, Washington","582","null","104","null","36","null","53","null","19","null","22","null","16","null","19","null","29","null","28","null","23","null","23","null","15","18","null","null","0","null","12","null","22","22","null","null","29","null","24","null","61","null","53","null","68","null","43","null","21","null","24","null","66","null","65","null","42","null","39","null","61","null","35","null","74","57","null","null",
