"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007M","B19001_007MA","B19001_007EA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009M","B19001_009MA","B19001_009EA","B19001_010E","B19001_010EA","B19001_010M","B19001_010MA","B19001_011E","B19001_011EA","B19001_011M","B19001_011MA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013EA","B19001_013M","B19001_013MA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015EA","B19001_015M","B19001_015MA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017M","B19001_017MA","B19001_017EA",
"1500000US530330032005","Block Group 5, Census Tract 32, King County, Washington","331","null","107","null","38","null","61","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","13","23","null","null","0","null","12","null","30","null","47","null","32","null","50","null","19","null","33","null","30","null","45","null","37","null","46","null","0","null","12","null","132","84","null","null",
"1500000US530330032006","Block Group 6, Census Tract 32, King County, Washington","771","null","157","null","0","null","12","null","12","null","20","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","19","30","null","null","79","null","87","null","0","null","12","null","59","null","46","null","102","null","69","null","54","null","62","null","113","null","146","null","39","null","53","null","294","112","null","null",
"1500000US530330032007","Block Group 7, Census Tract 32, King County, Washington","476","null","135","null","19","null","29","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","24","39","null","null","0","null","12","null","0","null","12","null","60","null","88","null","19","null","31","null","93","null","64","null","70","null","87","null","59","null","57","null","132","102","null","null",
"1500000US530330033001","Block Group 1, Census Tract 33, King County, Washington","631","null","102","null","0","null","12","null","0","null","12","null","0","null","12","null","10","null","17","null","0","null","12","null","20","33","null","null","0","null","12","null","9","15","null","null","11","null","19","null","20","null","33","null","72","null","51","null","48","null","40","null","90","null","75","null","46","null","46","null","110","null","69","null","195","96","null","null",
"1500000US530330033002","Block Group 2, Census Tract 33, King County, Washington","477","null","97","null","0","null","12","null","19","null","31","null","0","null","12","null","0","null","12","null","0","null","12","null","11","18","null","null","14","null","22","null","0","12","null","null","10","null","18","null","26","null","36","null","23","null","35","null","32","null","36","null","12","null","20","null","57","null","60","null","148","null","75","null","125","72","null","null",
"1500000US530330033003","Block Group 3, Census Tract 33, King County, Washington","1120","null","162","null","62","null","58","null","22","null","36","null","0","null","12","null","18","null","29","null","15","null","25","null","0","12","null","null","0","null","12","null","18","29","null","null","73","null","56","null","31","null","36","null","168","null","85","null","155","null","105","null","108","null","71","null","131","null","90","null","81","null","61","null","238","123","null","null",
"1500000US530330033004","Block Group 4, Census Tract 33, King County, Washington","813","null","155","null","0","null","12","null","7","null","12","null","54","null","49","null","0","null","12","null","0","null","12","null","37","42","null","null","0","null","12","null","15","24","null","null","16","null","25","null","41","null","46","null","0","null","12","null","86","null","67","null","65","null","54","null","157","null","141","null","102","null","66","null","233","111","null","null",
"1500000US530330033005","Block Group 5, Census Tract 33, King County, Washington","615","null","117","null","0","null","12","null","13","null","21","null","0","null","12","null","0","null","12","null","18","null","27","null","19","31","null","null","59","null","91","null","0","12","null","null","25","null","39","null","26","null","35","null","34","null","38","null","125","null","69","null","72","null","56","null","21","null","25","null","26","null","30","null","177","95","null","null",
"1500000US530330034001","Block Group 1, Census Tract 34, King County, Washington","622","null","76","null","0","null","12","null","10","null","16","null","17","null","19","null","11","null","17","null","11","null","17","null","25","27","null","null","10","null","15","null","0","12","null","null","0","null","12","null","122","null","64","null","33","null","28","null","94","null","60","null","84","null","53","null","49","null","34","null","62","null","37","null","94","49","null","null",
"1500000US530330034002","Block Group 2, Census Tract 34, King County, Washington","465","null","79","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","11","null","16","null","4","8","null","null","0","null","12","null","0","12","null","null","15","null","23","null","22","null","25","null","77","null","63","null","10","null","16","null","21","null","22","null","55","null","36","null","96","null","45","null","154","59","null","null",
"1500000US530330034003","Block Group 3, Census Tract 34, King County, Washington","484","null","79","null","0","null","12","null","14","null","21","null","14","null","21","null","29","null","33","null","0","null","12","null","0","12","null","null","11","null","18","null","0","12","null","null","26","null","23","null","37","null","29","null","22","null","23","null","84","null","63","null","71","null","45","null","27","null","26","null","49","null","34","null","100","46","null","null",
"1500000US530330035001","Block Group 1, Census Tract 35, King County, Washington","656","null","61","null","40","null","50","null","0","null","12","null","18","null","20","null","21","null","16","null","29","null","27","null","27","24","null","null","7","null","11","null","9","13","null","null","17","null","19","null","26","null","23","null","44","null","30","null","88","null","46","null","69","null","41","null","59","null","32","null","56","null","36","null","146","47","null","null",
"1500000US530330035002","Block Group 2, Census Tract 35, King County, Washington","683","null","61","null","53","null","31","null","8","null","12","null","0","null","12","null","7","null","12","null","18","null","19","null","17","20","null","null","22","null","20","null","30","27","null","null","0","null","12","null","53","null","35","null","27","null","25","null","96","null","46","null","68","null","35","null","48","null","31","null","94","null","44","null","142","42","null","null",
"1500000US530330035003","Block Group 3, Census Tract 35, King County, Washington","583","null","68","null","18","null","22","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","9","14","null","null","29","null","29","null","0","12","null","null","74","null","65","null","34","null","28","null","48","null","32","null","55","null","33","null","90","null","43","null","54","null","50","null","63","null","36","null","109","43","null","null",
"1500000US530330036001","Block Group 1, Census Tract 36, King County, Washington","856","null","142","null","0","null","12","null","33","null","37","null","15","null","24","null","25","null","38","null","0","null","12","null","0","12","null","null","16","null","25","null","118","100","null","null","24","null","37","null","91","null","67","null","17","null","28","null","228","null","109","null","133","null","74","null","0","null","12","null","121","null","73","null","35","38","null","null",
"1500000US530330036002","Block Group 2, Census Tract 36, King County, Washington","1233","null","218","null","147","null","135","null","76","null","73","null","40","null","45","null","0","null","12","null","0","null","12","null","20","33","null","null","21","null","33","null","49","58","null","null","24","null","38","null","103","null","76","null","36","null","43","null","148","null","95","null","133","null","120","null","82","null","59","null","85","null","62","null","269","157","null","null",
"1500000US530330036003","Block Group 3, Census Tract 36, King County, Washington","657","null","104","null","102","null","116","null","0","null","12","null","19","null","29","null","0","null","12","null","0","null","12","null","0","12","null","null","14","null","25","null","0","12","null","null","67","null","70","null","21","null","33","null","38","null","43","null","45","null","39","null","16","null","27","null","50","null","52","null","78","null","63","null","207","101","null","null",
"1500000US530330036004","Block Group 4, Census Tract 36, King County, Washington","1518","null","172","null","68","null","79","null","56","null","54","null","200","null","114","null","0","null","12","null","59","null","67","null","33","40","null","null","51","null","61","null","35","40","null","null","23","null","38","null","44","null","42","null","210","null","128","null","148","null","86","null","224","null","138","null","155","null","94","null","131","null","92","null","81","71","null","null",
"1500000US530330038001","Block Group 1, Census Tract 38, King County, Washington","519","null","62","null","15","null","16","null","26","null","24","null","23","null","20","null","7","null","9","null","21","null","22","null","7","10","null","null","0","null","12","null","0","12","null","null","8","null","12","null","57","null","34","null","26","null","20","null","31","null","21","null","48","null","26","null","38","null","26","null","69","null","29","null","143","39","null","null",
"1500000US530330038002","Block Group 2, Census Tract 38, King County, Washington","411","null","49","null","0","null","12","null","18","null","13","null","0","null","12","null","7","null","10","null","9","null","15","null","6","9","null","null","0","null","12","null","18","14","null","null","0","null","12","null","32","null","22","null","37","null","21","null","61","null","27","null","14","null","17","null","44","null","23","null","56","null","29","null","109","39","null","null",
"1500000US530330039001","Block Group 1, Census Tract 39, King County, Washington","773","null","52","null","9","null","14","null","44","null","47","null","19","null","20","null","25","null","23","null","21","null","22","null","59","45","null","null","8","null","13","null","10","17","null","null","19","null","21","null","20","null","22","null","45","null","31","null","115","null","53","null","54","null","34","null","49","null","36","null","48","null","33","null","228","55","null","null",
"1500000US530330039002","Block Group 2, Census Tract 39, King County, Washington","438","null","44","null","10","null","15","null","0","null","12","null","10","null","15","null","0","null","12","null","11","null","16","null","9","15","null","null","9","null","14","null","0","12","null","null","9","null","15","null","30","null","26","null","10","null","15","null","71","null","37","null","9","null","13","null","16","null","20","null","91","null","44","null","153","46","null","null",
"1500000US530330040001","Block Group 1, Census Tract 40, King County, Washington","1052","null","93","null","54","null","35","null","38","null","31","null","0","null","12","null","54","null","44","null","20","null","23","null","115","50","null","null","21","null","22","null","79","51","null","null","30","null","28","null","69","null","41","null","107","null","49","null","130","null","60","null","49","null","31","null","79","null","55","null","69","null","44","null","138","51","null","null",
"1500000US530330040002","Block Group 2, Census Tract 40, King County, Washington","351","null","56","null","9","null","14","null","0","null","12","null","20","null","22","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","23","null","19","null","25","null","23","null","26","null","24","null","68","null","43","null","180","57","null","null",
"1500000US530330041001","Block Group 1, Census Tract 41, King County, Washington","566","null","90","null","39","null","39","null","29","null","34","null","24","null","27","null","13","null","21","null","12","null","18","null","0","12","null","null","0","null","12","null","13","20","null","null","12","null","21","null","34","null","38","null","83","null","63","null","66","null","49","null","0","null","12","null","50","null","48","null","72","null","50","null","119","65","null","null",
"1500000US530330041002","Block Group 2, Census Tract 41, King County, Washington","697","null","104","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","40","64","null","null","16","null","24","null","0","12","null","null","12","null","18","null","56","null","37","null","37","null","40","null","18","null","28","null","49","null","48","null","15","null","26","null","178","null","102","null","276","84","null","null",
"1500000US530330041003","Block Group 3, Census Tract 41, King County, Washington","512","null","91","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","26","null","29","null","0","null","12","null","0","null","12","null","46","null","44","null","37","null","42","null","403","105","null","null",
"1500000US530330041004","Block Group 4, Census Tract 41, King County, Washington","435","null","91","null","27","null","32","null","46","null","71","null","10","null","16","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","17","27","null","null","0","null","12","null","0","null","12","null","0","null","12","null","25","null","28","null","64","null","52","null","38","null","43","null","35","null","40","null","173","73","null","null",
"1500000US530330041005","Block Group 5, Census Tract 41, King County, Washington","443","null","82","null","0","null","12","null","0","null","12","null","18","null","28","null","33","null","38","null","21","null","35","null","0","12","null","null","0","null","12","null","16","25","null","null","0","null","12","null","0","null","12","null","11","null","16","null","26","null","30","null","12","null","19","null","24","null","26","null","125","null","82","null","157","60","null","null",
"1500000US530330041006","Block Group 6, Census Tract 41, King County, Washington","309","null","70","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","15","null","25","null","35","null","40","null","13","null","21","null","18","null","30","null","56","null","58","null","172","60","null","null",
"1500000US530330042001","Block Group 1, Census Tract 42, King County, Washington","750","null","89","null","0","null","12","null","16","null","26","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","21","33","null","null","0","null","12","null","38","null","42","null","94","null","55","null","49","null","49","null","60","null","54","null","50","null","41","null","78","null","53","null","344","86","null","null",
"1500000US530330042002","Block Group 2, Census Tract 42, King County, Washington","735","null","88","null","93","null","84","null","21","null","33","null","0","null","12","null","0","null","12","null","45","null","50","null","0","12","null","null","24","null","45","null","0","12","null","null","41","null","64","null","19","null","29","null","18","null","28","null","77","null","59","null","52","null","47","null","19","null","30","null","153","null","78","null","173","70","null","null",
"1500000US530330042003","Block Group 3, Census Tract 42, King County, Washington","790","null","97","null","0","null","12","null","0","null","12","null","20","null","34","null","19","null","29","null","0","null","12","null","0","12","null","null","20","null","31","null","20","31","null","null","20","null","32","null","0","null","12","null","135","null","60","null","182","null","115","null","89","null","66","null","51","null","47","null","31","null","36","null","203","78","null","null",
"1500000US530330042004","Block Group 4, Census Tract 42, King County, Washington","617","null","97","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","18","null","27","null","0","12","null","null","0","null","12","null","20","30","null","null","0","null","12","null","0","null","12","null","32","null","36","null","148","null","81","null","55","null","52","null","55","null","52","null","121","null","69","null","168","74","null","null",
"1500000US530330042005","Block Group 5, Census Tract 42, King County, Washington","472","null","80","null","21","null","34","null","42","null","47","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","16","null","25","null","18","null","28","null","17","null","27","null","68","null","38","null","63","null","44","null","64","null","43","null","163","72","null","null",
"1500000US530330043011","Block Group 1, Census Tract 43.01, King County, Washington","455","null","76","null","44","null","28","null","108","null","61","null","9","null","14","null","17","null","25","null","26","null","27","null","11","17","null","null","0","null","12","null","16","18","null","null","33","null","40","null","25","null","28","null","21","null","23","null","23","null","21","null","67","null","44","null","0","null","12","null","31","null","28","null","24","27","null","null",
"1500000US530330043012","Block Group 2, Census Tract 43.01, King County, Washington","544","null","71","null","46","null","44","null","20","null","31","null","9","null","15","null","0","null","12","null","11","null","16","null","25","27","null","null","9","null","15","null","0","12","null","null","0","null","12","null","0","null","12","null","58","null","38","null","45","null","31","null","20","null","23","null","37","null","32","null","49","null","36","null","215","58","null","null",
"1500000US530330043013","Block Group 3, Census Tract 43.01, King County, Washington","504","null","63","null","0","null","12","null","6","null","9","null","0","null","12","null","25","null","28","null","47","null","52","null","0","12","null","null","18","null","18","null","0","12","null","null","13","null","20","null","27","null","26","null","49","null","30","null","23","null","25","null","69","null","44","null","35","null","33","null","26","null","27","null","166","49","null","null",
"1500000US530330043021","Block Group 1, Census Tract 43.02, King County, Washington","810","null","126","null","234","null","69","null","21","null","24","null","25","null","27","null","40","null","36","null","13","null","20","null","68","63","null","null","16","null","20","null","101","51","null","null","40","null","63","null","75","null","56","null","31","null","28","null","48","null","39","null","37","null","32","null","16","null","21","null","3","null","7","null","42","38","null","null",
"1500000US530330043022","Block Group 2, Census Tract 43.02, King County, Washington","794","null","104","null","140","null","74","null","129","null","63","null","56","null","38","null","11","null","19","null","21","null","23","null","55","39","null","null","55","null","44","null","21","25","null","null","24","null","31","null","32","null","30","null","87","null","55","null","113","null","64","null","21","null","24","null","3","null","7","null","26","null","28","null","0","12","null","null",
"1500000US530330044001","Block Group 1, Census Tract 44, King County, Washington","397","null","78","null","25","null","30","null","9","null","14","null","0","null","12","null","0","null","12","null","11","null","18","null","0","12","null","null","13","null","21","null","0","12","null","null","0","null","12","null","13","null","21","null","0","null","12","null","0","null","12","null","30","null","33","null","0","null","12","null","108","null","78","null","188","80","null","null",
"1500000US530330044002","Block Group 2, Census Tract 44, King County, Washington","984","null","143","null","0","null","12","null","15","null","24","null","89","null","89","null","43","null","40","null","13","null","21","null","56","75","null","null","76","null","55","null","17","26","null","null","29","null","33","null","30","null","34","null","42","null","39","null","71","null","52","null","111","null","77","null","137","null","110","null","109","null","72","null","146","77","null","null",
"1500000US530330044003","Block Group 3, Census Tract 44, King County, Washington","419","null","105","null","32","null","37","null","0","null","12","null","54","null","64","null","0","null","12","null","10","null","16","null","0","12","null","null","0","null","12","null","13","20","null","null","0","null","12","null","30","null","35","null","13","null","22","null","107","null","95","null","13","null","21","null","0","null","12","null","79","null","78","null","68","48","null","null",
"1500000US530330044004","Block Group 4, Census Tract 44, King County, Washington","1081","null","151","null","174","null","95","null","46","null","42","null","42","null","39","null","71","null","83","null","180","null","127","null","41","39","null","null","39","null","36","null","86","75","null","null","15","null","23","null","127","null","100","null","136","null","87","null","59","null","79","null","15","null","23","null","18","null","28","null","13","null","20","null","19","32","null","null",
"1500000US530330045001","Block Group 1, Census Tract 45, King County, Washington","441","null","68","null","0","null","12","null","16","null","21","null","0","null","12","null","9","null","15","null","15","null","17","null","56","52","null","null","0","null","12","null","11","18","null","null","0","null","12","null","14","null","16","null","73","null","34","null","19","null","20","null","59","null","39","null","57","null","37","null","22","null","20","null","90","62","null","null",
"1500000US530330045002","Block Group 2, Census Tract 45, King County, Washington","596","null","75","null","8","null","12","null","0","null","12","null","0","null","12","null","34","null","27","null","0","null","12","null","9","15","null","null","0","null","12","null","6","11","null","null","0","null","12","null","0","null","12","null","61","null","39","null","94","null","42","null","97","null","60","null","27","null","28","null","54","null","33","null","206","69","null","null",
"1500000US530330046001","Block Group 1, Census Tract 46, King County, Washington","475","null","64","null","0","null","12","null","0","null","12","null","10","null","16","null","0","null","12","null","13","null","15","null","0","12","null","null","15","null","17","null","21","20","null","null","0","null","12","null","29","null","22","null","17","null","19","null","103","null","65","null","58","null","36","null","34","null","23","null","56","null","32","null","119","41","null","null",
"1500000US530330046002","Block Group 2, Census Tract 46, King County, Washington","600","null","61","null","0","null","12","null","0","null","12","null","0","null","12","null","11","null","15","null","14","null","15","null","0","12","null","null","0","null","12","null","0","12","null","null","9","null","14","null","19","null","21","null","27","null","26","null","117","null","58","null","22","null","20","null","55","null","35","null","108","null","44","null","218","62","null","null",
"1500000US530330046003","Block Group 3, Census Tract 46, King County, Washington","330","null","42","null","0","null","12","null","0","null","12","null","27","null","26","null","10","null","16","null","0","null","12","null","0","12","null","null","15","null","17","null","10","16","null","null","19","null","22","null","18","null","20","null","25","null","22","null","15","null","17","null","10","null","15","null","30","null","27","null","46","null","34","null","105","45","null","null",
"1500000US530330047001","Block Group 1, Census Tract 47, King County, Washington","678","null","156","null","48","null","55","null","56","null","64","null","0","null","12","null","32","null","51","null","0","null","12","null","0","12","null","null","0","null","12","null","18","32","null","null","0","null","12","null","69","null","81","null","100","null","97","null","95","null","89","null","115","null","92","null","0","null","12","null","0","null","12","null","145","108","null","null",
"1500000US530330047002","Block Group 2, Census Tract 47, King County, Washington","1067","null","200","null","61","null","73","null","0","null","12","null","87","null","80","null","0","null","12","null","20","null","36","null","0","12","null","null","0","null","12","null","27","43","null","null","0","null","12","null","0","null","12","null","83","null","79","null","71","null","87","null","322","null","221","null","164","null","96","null","23","null","38","null","209","89","null","null",
"1500000US530330047003","Block Group 3, Census Tract 47, King County, Washington","2191","null","292","null","53","null","64","null","30","null","49","null","153","null","126","null","0","null","12","null","0","null","12","null","0","12","null","null","25","null","41","null","0","12","null","null","23","null","38","null","104","null","64","null","236","null","119","null","453","null","261","null","384","null","164","null","230","null","114","null","207","null","124","null","293","146","null","null",
"1500000US530330047004","Block Group 4, Census Tract 47, King County, Washington","2190","null","285","null","54","null","63","null","65","null","76","null","59","null","67","null","50","null","54","null","29","null","48","null","58","70","null","null","48","null","58","null","130","141","null","null","70","null","113","null","116","null","95","null","252","null","136","null","396","null","210","null","322","null","200","null","112","null","95","null","176","null","164","null","253","124","null","null",
"1500000US530330048001","Block Group 1, Census Tract 48, King County, Washington","469","null","122","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","54","null","85","null","13","null","21","null","0","null","12","null","30","null","35","null","65","null","56","null","82","null","86","null","70","null","51","null","155","86","null","null",
"1500000US530330048002","Block Group 2, Census Tract 48, King County, Washington","624","null","103","null","10","null","17","null","0","null","12","null","29","null","32","null","23","null","28","null","35","null","43","null","11","19","null","null","21","null","34","null","31","31","null","null","18","null","29","null","19","null","27","null","18","null","29","null","91","null","59","null","120","null","71","null","20","null","27","null","63","null","58","null","115","72","null","null",
"1500000US530330048003","Block Group 3, Census Tract 48, King County, Washington","702","null","119","null","37","null","41","null","0","null","12","null","0","null","12","null","0","null","12","null","19","null","31","null","46","50","null","null","13","null","21","null","43","45","null","null","0","null","12","null","20","null","29","null","22","null","34","null","129","null","85","null","56","null","68","null","51","null","48","null","135","null","71","null","131","85","null","null",
"1500000US530330048004","Block Group 4, Census Tract 48, King County, Washington","471","null","106","null","12","null","20","null","0","null","12","null","0","null","12","null","0","null","12","null","12","null","20","null","15","24","null","null","0","null","12","null","0","12","null","null","12","null","19","null","22","null","32","null","53","null","65","null","23","null","29","null","54","null","52","null","110","null","59","null","16","null","23","null","142","81","null","null",
"1500000US530330049001","Block Group 1, Census Tract 49, King County, Washington","666","null","111","null","14","null","22","null","0","null","12","null","0","null","12","null","34","null","28","null","19","null","29","null","19","31","null","null","36","null","40","null","71","86","null","null","19","null","30","null","47","null","43","null","44","null","43","null","137","null","70","null","0","null","12","null","48","null","44","null","71","null","58","null","107","69","null","null",
"1500000US530330049002","Block Group 2, Census Tract 49, King County, Washington","668","null","116","null","32","null","37","null","15","null","26","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","15","null","25","null","72","92","null","null","19","null","31","null","73","null","58","null","47","null","43","null","72","null","60","null","52","null","50","null","129","null","77","null","49","null","47","null","93","58","null","null",
"1500000US530330049003","Block Group 3, Census Tract 49, King County, Washington","835","null","134","null","17","null","28","null","0","null","12","null","0","null","12","null","12","null","22","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","51","null","46","null","106","null","98","null","54","null","46","null","108","null","89","null","68","null","53","null","87","null","56","null","107","null","70","null","225","101","null","null",
"1500000US530330049004","Block Group 4, Census Tract 49, King County, Washington","690","null","118","null","18","null","30","null","17","null","27","null","0","null","12","null","0","null","12","null","19","null","30","null","0","12","null","null","0","null","12","null","18","28","null","null","18","null","28","null","35","null","38","null","76","null","51","null","118","null","65","null","52","null","50","null","67","null","47","null","71","null","57","null","181","121","null","null",
"1500000US530330049005","Block Group 5, Census Tract 49, King County, Washington","852","null","138","null","0","null","12","null","16","null","25","null","0","null","12","null","0","null","12","null","18","null","29","null","100","64","null","null","41","null","38","null","0","12","null","null","0","null","12","null","72","null","57","null","81","null","49","null","37","null","30","null","122","null","118","null","113","null","75","null","50","null","49","null","202","91","null","null",
"1500000US530330050001","Block Group 1, Census Tract 50, King County, Washington","665","null","157","null","25","null","20","null","15","null","24","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","37","null","30","null","0","12","null","null","0","null","12","null","100","null","122","null","56","null","68","null","124","null","99","null","47","null","47","null","20","null","29","null","117","null","56","null","124","58","null","null",
"1500000US530330050002","Block Group 2, Census Tract 50, King County, Washington","504","null","88","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","36","null","56","null","4","10","null","null","0","null","12","null","20","31","null","null","0","null","12","null","26","null","30","null","0","null","12","null","121","null","71","null","95","null","57","null","50","null","46","null","79","null","60","null","73","51","null","null",
"1500000US530330050003","Block Group 3, Census Tract 50, King County, Washington","954","null","145","null","50","null","39","null","34","null","38","null","17","null","27","null","17","null","27","null","49","null","56","null","15","24","null","null","56","null","53","null","37","41","null","null","16","null","27","null","53","null","50","null","92","null","56","null","74","null","51","null","72","null","94","null","170","null","93","null","91","null","60","null","111","91","null","null",
"1500000US530330051001","Block Group 1, Census Tract 51, King County, Washington","731","null","87","null","77","null","49","null","0","null","12","null","24","null","22","null","0","null","12","null","0","null","12","null","63","51","null","null","43","null","32","null","8","12","null","null","43","null","30","null","26","null","28","null","34","null","27","null","116","null","52","null","58","null","42","null","56","null","48","null","79","null","46","null","104","46","null","null",
"1500000US530330051002","Block Group 2, Census Tract 51, King County, Washington","510","null","68","null","40","null","30","null","0","null","12","null","8","null","13","null","9","null","15","null","0","null","12","null","9","15","null","null","18","null","19","null","0","12","null","null","33","null","40","null","7","null","10","null","43","null","29","null","32","null","30","null","19","null","21","null","38","null","29","null","72","null","42","null","182","53","null","null",
"1500000US530330051003","Block Group 3, Census Tract 51, King County, Washington","468","null","68","null","0","null","12","null","9","null","14","null","0","null","12","null","26","null","43","null","0","null","12","null","0","12","null","null","14","null","22","null","0","12","null","null","7","null","11","null","19","null","22","null","16","null","18","null","56","null","32","null","63","null","34","null","31","null","27","null","94","null","39","null","133","49","null","null",
"1500000US530330052001","Block Group 1, Census Tract 52, King County, Washington","492","null","133","null","138","null","99","null","0","null","12","null","0","null","12","null","45","null","73","null","16","null","24","null","86","87","null","null","15","null","25","null","29","35","null","null","0","null","12","null","15","null","24","null","111","null","92","null","0","null","12","null","0","null","12","null","17","null","26","null","0","null","12","null","20","31","null","null",
"1500000US530330052002","Block Group 2, Census Tract 52, King County, Washington","813","null","128","null","292","null","107","null","76","null","84","null","13","null","21","null","42","null","38","null","0","null","12","null","20","32","null","null","63","null","79","null","14","24","null","null","47","null","44","null","49","null","45","null","32","null","36","null","44","null","52","null","33","null","37","null","32","null","46","null","0","null","12","null","56","51","null","null",
"1500000US530330052003","Block Group 3, Census Tract 52, King County, Washington","488","null","102","null","20","null","31","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","28","32","null","null","19","null","30","null","22","null","34","null","95","null","69","null","91","null","65","null","36","null","40","null","17","null","28","null","17","null","28","null","143","103","null","null",
"1500000US530330052004","Block Group 4, Census Tract 52, King County, Washington","538","null","102","null","56","null","67","null","15","null","25","null","0","null","12","null","0","null","12","null","21","null","33","null","42","49","null","null","19","null","30","null","0","12","null","null","0","null","12","null","59","null","56","null","54","null","48","null","65","null","54","null","52","null","47","null","0","null","12","null","22","null","30","null","133","65","null","null",
"1500000US530330052005","Block Group 5, Census Tract 52, King County, Washington","898","null","178","null","290","null","142","null","49","null","38","null","27","null","31","null","33","null","37","null","46","null","53","null","48","46","null","null","0","null","12","null","17","26","null","null","30","null","33","null","72","null","96","null","42","null","47","null","40","null","46","null","73","null","62","null","44","null","46","null","72","null","61","null","15","25","null","null",
"1500000US530330053011","Block Group 1, Census Tract 53.01, King County, Washington","337","null","89","null","66","null","53","null","33","null","38","null","0","null","12","null","14","null","23","null","30","null","37","null","30","36","null","null","12","null","20","null","46","64","null","null","0","null","12","null","33","null","39","null","0","null","12","null","73","null","62","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1500000US530330053012","Block Group 2, Census Tract 53.01, King County, Washington","1516","null","196","null","431","null","143","null","233","null","124","null","63","null","52","null","64","null","56","null","0","null","12","null","45","54","null","null","55","null","69","null","121","107","null","null","77","null","64","null","106","null","102","null","173","null","101","null","15","null","25","null","96","null","85","null","18","null","29","null","19","null","31","null","0","12","null","null",
"1500000US530330053013","Block Group 3, Census Tract 53.01, King County, Washington","690","null","158","null","158","null","110","null","80","null","53","null","18","null","29","null","60","null","55","null","16","null","25","null","87","87","null","null","20","null","32","null","0","12","null","null","71","null","90","null","50","null","36","null","18","null","27","null","52","null","49","null","37","null","43","null","23","null","37","null","0","null","12","null","0","12","null","null",
"1500000US530330053014","Block Group 4, Census Tract 53.01, King County, Washington","751","null","191","null","326","null","156","null","29","null","33","null","29","null","34","null","17","null","27","null","16","null","27","null","61","96","null","null","30","null","31","null","66","77","null","null","0","null","12","null","59","null","75","null","78","null","78","null","0","null","12","null","40","null","45","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1500000US530330053021","Block Group 1, Census Tract 53.02, King County, Washington","116","null","28","null","43","null","24","null","13","null","12","null","5","null","7","null","4","null","6","null","4","null","7","null","21","20","null","null","5","null","7","null","16","19","null","null","0","null","12","null","0","null","12","null","5","null","7","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1500000US530330053022","Block Group 2, Census Tract 53.02, King County, Washington","33","null","21","null","15","null","17","null","0","null","12","null","4","null","6","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","5","null","7","null","4","null","6","null","5","null","7","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null",
