"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010M","B19001_010MA","B19001_010EA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013M","B19001_013MA","B19001_013EA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015M","B19001_015MA","B19001_015EA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"1500000US530330026004","Block Group 4, Census Tract 26, King County, Washington","364","null","63","null","7","null","12","null","0","null","12","null","14","null","16","null","7","null","12","null","9","null","14","null","9","null","14","null","10","null","15","null","9","null","13","null","37","35","null","null","27","26","null","null","43","null","43","null","61","28","null","null","60","null","37","null","21","23","null","null","10","null","15","null","40","null","28","null",
"1500000US530330027001","Block Group 1, Census Tract 27, King County, Washington","714","null","102","null","43","null","66","null","0","null","12","null","0","null","12","null","0","null","12","null","12","null","20","null","21","null","23","null","10","null","16","null","22","null","24","null","10","17","null","null","51","57","null","null","146","null","102","null","52","36","null","null","152","null","87","null","42","39","null","null","103","null","78","null","50","null","51","null",
"1500000US530330027002","Block Group 2, Census Tract 27, King County, Washington","535","null","98","null","0","null","12","null","35","null","53","null","0","null","12","null","17","null","27","null","12","null","19","null","0","null","12","null","19","null","31","null","0","null","12","null","14","22","null","null","30","37","null","null","25","null","30","null","44","40","null","null","69","null","65","null","9","16","null","null","91","null","55","null","170","null","82","null",
"1500000US530330027003","Block Group 3, Census Tract 27, King County, Washington","488","null","101","null","10","null","16","null","0","null","12","null","41","null","62","null","17","null","26","null","0","null","12","null","0","null","12","null","0","null","12","null","47","null","45","null","0","12","null","null","23","25","null","null","24","null","28","null","22","25","null","null","45","null","42","null","39","38","null","null","62","null","69","null","158","null","92","null",
"1500000US530330027004","Block Group 4, Census Tract 27, King County, Washington","582","null","94","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","11","null","18","null","43","null","41","null","23","null","28","null","12","null","18","null","24","21","null","null","50","63","null","null","38","null","34","null","47","39","null","null","61","null","56","null","41","37","null","null","88","null","56","null","144","null","65","null",
"1500000US530330028001","Block Group 1, Census Tract 28, King County, Washington","381","null","94","null","0","null","12","null","0","null","12","null","10","null","16","null","0","null","12","null","22","null","24","null","30","null","35","null","0","null","12","null","11","null","16","null","0","12","null","null","13","22","null","null","21","null","27","null","22","28","null","null","48","null","42","null","91","69","null","null","67","null","46","null","46","null","36","null",
"1500000US530330028002","Block Group 2, Census Tract 28, King County, Washington","443","null","79","null","0","null","12","null","0","null","12","null","26","null","31","null","31","null","36","null","0","null","12","null","35","null","31","null","0","null","12","null","0","null","12","null","0","12","null","null","74","55","null","null","33","null","36","null","28","31","null","null","84","null","53","null","60","39","null","null","38","null","44","null","34","null","40","null",
"1500000US530330028003","Block Group 3, Census Tract 28, King County, Washington","541","null","106","null","34","null","40","null","0","null","12","null","0","null","12","null","20","null","23","null","22","null","36","null","42","null","47","null","12","null","20","null","0","null","12","null","34","38","null","null","50","47","null","null","72","null","92","null","84","64","null","null","72","null","51","null","0","12","null","null","27","null","30","null","72","null","51","null",
"1500000US530330028004","Block Group 4, Census Tract 28, King County, Washington","667","null","90","null","0","null","12","null","69","null","61","null","0","null","12","null","23","null","39","null","17","null","28","null","35","null","40","null","22","null","38","null","50","null","45","null","12","19","null","null","25","36","null","null","53","null","49","null","49","46","null","null","40","null","29","null","86","63","null","null","104","null","64","null","82","null","48","null",
"1500000US530330029001","Block Group 1, Census Tract 29, King County, Washington","660","null","74","null","16","null","16","null","17","null","19","null","26","null","23","null","0","null","12","null","9","null","15","null","16","null","25","null","32","null","43","null","34","null","35","null","26","21","null","null","61","52","null","null","34","null","27","null","48","34","null","null","116","null","58","null","84","49","null","null","98","null","49","null","43","null","32","null",
"1500000US530330029002","Block Group 2, Census Tract 29, King County, Washington","646","null","61","null","28","null","32","null","25","null","31","null","0","null","12","null","14","null","16","null","9","null","14","null","7","null","12","null","0","null","12","null","8","null","12","null","15","16","null","null","35","35","null","null","82","null","37","null","76","37","null","null","67","null","36","null","72","44","null","null","64","null","36","null","144","null","64","null",
"1500000US530330029003","Block Group 3, Census Tract 29, King County, Washington","572","null","63","null","21","null","20","null","25","null","37","null","26","null","32","null","8","null","11","null","22","null","21","null","27","null","25","null","15","null","16","null","7","null","10","null","30","47","null","null","36","29","null","null","23","null","21","null","62","51","null","null","36","null","25","null","54","37","null","null","81","null","39","null","99","null","49","null",
"1500000US530330030001","Block Group 1, Census Tract 30, King County, Washington","657","null","89","null","28","null","31","null","20","null","24","null","0","null","12","null","14","null","23","null","16","null","25","null","57","null","45","null","0","null","12","null","12","null","19","null","16","26","null","null","48","45","null","null","85","null","57","null","71","53","null","null","174","null","88","null","9","15","null","null","30","null","33","null","77","null","51","null",
"1500000US530330030002","Block Group 2, Census Tract 30, King County, Washington","606","null","116","null","0","null","12","null","10","null","17","null","54","null","39","null","0","null","12","null","77","null","92","null","0","null","12","null","11","null","19","null","0","null","12","null","33","35","null","null","17","27","null","null","27","null","30","null","120","86","null","null","13","null","21","null","107","64","null","null","108","null","67","null","29","null","34","null",
"1500000US530330030003","Block Group 3, Census Tract 30, King County, Washington","581","null","88","null","38","null","44","null","17","null","25","null","11","null","17","null","0","null","12","null","28","null","32","null","15","null","25","null","15","null","26","null","44","null","40","null","0","12","null","null","57","66","null","null","73","null","57","null","73","54","null","null","79","null","52","null","54","46","null","null","34","null","40","null","43","null","40","null",
"1500000US530330030004","Block Group 4, Census Tract 30, King County, Washington","590","null","127","null","14","null","21","null","12","null","19","null","15","null","24","null","0","null","12","null","0","null","12","null","27","null","32","null","18","null","30","null","18","null","31","null","19","29","null","null","14","23","null","null","51","null","40","null","86","73","null","null","70","null","69","null","64","51","null","null","119","null","112","null","63","null","54","null",
"1500000US530330031001","Block Group 1, Census Tract 31, King County, Washington","461","null","76","null","0","null","12","null","0","null","12","null","0","null","12","null","17","null","28","null","24","null","41","null","17","null","27","null","0","null","12","null","13","null","21","null","15","24","null","null","30","34","null","null","33","null","39","null","47","43","null","null","65","null","53","null","63","50","null","null","30","null","35","null","107","null","72","null",
"1500000US530330031002","Block Group 2, Census Tract 31, King County, Washington","481","null","96","null","43","null","38","null","0","null","12","null","16","null","25","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","18","null","28","null","11","18","null","null","50","47","null","null","38","null","32","null","78","59","null","null","122","null","103","null","13","21","null","null","33","null","39","null","59","null","47","null",
"1500000US530330031003","Block Group 3, Census Tract 31, King County, Washington","558","null","115","null","16","null","25","null","14","null","23","null","13","null","21","null","32","null","36","null","0","null","12","null","0","null","12","null","19","null","30","null","54","null","85","null","17","27","null","null","0","12","null","null","40","null","38","null","145","85","null","null","84","null","74","null","61","48","null","null","46","null","43","null","17","null","26","null",
"1500000US530330031004","Block Group 4, Census Tract 31, King County, Washington","620","null","75","null","13","null","21","null","17","null","27","null","0","null","12","null","16","null","26","null","0","null","12","null","15","null","24","null","0","null","12","null","16","null","26","null","14","24","null","null","17","27","null","null","50","null","46","null","94","54","null","null","94","null","69","null","41","37","null","null","123","null","66","null","110","null","59","null",
"1500000US530330031005","Block Group 5, Census Tract 31, King County, Washington","490","null","63","null","0","null","12","null","13","null","21","null","0","null","12","null","29","null","34","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","28","30","null","null","30","34","null","null","30","null","34","null","66","51","null","null","100","null","66","null","83","46","null","null","111","null","61","null","0","null","12","null",
"1500000US530330032001","Block Group 1, Census Tract 32, King County, Washington","450","null","97","null","16","null","25","null","0","null","12","null","26","null","31","null","0","null","12","null","0","null","12","null","18","null","29","null","0","null","12","null","19","null","31","null","43","37","null","null","12","18","null","null","33","null","28","null","59","41","null","null","120","null","90","null","63","44","null","null","13","null","20","null","28","null","37","null",
"1500000US530330032002","Block Group 2, Census Tract 32, King County, Washington","840","null","143","null","0","null","12","null","27","null","31","null","14","null","21","null","0","null","12","null","22","null","37","null","98","null","82","null","17","null","27","null","72","null","75","null","37","55","null","null","9","15","null","null","99","null","64","null","191","123","null","null","66","null","55","null","113","97","null","null","50","null","41","null","25","null","29","null",
"1500000US530330032003","Block Group 3, Census Tract 32, King County, Washington","586","null","131","null","12","null","21","null","86","null","73","null","0","null","12","null","19","null","29","null","21","null","38","null","25","null","28","null","12","null","19","null","30","null","34","null","12","19","null","null","0","12","null","null","62","null","46","null","99","67","null","null","113","null","108","null","18","27","null","null","49","null","43","null","28","null","32","null",
"1500000US530330032004","Block Group 4, Census Tract 32, King County, Washington","637","null","116","null","92","null","96","null","19","null","29","null","40","null","36","null","35","null","39","null","10","null","17","null","35","null","40","null","15","null","24","null","53","null","49","null","50","55","null","null","22","27","null","null","69","null","52","null","42","41","null","null","60","null","48","null","18","28","null","null","27","null","30","null","50","null","39","null",
"1500000US530330032005","Block Group 5, Census Tract 32, King County, Washington","261","null","70","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","10","null","16","null","0","null","12","null","0","12","null","null","67","56","null","null","58","null","45","null","34","23","null","null","17","null","25","null","32","37","null","null","36","null","39","null","7","null","13","null",
"1500000US530330032006","Block Group 6, Census Tract 32, King County, Washington","740","null","155","null","65","null","80","null","31","null","35","null","23","null","36","null","0","null","12","null","17","null","27","null","0","null","12","null","16","null","26","null","0","null","12","null","0","12","null","null","66","91","null","null","70","null","44","null","170","98","null","null","123","null","95","null","38","37","null","null","25","null","27","null","96","null","64","null",
"1500000US530330032007","Block Group 7, Census Tract 32, King County, Washington","457","null","142","null","19","null","30","null","0","null","12","null","0","null","12","null","0","null","12","null","13","null","20","null","0","null","12","null","59","null","61","null","0","null","12","null","0","12","null","null","15","24","null","null","20","null","23","null","56","46","null","null","39","null","40","null","12","19","null","null","150","null","116","null","74","null","69","null",
"1500000US530330033001","Block Group 1, Census Tract 33, King County, Washington","632","null","112","null","21","null","26","null","19","null","32","null","0","null","12","null","0","null","12","null","12","null","18","null","16","null","25","null","0","null","12","null","13","null","21","null","40","47","null","null","44","40","null","null","47","null","54","null","133","108","null","null","71","null","53","null","45","45","null","null","75","null","63","null","96","null","77","null",
"1500000US530330033002","Block Group 2, Census Tract 33, King County, Washington","437","null","114","null","10","null","16","null","34","null","36","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","23","null","25","null","24","null","39","null","15","23","null","null","47","47","null","null","48","null","45","null","66","54","null","null","23","null","36","null","107","79","null","null","16","null","27","null","24","null","39","null",
"1500000US530330033003","Block Group 3, Census Tract 33, King County, Washington","1005","null","154","null","25","null","30","null","9","null","15","null","14","null","23","null","0","null","12","null","8","null","12","null","75","null","84","null","26","null","38","null","0","null","12","null","125","91","null","null","62","48","null","null","73","null","56","null","209","124","null","null","147","null","86","null","37","44","null","null","85","null","69","null","110","null","72","null",
"1500000US530330033004","Block Group 4, Census Tract 33, King County, Washington","640","null","113","null","54","null","45","null","18","null","30","null","49","null","50","null","42","null","42","null","9","null","15","null","17","null","27","null","0","null","12","null","36","null","44","null","16","25","null","null","0","12","null","null","46","null","46","null","115","68","null","null","80","null","64","null","35","41","null","null","86","null","73","null","37","null","45","null",
"1500000US530330033005","Block Group 5, Census Tract 33, King County, Washington","452","null","100","null","0","null","12","null","17","null","27","null","20","null","19","null","28","null","44","null","19","null","30","null","9","null","15","null","0","null","12","null","12","null","19","null","25","27","null","null","34","38","null","null","26","null","35","null","68","45","null","null","70","null","70","null","56","53","null","null","22","null","34","null","46","null","46","null",
"1500000US530330034001","Block Group 1, Census Tract 34, King County, Washington","497","null","57","null","0","null","12","null","7","null","14","null","11","null","16","null","9","null","14","null","0","null","12","null","17","null","18","null","9","null","15","null","49","null","34","null","43","51","null","null","36","30","null","null","27","null","21","null","62","39","null","null","45","null","27","null","62","46","null","null","32","null","29","null","88","null","40","null",
"1500000US530330034002","Block Group 2, Census Tract 34, King County, Washington","573","null","79","null","11","null","16","null","10","null","15","null","0","null","12","null","8","null","14","null","0","null","12","null","11","null","17","null","9","null","14","null","33","null","33","null","9","13","null","null","19","21","null","null","57","null","55","null","111","57","null","null","75","null","41","null","107","62","null","null","45","null","36","null","68","null","35","null",
"1500000US530330034003","Block Group 3, Census Tract 34, King County, Washington","436","null","61","null","0","null","12","null","10","null","15","null","7","null","11","null","0","null","12","null","0","null","12","null","31","null","26","null","12","null","18","null","20","null","22","null","15","17","null","null","19","22","null","null","50","null","46","null","49","33","null","null","90","null","44","null","19","22","null","null","29","null","24","null","85","null","43","null",
"1500000US530330035001","Block Group 1, Census Tract 35, King County, Washington","645","null","73","null","46","null","30","null","48","null","41","null","17","null","20","null","17","null","20","null","27","null","21","null","31","null","27","null","0","null","12","null","9","null","13","null","7","11","null","null","47","33","null","null","19","null","23","null","61","52","null","null","97","null","46","null","41","31","null","null","102","null","55","null","76","null","33","null",
"1500000US530330035002","Block Group 2, Census Tract 35, King County, Washington","665","null","84","null","44","null","34","null","8","null","13","null","0","null","12","null","7","null","11","null","25","null","39","null","26","null","24","null","17","null","18","null","30","null","27","null","6","10","null","null","46","32","null","null","73","null","55","null","90","64","null","null","48","null","32","null","32","26","null","null","100","null","43","null","113","null","52","null",
"1500000US530330035003","Block Group 3, Census Tract 35, King County, Washington","531","null","91","null","10","null","16","null","32","null","38","null","0","null","12","null","0","null","12","null","10","null","15","null","14","null","14","null","19","null","16","null","91","null","71","null","7","11","null","null","58","41","null","null","43","null","32","null","52","33","null","null","103","null","58","null","21","24","null","null","17","null","18","null","54","null","32","null",
"1500000US530330036001","Block Group 1, Census Tract 36, King County, Washington","756","null","119","null","0","null","12","null","42","null","48","null","0","null","12","null","84","null","94","null","87","null","71","null","30","null","34","null","89","null","80","null","11","null","19","null","27","29","null","null","79","51","null","null","53","null","51","null","90","81","null","null","13","null","22","null","35","33","null","null","73","null","48","null","43","null","66","null",
"1500000US530330036002","Block Group 2, Census Tract 36, King County, Washington","772","null","147","null","140","null","91","null","17","null","26","null","15","null","26","null","0","null","12","null","14","null","23","null","67","null","80","null","33","null","28","null","14","null","23","null","0","12","null","null","39","36","null","null","17","null","26","null","117","86","null","null","57","null","69","null","84","88","null","null","50","null","50","null","108","null","77","null",
"1500000US530330036003","Block Group 3, Census Tract 36, King County, Washington","557","null","95","null","37","null","43","null","25","null","28","null","16","null","25","null","12","null","23","null","0","null","12","null","41","null","36","null","15","null","24","null","39","null","36","null","28","31","null","null","14","23","null","null","39","null","35","null","51","50","null","null","62","null","46","null","24","28","null","null","63","null","46","null","91","null","50","null",
"1500000US530330036004","Block Group 4, Census Tract 36, King County, Washington","1125","null","137","null","65","null","83","null","14","null","22","null","57","null","67","null","57","null","50","null","70","null","55","null","44","null","41","null","26","null","28","null","43","null","40","null","16","25","null","null","97","85","null","null","206","null","97","null","60","48","null","null","177","null","116","null","51","50","null","null","74","null","39","null","68","null","50","null",
"1500000US530330038001","Block Group 1, Census Tract 38, King County, Washington","485","null","42","null","31","null","26","null","10","null","13","null","31","null","25","null","19","null","14","null","12","null","12","null","17","null","20","null","4","null","8","null","15","null","13","null","17","16","null","null","25","23","null","null","32","null","20","null","58","35","null","null","27","null","27","null","33","20","null","null","70","null","31","null","84","null","28","null",
"1500000US530330038002","Block Group 2, Census Tract 38, King County, Washington","371","null","42","null","12","null","14","null","9","null","11","null","0","null","12","null","11","null","11","null","9","null","10","null","6","null","10","null","4","null","6","null","12","null","13","null","0","12","null","null","36","28","null","null","23","null","16","null","55","27","null","null","52","null","25","null","31","19","null","null","42","null","19","null","69","null","29","null",
"1500000US530330039001","Block Group 1, Census Tract 39, King County, Washington","759","null","74","null","61","null","34","null","10","null","16","null","0","null","12","null","21","null","24","null","34","null","30","null","26","null","24","null","0","null","12","null","12","null","20","null","31","29","null","null","59","31","null","null","33","null","24","null","106","54","null","null","115","null","73","null","78","36","null","null","52","null","31","null","121","null","45","null",
"1500000US530330039002","Block Group 2, Census Tract 39, King County, Washington","402","null","46","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","28","null","26","null","0","null","12","null","8","null","12","null","42","21","null","null","16","18","null","null","15","null","18","null","40","28","null","null","18","null","21","null","50","33","null","null","32","null","24","null","153","null","55","null",
"1500000US530330040001","Block Group 1, Census Tract 40, King County, Washington","945","null","77","null","174","null","73","null","16","null","19","null","65","null","51","null","9","null","13","null","14","null","18","null","17","null","18","null","38","null","38","null","46","null","33","null","41","33","null","null","50","38","null","null","103","null","49","null","91","39","null","null","62","null","46","null","34","25","null","null","26","null","20","null","159","null","50","null",
"1500000US530330040002","Block Group 2, Census Tract 40, King County, Washington","377","null","52","null","0","null","12","null","0","null","12","null","23","null","24","null","13","null","18","null","8","null","13","null","7","null","11","null","6","null","10","null","7","null","11","null","0","12","null","null","6","10","null","null","6","null","10","null","25","23","null","null","23","null","22","null","41","29","null","null","108","null","54","null","104","null","53","null",
"1500000US530330041001","Block Group 1, Census Tract 41, King County, Washington","577","null","104","null","57","null","62","null","9","null","15","null","12","null","20","null","13","null","22","null","14","null","22","null","17","null","26","null","0","null","12","null","30","null","34","null","12","19","null","null","38","45","null","null","90","null","54","null","85","81","null","null","33","null","36","null","83","56","null","null","14","null","21","null","70","null","42","null",
"1500000US530330041002","Block Group 2, Census Tract 41, King County, Washington","570","null","88","null","13","null","22","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","16","null","26","null","0","null","12","null","19","null","30","null","0","12","null","null","54","49","null","null","46","null","43","null","18","30","null","null","33","null","32","null","29","33","null","null","121","null","69","null","221","null","81","null",
"1500000US530330041003","Block Group 3, Census Tract 41, King County, Washington","477","null","85","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","41","null","64","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","11","16","null","null","18","null","29","null","28","32","null","null","59","null","45","null","320","null","82","null",
"1500000US530330041004","Block Group 4, Census Tract 41, King County, Washington","588","null","125","null","17","null","27","null","0","null","12","null","16","null","25","null","16","null","26","null","16","null","26","null","0","null","12","null","0","null","12","null","14","null","24","null","0","12","null","null","69","82","null","null","21","null","32","null","136","91","null","null","54","null","66","null","75","65","null","null","15","null","24","null","139","null","86","null",
"1500000US530330041005","Block Group 5, Census Tract 41, King County, Washington","401","null","79","null","14","null","21","null","15","null","23","null","14","null","23","null","62","null","57","null","0","null","12","null","31","null","35","null","0","null","12","null","33","null","37","null","14","22","null","null","0","12","null","null","22","null","33","null","14","23","null","null","0","null","12","null","14","22","null","null","64","null","53","null","104","null","57","null",
"1500000US530330041006","Block Group 6, Census Tract 41, King County, Washington","287","null","74","null","16","null","25","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","36","null","40","null","20","31","null","null","31","null","36","null","0","12","null","null","54","null","46","null","130","null","78","null",
"1500000US530330042001","Block Group 1, Census Tract 42, King County, Washington","761","null","115","null","46","null","70","null","14","null","22","null","31","null","35","null","15","null","24","null","0","null","12","null","0","null","12","null","24","null","29","null","28","null","23","null","0","12","null","null","0","12","null","null","25","null","29","null","138","105","null","null","87","null","59","null","55","43","null","null","101","null","82","null","197","null","82","null",
"1500000US530330042002","Block Group 2, Census Tract 42, King County, Washington","616","null","87","null","65","null","74","null","14","null","22","null","0","null","12","null","0","null","12","null","15","null","24","null","0","null","12","null","0","null","12","null","17","null","27","null","29","34","null","null","27","31","null","null","40","null","37","null","39","36","null","null","132","null","61","null","28","33","null","null","72","null","48","null","138","null","67","null",
"1500000US530330042003","Block Group 3, Census Tract 42, King County, Washington","711","null","101","null","41","null","40","null","0","null","12","null","15","null","24","null","16","null","26","null","13","null","22","null","0","null","12","null","15","null","23","null","16","null","26","null","14","23","null","null","77","84","null","null","95","null","65","null","142","78","null","null","67","null","44","null","37","35","null","null","87","null","56","null","76","null","53","null",
"1500000US530330042004","Block Group 4, Census Tract 42, King County, Washington","592","null","92","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","45","null","70","null","0","null","12","null","11","19","null","null","28","31","null","null","50","null","41","null","58","46","null","null","88","null","54","null","54","41","null","null","121","null","67","null","137","null","89","null",
"1500000US530330042005","Block Group 5, Census Tract 42, King County, Washington","545","null","95","null","15","null","25","null","16","null","26","null","0","null","12","null","0","null","12","null","0","null","12","null","18","null","28","null","0","null","12","null","13","null","21","null","26","31","null","null","52","47","null","null","12","null","21","null","32","37","null","null","75","null","48","null","34","33","null","null","91","null","62","null","161","null","86","null",
"1500000US530330043011","Block Group 1, Census Tract 43.01, King County, Washington","410","null","89","null","57","null","37","null","24","null","31","null","7","null","10","null","78","null","51","null","36","null","33","null","45","null","53","null","10","null","15","null","6","null","10","null","16","18","null","null","0","12","null","null","29","null","32","null","30","27","null","null","13","null","22","null","16","19","null","null","12","null","18","null","31","null","27","null",
"1500000US530330043012","Block Group 2, Census Tract 43.01, King County, Washington","489","null","83","null","0","null","12","null","13","null","14","null","15","null","18","null","38","null","39","null","21","null","22","null","9","null","13","null","0","null","12","null","13","null","14","null","21","28","null","null","75","64","null","null","52","null","39","null","36","27","null","null","50","null","36","null","30","26","null","null","46","null","30","null","70","null","42","null",
"1500000US530330043013","Block Group 3, Census Tract 43.01, King County, Washington","512","null","63","null","15","null","23","null","0","null","12","null","28","null","22","null","0","null","12","null","12","null","13","null","0","null","12","null","7","null","10","null","23","null","36","null","15","16","null","null","48","42","null","null","34","null","29","null","84","45","null","null","54","null","38","null","13","15","null","null","15","null","17","null","164","null","66","null",
"1500000US530330043021","Block Group 1, Census Tract 43.02, King County, Washington","566","null","109","null","245","null","104","null","58","null","56","null","19","null","21","null","12","null","18","null","8","null","13","null","16","null","18","null","25","null","23","null","16","null","18","null","31","30","null","null","34","26","null","null","13","null","16","null","56","41","null","null","8","null","12","null","17","19","null","null","8","null","13","null","0","null","12","null",
"1500000US530330043022","Block Group 2, Census Tract 43.02, King County, Washington","874","null","117","null","247","null","96","null","85","null","48","null","104","null","58","null","113","null","62","null","46","null","33","null","11","null","16","null","45","null","33","null","34","null","27","null","34","27","null","null","26","27","null","null","72","null","66","null","39","30","null","null","18","null","20","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1500000US530330044001","Block Group 1, Census Tract 44, King County, Washington","426","null","85","null","54","null","35","null","11","null","19","null","0","null","12","null","0","null","12","null","32","null","39","null","0","null","12","null","0","null","12","null","0","null","12","null","21","35","null","null","16","26","null","null","51","null","45","null","28","32","null","null","62","null","59","null","1","12","null","null","71","null","61","null","79","null","47","null",
"1500000US530330044002","Block Group 2, Census Tract 44, King County, Washington","760","null","152","null","77","null","76","null","0","null","12","null","53","null","83","null","53","null","46","null","0","null","12","null","69","null","69","null","19","null","30","null","34","null","39","null","40","49","null","null","0","12","null","null","73","null","54","null","25","31","null","null","149","null","110","null","30","41","null","null","45","null","42","null","93","null","71","null",
"1500000US530330044003","Block Group 3, Census Tract 44, King County, Washington","479","null","123","null","72","null","75","null","14","null","22","null","61","null","71","null","25","null","28","null","0","null","12","null","18","null","32","null","0","null","12","null","17","null","26","null","0","12","null","null","33","39","null","null","59","null","72","null","23","38","null","null","16","null","24","null","17","30","null","null","90","null","78","null","34","null","37","null",
"1500000US530330044004","Block Group 4, Census Tract 44, King County, Washington","717","null","159","null","182","null","100","null","69","null","54","null","33","null","37","null","0","null","12","null","36","null","42","null","48","null","45","null","56","null","54","null","80","null","110","null","11","18","null","null","132","100","null","null","8","null","16","null","15","24","null","null","0","null","12","null","47","46","null","null","0","null","12","null","0","null","12","null",
"1500000US530330045001","Block Group 1, Census Tract 45, King County, Washington","344","null","51","null","17","null","15","null","27","null","32","null","8","null","12","null","18","null","21","null","0","null","12","null","20","null","20","null","23","null","22","null","10","null","15","null","28","36","null","null","36","25","null","null","22","null","20","null","27","22","null","null","40","null","31","null","26","23","null","null","17","null","18","null","25","null","21","null",
"1500000US530330045002","Block Group 2, Census Tract 45, King County, Washington","671","null","65","null","25","null","22","null","0","null","12","null","8","null","13","null","0","null","12","null","0","null","12","null","32","null","25","null","12","null","15","null","19","null","18","null","21","21","null","null","32","28","null","null","49","null","48","null","132","59","null","null","53","null","47","null","25","18","null","null","105","null","46","null","158","null","63","null",
"1500000US530330046001","Block Group 1, Census Tract 46, King County, Washington","464","null","66","null","0","null","12","null","0","null","12","null","0","null","12","null","31","null","37","null","10","null","13","null","15","null","18","null","16","null","18","null","12","null","14","null","51","41","null","null","0","12","null","null","58","null","51","null","34","25","null","null","79","null","41","null","19","20","null","null","42","null","30","null","97","null","40","null",
"1500000US530330046002","Block Group 2, Census Tract 46, King County, Washington","594","null","56","null","15","null","17","null","32","null","37","null","8","null","11","null","9","null","13","null","13","null","15","null","6","null","11","null","0","null","12","null","15","null","16","null","0","12","null","null","34","22","null","null","36","null","26","null","76","40","null","null","38","null","33","null","97","54","null","null","111","null","50","null","104","null","56","null",
"1500000US530330046003","Block Group 3, Census Tract 46, King County, Washington","362","null","49","null","0","null","12","null","29","null","33","null","0","null","12","null","8","null","12","null","7","null","12","null","0","null","12","null","20","null","19","null","0","null","12","null","42","52","null","null","12","17","null","null","25","null","21","null","42","29","null","null","22","null","20","null","6","11","null","null","41","null","32","null","108","null","43","null",
"1500000US530330047001","Block Group 1, Census Tract 47, King County, Washington","664","null","193","null","0","null","12","null","30","null","46","null","30","null","48","null","27","null","44","null","43","null","54","null","0","null","12","null","0","null","12","null","110","null","140","null","0","12","null","null","0","12","null","null","19","null","30","null","169","137","null","null","185","null","136","null","0","12","null","null","20","null","33","null","31","null","42","null",
"1500000US530330047002","Block Group 2, Census Tract 47, King County, Washington","878","null","186","null","47","null","55","null","0","null","12","null","27","null","42","null","25","null","41","null","26","null","44","null","86","null","137","null","0","null","12","null","27","null","43","null","73","121","null","null","116","124","null","null","147","null","115","null","80","78","null","null","0","null","12","null","136","102","null","null","64","null","56","null","24","null","38","null",
"1500000US530330047003","Block Group 3, Census Tract 47, King County, Washington","1494","null","196","null","121","null","154","null","54","null","66","null","53","null","58","null","0","null","12","null","28","null","43","null","44","null","51","null","29","null","47","null","0","null","12","null","29","45","null","null","73","67","null","null","189","null","110","null","342","147","null","null","200","null","114","null","123","91","null","null","100","null","84","null","109","null","82","null",
"1500000US530330047004","Block Group 4, Census Tract 47, King County, Washington","1886","null","219","null","104","null","91","null","58","null","46","null","0","null","12","null","112","null","91","null","48","null","54","null","215","null","164","null","118","null","150","null","96","null","70","null","34","52","null","null","194","168","null","null","229","null","159","null","99","81","null","null","169","null","171","null","212","151","null","null","94","null","124","null","104","null","86","null",
"1500000US530330048001","Block Group 1, Census Tract 48, King County, Washington","439","null","81","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","48","null","73","null","0","null","12","null","0","null","12","null","15","22","null","null","11","18","null","null","46","null","41","null","91","61","null","null","74","null","42","null","63","45","null","null","59","null","42","null","32","null","35","null",
