"GEO_ID","NAME","B19001_001E","B19001_001EA","B19001_001M","B19001_001MA","B19001_002E","B19001_002EA","B19001_002M","B19001_002MA","B19001_003E","B19001_003EA","B19001_003M","B19001_003MA","B19001_004E","B19001_004EA","B19001_004M","B19001_004MA","B19001_005E","B19001_005EA","B19001_005M","B19001_005MA","B19001_006E","B19001_006EA","B19001_006M","B19001_006MA","B19001_007E","B19001_007EA","B19001_007M","B19001_007MA","B19001_008E","B19001_008EA","B19001_008M","B19001_008MA","B19001_009E","B19001_009EA","B19001_009M","B19001_009MA","B19001_010E","B19001_010M","B19001_010MA","B19001_010EA","B19001_011E","B19001_011M","B19001_011MA","B19001_011EA","B19001_012E","B19001_012EA","B19001_012M","B19001_012MA","B19001_013E","B19001_013M","B19001_013MA","B19001_013EA","B19001_014E","B19001_014EA","B19001_014M","B19001_014MA","B19001_015E","B19001_015M","B19001_015MA","B19001_015EA","B19001_016E","B19001_016EA","B19001_016M","B19001_016MA","B19001_017E","B19001_017EA","B19001_017M","B19001_017MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Annotation of Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Annotation of Margin of Error!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Annotation of Margin of Error!!Total!!$45,000 to $49,999","Annotation of Estimate!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Annotation of Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Annotation of Margin of Error!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Annotation of Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Annotation of Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more","Annotation of Margin of Error!!Total!!$200,000 or more",
"1500000US530330001001","Block Group 1, Census Tract 1, King County, Washington","623","null","123","null","74","null","87","null","0","null","12","null","0","null","12","null","22","null","33","null","13","null","20","null","0","null","12","null","35","null","41","null","12","null","18","null","0","12","null","null","0","12","null","null","26","null","36","null","80","79","null","null","75","null","54","null","58","49","null","null","117","null","68","null","111","null","64","null",
"1500000US530330001002","Block Group 2, Census Tract 1, King County, Washington","632","null","136","null","121","null","77","null","64","null","51","null","53","null","63","null","19","null","30","null","15","null","23","null","24","null","27","null","31","null","37","null","53","null","68","null","20","33","null","null","45","41","null","null","18","null","30","null","52","66","null","null","65","null","65","null","33","32","null","null","0","null","12","null","19","null","30","null",
"1500000US530330001003","Block Group 3, Census Tract 1, King County, Washington","684","null","111","null","124","null","57","null","33","null","37","null","56","null","52","null","27","null","32","null","15","null","24","null","0","null","12","null","0","null","12","null","24","null","28","null","18","22","null","null","61","60","null","null","52","null","44","null","92","67","null","null","33","null","38","null","18","27","null","null","69","null","43","null","62","null","62","null",
"1500000US530330001004","Block Group 4, Census Tract 1, King County, Washington","832","null","151","null","110","null","84","null","33","null","50","null","59","null","74","null","184","null","103","null","48","null","36","null","11","null","18","null","64","null","73","null","22","null","19","null","77","82","null","null","104","70","null","null","13","null","21","null","51","48","null","null","56","null","74","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1500000US530330001005","Block Group 5, Census Tract 1, King County, Washington","629","null","120","null","88","null","52","null","54","null","44","null","15","null","24","null","93","null","71","null","44","null","71","null","17","null","27","null","29","null","35","null","15","null","27","null","64","82","null","null","0","12","null","null","37","null","37","null","117","102","null","null","0","null","12","null","13","22","null","null","27","null","30","null","16","null","25","null",
"1500000US530330002001","Block Group 1, Census Tract 2, King County, Washington","439","null","77","null","19","null","30","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","15","null","23","null","14","null","22","null","18","null","28","null","17","27","null","null","16","24","null","null","119","null","69","null","108","52","null","null","29","null","32","null","51","35","null","null","33","null","35","null","0","null","12","null",
"1500000US530330002002","Block Group 2, Census Tract 2, King County, Washington","534","null","171","null","158","null","155","null","30","null","35","null","18","null","27","null","0","null","12","null","0","null","12","null","18","null","29","null","0","null","12","null","19","null","28","null","43","36","null","null","22","34","null","null","98","null","60","null","10","19","null","null","94","null","57","null","24","32","null","null","0","null","12","null","0","null","12","null",
"1500000US530330002003","Block Group 3, Census Tract 2, King County, Washington","893","null","144","null","66","null","53","null","20","null","31","null","0","null","12","null","40","null","44","null","160","null","108","null","34","null","38","null","44","null","50","null","127","null","82","null","18","28","null","null","161","100","null","null","16","null","26","null","24","38","null","null","95","null","89","null","27","33","null","null","48","null","44","null","13","null","21","null",
"1500000US530330002004","Block Group 4, Census Tract 2, King County, Washington","504","null","105","null","33","null","38","null","0","null","12","null","68","null","46","null","18","null","28","null","31","null","37","null","17","null","26","null","15","null","23","null","36","null","44","null","11","19","null","null","109","90","null","null","73","null","54","null","51","52","null","null","11","null","18","null","0","12","null","null","31","null","33","null","0","null","12","null",
"1500000US530330002005","Block Group 5, Census Tract 2, King County, Washington","713","null","121","null","19","null","30","null","44","null","41","null","0","null","12","null","120","null","78","null","37","null","42","null","66","null","44","null","0","null","12","null","0","null","12","null","0","12","null","null","70","59","null","null","110","null","70","null","74","55","null","null","82","null","72","null","18","28","null","null","47","null","46","null","26","null","30","null",
"1500000US530330002006","Block Group 6, Census Tract 2, King County, Washington","489","null","91","null","0","null","12","null","0","null","12","null","18","null","27","null","0","null","12","null","11","null","17","null","0","null","12","null","30","null","35","null","17","null","26","null","0","12","null","null","0","12","null","null","115","null","68","null","69","54","null","null","34","null","40","null","44","40","null","null","102","null","59","null","49","null","49","null",
"1500000US530330003001","Block Group 1, Census Tract 3, King County, Washington","467","null","57","null","0","null","12","null","26","null","39","null","0","null","12","null","0","null","12","null","69","null","55","null","2","null","7","null","8","null","13","null","21","null","22","null","23","22","null","null","41","34","null","null","23","null","26","null","91","45","null","null","52","null","36","null","27","24","null","null","60","null","47","null","24","null","21","null",
"1500000US530330003002","Block Group 2, Census Tract 3, King County, Washington","620","null","81","null","68","null","52","null","56","null","53","null","39","null","28","null","20","null","23","null","14","null","24","null","47","null","46","null","9","null","14","null","22","null","22","null","10","14","null","null","29","27","null","null","61","null","36","null","82","41","null","null","26","null","30","null","40","29","null","null","46","null","33","null","51","null","49","null",
"1500000US530330004011","Block Group 1, Census Tract 4.01, King County, Washington","1843","null","231","null","340","null","183","null","166","null","79","null","79","null","57","null","111","null","63","null","29","null","33","null","441","null","204","null","97","null","69","null","68","null","56","null","26","34","null","null","71","50","null","null","226","null","131","null","30","34","null","null","76","null","57","null","27","32","null","null","28","null","42","null","28","null","33","null",
"1500000US530330004012","Block Group 2, Census Tract 4.01, King County, Washington","668","null","137","null","71","null","74","null","16","null","25","null","0","null","12","null","0","null","12","null","63","null","67","null","29","null","31","null","16","null","23","null","54","null","87","null","30","35","null","null","49","48","null","null","49","null","49","null","75","69","null","null","72","null","78","null","76","77","null","null","34","null","39","null","34","null","39","null",
"1500000US530330004013","Block Group 3, Census Tract 4.01, King County, Washington","790","null","145","null","107","null","69","null","105","null","53","null","109","null","83","null","49","null","46","null","100","null","72","null","19","null","30","null","32","null","36","null","51","null","45","null","51","48","null","null","12","18","null","null","63","null","53","null","62","51","null","null","15","null","23","null","0","12","null","null","0","null","12","null","15","null","25","null",
"1500000US530330004021","Block Group 1, Census Tract 4.02, King County, Washington","516","null","116","null","31","null","36","null","12","null","19","null","64","null","81","null","54","null","51","null","0","null","12","null","17","null","27","null","10","null","17","null","31","null","36","null","49","44","null","null","0","12","null","null","145","null","90","null","29","37","null","null","7","null","11","null","0","12","null","null","33","null","47","null","34","null","35","null",
"1500000US530330004022","Block Group 2, Census Tract 4.02, King County, Washington","389","null","95","null","35","null","49","null","0","null","12","null","0","null","12","null","16","null","27","null","0","null","12","null","56","null","63","null","10","null","18","null","0","null","12","null","0","12","null","null","51","60","null","null","71","null","62","null","42","40","null","null","55","null","54","null","10","17","null","null","9","null","15","null","34","null","30","null",
"1500000US530330004023","Block Group 3, Census Tract 4.02, King County, Washington","592","null","130","null","13","null","23","null","0","null","12","null","52","null","79","null","31","null","38","null","30","null","32","null","95","null","96","null","40","null","45","null","0","null","12","null","0","12","null","null","37","39","null","null","60","null","43","null","77","67","null","null","54","null","41","null","14","21","null","null","41","null","49","null","48","null","39","null",
"1500000US530330004024","Block Group 4, Census Tract 4.02, King County, Washington","802","null","119","null","0","null","12","null","28","null","34","null","63","null","64","null","44","null","40","null","51","null","40","null","0","null","12","null","32","null","36","null","82","null","83","null","13","22","null","null","30","25","null","null","71","null","60","null","92","52","null","null","101","null","62","null","0","12","null","null","63","null","49","null","132","null","77","null",
"1500000US530330005001","Block Group 1, Census Tract 5, King County, Washington","429","null","51","null","8","null","13","null","8","null","14","null","10","null","15","null","18","null","20","null","0","null","12","null","0","null","12","null","8","null","13","null","0","null","12","null","18","20","null","null","15","16","null","null","14","null","15","null","57","32","null","null","76","null","34","null","30","24","null","null","69","null","38","null","98","null","41","null",
"1500000US530330005002","Block Group 2, Census Tract 5, King County, Washington","380","null","47","null","7","null","12","null","22","null","19","null","0","null","12","null","10","null","15","null","10","null","15","null","8","null","13","null","20","null","22","null","0","null","12","null","11","16","null","null","8","12","null","null","21","null","20","null","41","29","null","null","26","null","24","null","64","40","null","null","51","null","31","null","81","null","47","null",
"1500000US530330005003","Block Group 3, Census Tract 5, King County, Washington","437","null","72","null","29","null","44","null","8","null","13","null","9","null","13","null","0","null","12","null","9","null","14","null","14","null","22","null","8","null","12","null","16","null","18","null","0","12","null","null","18","15","null","null","35","null","32","null","19","21","null","null","38","null","29","null","65","40","null","null","80","null","44","null","89","null","48","null",
"1500000US530330006001","Block Group 1, Census Tract 6, King County, Washington","430","null","80","null","0","null","12","null","11","null","19","null","15","null","22","null","12","null","19","null","0","null","12","null","13","null","21","null","16","null","25","null","0","null","12","null","9","16","null","null","78","56","null","null","48","null","39","null","108","49","null","null","37","null","36","null","45","42","null","null","23","null","36","null","15","null","24","null",
"1500000US530330006002","Block Group 2, Census Tract 6, King County, Washington","501","null","121","null","58","null","73","null","41","null","41","null","0","null","12","null","64","null","75","null","13","null","21","null","28","null","39","null","60","null","72","null","45","null","73","null","12","19","null","null","0","12","null","null","51","null","41","null","45","44","null","null","41","null","37","null","31","33","null","null","12","null","21","null","0","null","12","null",
"1500000US530330006003","Block Group 3, Census Tract 6, King County, Washington","674","null","139","null","29","null","33","null","11","null","19","null","0","null","12","null","0","null","12","null","50","null","74","null","64","null","66","null","13","null","22","null","104","null","90","null","34","39","null","null","13","20","null","null","84","null","59","null","84","75","null","null","116","null","87","null","15","24","null","null","44","null","42","null","13","null","22","null",
"1500000US530330006004","Block Group 4, Census Tract 6, King County, Washington","756","null","138","null","17","null","27","null","61","null","52","null","0","null","12","null","17","null","27","null","14","null","22","null","0","null","12","null","82","null","80","null","74","null","71","null","0","12","null","null","133","115","null","null","73","null","50","null","40","36","null","null","41","null","46","null","90","54","null","null","114","null","81","null","0","null","12","null",
"1500000US530330006005","Block Group 5, Census Tract 6, King County, Washington","304","null","84","null","0","null","12","null","0","null","12","null","41","null","43","null","0","null","12","null","12","null","18","null","0","null","12","null","0","null","12","null","56","null","28","null","12","21","null","null","15","24","null","null","0","null","12","null","60","48","null","null","26","null","31","null","0","12","null","null","58","null","62","null","24","null","29","null",
"1500000US530330006006","Block Group 6, Census Tract 6, King County, Washington","680","null","131","null","73","null","64","null","46","null","75","null","38","null","59","null","11","null","18","null","15","null","23","null","0","null","12","null","74","null","70","null","0","null","12","null","20","31","null","null","63","51","null","null","97","null","80","null","104","78","null","null","35","null","39","null","30","36","null","null","24","null","36","null","50","null","45","null",
"1500000US530330007001","Block Group 1, Census Tract 7, King County, Washington","931","null","120","null","89","null","54","null","64","null","51","null","95","null","57","null","85","null","62","null","31","null","36","null","32","null","36","null","0","null","12","null","36","null","42","null","114","94","null","null","66","54","null","null","74","null","79","null","147","105","null","null","53","null","43","null","16","25","null","null","29","null","32","null","0","null","12","null",
"1500000US530330007002","Block Group 2, Census Tract 7, King County, Washington","502","null","103","null","16","null","25","null","0","null","12","null","14","null","22","null","0","null","12","null","47","null","42","null","64","null","76","null","66","null","77","null","27","null","30","null","60","60","null","null","28","34","null","null","14","null","23","null","46","42","null","null","75","null","47","null","15","25","null","null","17","null","27","null","13","null","22","null",
"1500000US530330007003","Block Group 3, Census Tract 7, King County, Washington","434","null","93","null","17","null","27","null","0","null","12","null","0","null","12","null","17","null","28","null","0","null","12","null","17","null","26","null","0","null","12","null","0","null","12","null","31","34","null","null","79","86","null","null","35","null","40","null","15","24","null","null","104","null","87","null","14","23","null","null","44","null","41","null","61","null","50","null",
"1500000US530330007004","Block Group 4, Census Tract 7, King County, Washington","302","null","72","null","13","null","20","null","42","null","39","null","0","null","12","null","18","null","28","null","0","null","12","null","15","null","23","null","0","null","12","null","0","null","12","null","16","25","null","null","0","12","null","null","31","null","35","null","61","48","null","null","45","null","41","null","0","12","null","null","0","null","12","null","61","null","43","null",
"1500000US530330008001","Block Group 1, Census Tract 8, King County, Washington","452","null","62","null","34","null","30","null","16","null","18","null","10","null","15","null","0","null","12","null","0","null","12","null","6","null","11","null","8","null","13","null","14","null","16","null","8","13","null","null","45","44","null","null","85","null","47","null","31","27","null","null","73","null","38","null","26","24","null","null","34","null","27","null","62","null","34","null",
"1500000US530330008002","Block Group 2, Census Tract 8, King County, Washington","568","null","62","null","29","null","27","null","15","null","18","null","8","null","13","null","30","null","34","null","46","null","31","null","7","null","10","null","9","null","13","null","16","null","19","null","7","12","null","null","0","12","null","null","21","null","19","null","113","50","null","null","45","null","41","null","70","39","null","null","103","null","43","null","49","null","31","null",
"1500000US530330009001","Block Group 1, Census Tract 9, King County, Washington","449","null","51","null","14","null","15","null","13","null","14","null","7","null","10","null","5","null","8","null","15","null","22","null","6","null","9","null","19","null","17","null","12","null","13","null","17","15","null","null","4","7","null","null","17","null","17","null","53","24","null","null","40","null","22","null","52","40","null","null","47","null","24","null","128","null","37","null",
"1500000US530330009002","Block Group 2, Census Tract 9, King County, Washington","395","null","39","null","18","null","15","null","0","null","12","null","7","null","11","null","0","null","12","null","7","null","10","null","27","null","17","null","23","null","16","null","0","null","12","null","0","12","null","null","22","27","null","null","22","null","16","null","44","21","null","null","29","null","21","null","40","29","null","null","46","null","24","null","110","null","34","null",
"1500000US530330010001","Block Group 1, Census Tract 10, King County, Washington","365","null","48","null","23","null","27","null","33","null","29","null","28","null","24","null","5","null","7","null","36","null","27","null","5","null","7","null","0","null","12","null","27","null","21","null","23","26","null","null","5","7","null","null","47","null","27","null","50","37","null","null","32","null","18","null","5","8","null","null","26","null","20","null","20","null","13","null",
"1500000US530330010002","Block Group 2, Census Tract 10, King County, Washington","427","null","44","null","33","null","32","null","9","null","9","null","9","null","10","null","5","null","7","null","34","null","32","null","9","null","10","null","0","null","12","null","0","null","12","null","16","14","null","null","18","12","null","null","44","null","26","null","55","24","null","null","65","null","32","null","31","16","null","null","61","null","25","null","38","null","24","null",
"1500000US530330011001","Block Group 1, Census Tract 11, King County, Washington","430","null","92","null","8","null","11","null","8","null","13","null","7","null","11","null","0","null","12","null","17","null","21","null","37","null","43","null","29","null","27","null","11","null","18","null","14","17","null","null","76","70","null","null","39","null","34","null","49","32","null","null","30","null","26","null","20","25","null","null","51","null","36","null","34","null","30","null",
"1500000US530330011002","Block Group 2, Census Tract 11, King County, Washington","661","null","86","null","24","null","30","null","30","null","26","null","4","null","8","null","8","null","12","null","14","null","16","null","57","null","52","null","47","null","50","null","22","null","25","null","36","26","null","null","54","55","null","null","57","null","40","null","61","39","null","null","38","null","35","null","18","20","null","null","122","null","62","null","69","null","41","null",
"1500000US530330012001","Block Group 1, Census Tract 12, King County, Washington","532","null","98","null","0","null","12","null","80","null","84","null","8","null","16","null","14","null","23","null","0","null","12","null","20","null","32","null","0","null","12","null","17","null","26","null","30","36","null","null","34","38","null","null","16","null","27","null","49","46","null","null","113","null","66","null","45","35","null","null","39","null","37","null","67","null","50","null",
"1500000US530330012002","Block Group 2, Census Tract 12, King County, Washington","515","null","160","null","32","null","40","null","0","null","12","null","60","null","94","null","25","null","28","null","98","null","88","null","0","null","12","null","0","null","12","null","39","null","61","null","0","12","null","null","75","78","null","null","72","null","83","null","28","22","null","null","32","null","36","null","11","18","null","null","15","null","22","null","28","null","25","null",
"1500000US530330012003","Block Group 3, Census Tract 12, King County, Washington","918","null","163","null","102","null","56","null","174","null","79","null","171","null","107","null","124","null","74","null","15","null","24","null","83","null","81","null","36","null","41","null","0","null","12","null","0","12","null","null","61","49","null","null","65","null","82","null","60","49","null","null","0","null","12","null","27","33","null","null","0","null","12","null","0","null","12","null",
"1500000US530330012004","Block Group 4, Census Tract 12, King County, Washington","712","null","135","null","102","null","78","null","34","null","34","null","0","null","12","null","71","null","46","null","35","null","39","null","33","null","36","null","79","null","92","null","57","null","68","null","70","55","null","null","32","36","null","null","104","null","78","null","14","23","null","null","16","null","25","null","0","12","null","null","65","null","79","null","0","null","12","null",
"1500000US530330012005","Block Group 5, Census Tract 12, King County, Washington","891","null","178","null","366","null","163","null","18","null","28","null","53","null","46","null","126","null","108","null","0","null","12","null","0","null","12","null","52","null","46","null","18","null","29","null","49","47","null","null","65","49","null","null","41","null","41","null","44","48","null","null","29","null","32","null","0","12","null","null","30","null","35","null","0","null","12","null",
"1500000US530330013001","Block Group 1, Census Tract 13, King County, Washington","812","null","115","null","155","null","89","null","40","null","65","null","20","null","29","null","0","null","12","null","88","null","59","null","26","null","42","null","11","null","18","null","12","null","20","null","77","55","null","null","90","83","null","null","23","null","25","null","69","45","null","null","0","null","12","null","53","49","null","null","88","null","62","null","60","null","49","null",
"1500000US530330013002","Block Group 2, Census Tract 13, King County, Washington","725","null","101","null","46","null","37","null","13","null","23","null","75","null","94","null","14","null","22","null","24","null","39","null","26","null","20","null","0","null","12","null","13","null","20","null","36","33","null","null","43","42","null","null","96","null","65","null","102","68","null","null","21","null","32","null","148","96","null","null","68","null","65","null","0","null","12","null",
"1500000US530330013003","Block Group 3, Census Tract 13, King County, Washington","643","null","101","null","34","null","54","null","41","null","38","null","12","null","19","null","36","null","41","null","0","null","12","null","70","null","59","null","12","null","21","null","25","null","29","null","28","31","null","null","36","39","null","null","114","null","73","null","70","49","null","null","55","null","53","null","30","35","null","null","23","null","28","null","57","null","52","null",
"1500000US530330014001","Block Group 1, Census Tract 14, King County, Washington","646","null","98","null","46","null","47","null","32","null","36","null","14","null","22","null","12","null","20","null","13","null","22","null","0","null","12","null","25","null","21","null","46","null","43","null","0","12","null","null","108","86","null","null","98","null","92","null","80","57","null","null","96","null","79","null","25","29","null","null","51","null","43","null","0","null","12","null",
"1500000US530330014002","Block Group 2, Census Tract 14, King County, Washington","402","null","87","null","24","null","28","null","17","null","30","null","24","null","28","null","17","null","26","null","38","null","35","null","25","null","28","null","0","null","12","null","14","null","24","null","22","35","null","null","30","32","null","null","10","null","18","null","14","21","null","null","37","null","37","null","20","26","null","null","72","null","66","null","38","null","55","null",
"1500000US530330014003","Block Group 3, Census Tract 14, King County, Washington","555","null","109","null","0","null","12","null","0","null","12","null","31","null","34","null","29","null","34","null","47","null","75","null","20","null","32","null","0","null","12","null","14","null","21","null","53","44","null","null","40","37","null","null","65","null","53","null","114","66","null","null","29","null","34","null","47","43","null","null","44","null","41","null","22","null","33","null",
"1500000US530330014004","Block Group 4, Census Tract 14, King County, Washington","606","null","85","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","56","null","85","null","17","null","27","null","26","null","30","null","17","27","null","null","72","71","null","null","15","null","23","null","70","46","null","null","91","null","63","null","88","55","null","null","89","null","51","null","65","null","46","null",
"1500000US530330015001","Block Group 1, Census Tract 15, King County, Washington","509","null","56","null","14","null","17","null","8","null","11","null","8","null","12","null","7","null","12","null","6","null","11","null","16","null","18","null","35","null","34","null","20","null","20","null","6","9","null","null","37","25","null","null","53","null","34","null","58","36","null","null","42","null","32","null","116","62","null","null","52","null","33","null","31","null","27","null",
"1500000US530330015002","Block Group 2, Census Tract 15, King County, Washington","598","null","64","null","29","null","22","null","7","null","11","null","7","null","11","null","0","null","12","null","8","null","12","null","17","null","18","null","6","null","10","null","10","null","16","null","7","11","null","null","36","35","null","null","27","null","23","null","151","74","null","null","89","null","40","null","28","32","null","null","61","null","40","null","115","null","57","null",
"1500000US530330016001","Block Group 1, Census Tract 16, King County, Washington","548","null","75","null","16","null","17","null","22","null","34","null","0","null","12","null","18","null","19","null","0","null","12","null","8","null","14","null","15","null","18","null","8","null","12","null","0","12","null","null","7","11","null","null","55","null","30","null","43","30","null","null","94","null","69","null","50","33","null","null","49","null","30","null","163","null","54","null",
"1500000US530330016002","Block Group 2, Census Tract 16, King County, Washington","537","null","69","null","0","null","12","null","0","null","12","null","31","null","36","null","32","null","26","null","15","null","17","null","26","null","38","null","13","null","15","null","0","null","12","null","0","12","null","null","12","14","null","null","66","null","49","null","52","29","null","null","98","null","51","null","14","15","null","null","79","null","38","null","99","null","39","null",
"1500000US530330016003","Block Group 3, Census Tract 16, King County, Washington","682","null","90","null","27","null","22","null","10","null","15","null","48","null","42","null","0","null","12","null","7","null","11","null","49","null","49","null","29","null","26","null","42","null","46","null","39","39","null","null","51","34","null","null","77","null","63","null","84","40","null","null","74","null","34","null","82","43","null","null","15","null","16","null","48","null","32","null",
"1500000US530330017011","Block Group 1, Census Tract 17.01, King County, Washington","899","null","99","null","85","null","59","null","61","null","70","null","14","null","22","null","24","null","27","null","11","null","17","null","27","null","33","null","29","null","27","null","40","null","31","null","98","59","null","null","51","39","null","null","117","null","52","null","98","55","null","null","69","null","45","null","87","58","null","null","32","null","30","null","56","null","39","null",
"1500000US530330017012","Block Group 2, Census Tract 17.01, King County, Washington","524","null","78","null","28","null","26","null","31","null","37","null","0","null","12","null","25","null","28","null","18","null","21","null","20","null","21","null","28","null","26","null","63","null","53","null","21","23","null","null","18","20","null","null","48","null","37","null","41","31","null","null","54","null","36","null","49","47","null","null","36","null","25","null","44","null","30","null",
"1500000US530330017013","Block Group 3, Census Tract 17.01, King County, Washington","556","null","76","null","11","null","16","null","0","null","12","null","12","null","19","null","9","null","14","null","22","null","24","null","19","null","22","null","10","null","16","null","84","null","56","null","0","12","null","null","27","43","null","null","57","null","41","null","119","57","null","null","68","null","55","null","36","29","null","null","41","null","34","null","41","null","51","null",
"1500000US530330017021","Block Group 1, Census Tract 17.02, King County, Washington","798","null","99","null","62","null","45","null","42","null","31","null","37","null","34","null","32","null","40","null","13","null","21","null","61","null","64","null","88","null","73","null","48","null","33","null","9","16","null","null","44","47","null","null","124","null","58","null","75","52","null","null","53","null","46","null","41","40","null","null","60","null","54","null","9","null","14","null",
"1500000US530330017022","Block Group 2, Census Tract 17.02, King County, Washington","536","null","85","null","0","null","12","null","66","null","64","null","17","null","20","null","0","null","12","null","7","null","11","null","29","null","23","null","20","null","23","null","7","null","10","null","11","20","null","null","111","72","null","null","75","null","49","null","81","46","null","null","13","null","21","null","37","34","null","null","50","null","46","null","12","null","20","null",
"1500000US530330017023","Block Group 3, Census Tract 17.02, King County, Washington","473","null","96","null","0","null","12","null","40","null","48","null","22","null","28","null","0","null","12","null","20","null","33","null","14","null","23","null","33","null","44","null","8","null","12","null","22","20","null","null","29","34","null","null","108","null","73","null","39","39","null","null","0","null","12","null","87","80","null","null","40","null","34","null","11","null","17","null",
"1500000US530330017024","Block Group 4, Census Tract 17.02, King County, Washington","267","null","63","null","0","null","12","null","9","null","16","null","11","null","18","null","12","null","19","null","0","null","12","null","13","null","17","null","0","null","12","null","11","null","16","null","6","18","null","null","16","23","null","null","37","null","35","null","76","43","null","null","11","null","19","null","45","40","null","null","14","null","22","null","6","null","10","null",
"1500000US530330018001","Block Group 1, Census Tract 18, King County, Washington","707","null","126","null","44","null","38","null","0","null","12","null","42","null","65","null","20","null","29","null","0","null","12","null","39","null","35","null","5","null","11","null","0","null","12","null","22","29","null","null","0","12","null","null","0","null","12","null","122","69","null","null","122","null","73","null","83","76","null","null","136","null","84","null","72","null","61","null",
"1500000US530330018002","Block Group 2, Census Tract 18, King County, Washington","666","null","124","null","53","null","66","null","19","null","30","null","19","null","31","null","0","null","12","null","0","null","12","null","24","null","39","null","0","null","12","null","54","null","70","null","14","24","null","null","49","41","null","null","98","null","63","null","42","40","null","null","130","null","63","null","98","83","null","null","54","null","51","null","12","null","20","null",
"1500000US530330018003","Block Group 3, Census Tract 18, King County, Washington","852","null","153","null","37","null","41","null","3","null","11","null","0","null","12","null","64","null","100","null","17","null","29","null","106","null","86","null","41","null","47","null","0","null","12","null","34","37","null","null","119","95","null","null","67","null","45","null","82","64","null","null","185","null","122","null","60","50","null","null","23","null","25","null","14","null","24","null",
"1500000US530330019001","Block Group 1, Census Tract 19, King County, Washington","1182","null","100","null","225","null","95","null","0","null","12","null","76","null","59","null","58","null","51","null","58","null","64","null","25","null","24","null","43","null","29","null","33","null","28","null","69","38","null","null","102","47","null","null","103","null","50","null","122","62","null","null","100","null","63","null","64","35","null","null","52","null","39","null","52","null","48","null",
"1500000US530330019002","Block Group 2, Census Tract 19, King County, Washington","533","null","73","null","7","null","11","null","18","null","20","null","8","null","13","null","9","null","14","null","10","null","16","null","12","null","19","null","0","null","12","null","21","null","24","null","20","22","null","null","61","47","null","null","33","null","27","null","67","45","null","null","41","null","28","null","18","21","null","null","114","null","52","null","94","null","44","null",
