"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330001001","Block Group 1, Census Tract 1, King County, Washington","1177","308","null","null","960","247","null","null","72","111","null","null","0","12","null","null","145","null","143","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330001002","Block Group 2, Census Tract 1, King County, Washington","1112","365","null","null","696","292","null","null","127","91","null","null","0","12","null","null","95","null","77","null","129","156","null","null","0","12","null","null","65","66","null","null","0","12","null","null","65","null","66","null",
"1500000US530330001003","Block Group 3, Census Tract 1, King County, Washington","1571","385","null","null","1101","359","null","null","127","109","null","null","0","12","null","null","102","null","61","null","15","26","null","null","79","75","null","null","147","117","null","null","0","12","null","null","147","null","117","null",
"1500000US530330001004","Block Group 4, Census Tract 1, King County, Washington","1771","395","null","null","694","262","null","null","282","196","null","null","64","103","null","null","289","null","221","null","0","12","null","null","374","244","null","null","68","65","null","null","14","22","null","null","54","null","61","null",
"1500000US530330001005","Block Group 5, Census Tract 1, King County, Washington","746","162","null","null","511","169","null","null","1","3","null","null","12","21","null","null","172","null","120","null","0","12","null","null","17","30","null","null","33","39","null","null","0","12","null","null","33","null","39","null",
"1500000US530330002001","Block Group 1, Census Tract 2, King County, Washington","889","244","null","null","558","185","null","null","0","12","null","null","0","12","null","null","265","null","183","null","0","12","null","null","14","24","null","null","52","63","null","null","0","12","null","null","52","null","63","null",
"1500000US530330002002","Block Group 2, Census Tract 2, King County, Washington","1004","365","null","null","562","165","null","null","226","333","null","null","0","12","null","null","147","null","134","null","0","12","null","null","52","77","null","null","17","30","null","null","0","12","null","null","17","null","30","null",
"1500000US530330002003","Block Group 3, Census Tract 2, King County, Washington","1838","422","null","null","932","251","null","null","247","267","null","null","71","114","null","null","576","null","387","null","0","12","null","null","0","12","null","null","12","20","null","null","0","12","null","null","12","null","20","null",
"1500000US530330002004","Block Group 4, Census Tract 2, King County, Washington","1142","290","null","null","623","173","null","null","0","12","null","null","0","12","null","null","451","null","277","null","0","12","null","null","0","12","null","null","68","64","null","null","0","12","null","null","68","null","64","null",
"1500000US530330002005","Block Group 5, Census Tract 2, King County, Washington","1502","327","null","null","954","271","null","null","128","150","null","null","0","12","null","null","198","null","124","null","0","12","null","null","16","27","null","null","206","240","null","null","0","12","null","null","206","null","240","null",
"1500000US530330002006","Block Group 6, Census Tract 2, King County, Washington","1444","322","null","null","1249","300","null","null","15","25","null","null","9","22","null","null","90","null","104","null","0","12","null","null","18","29","null","null","63","56","null","null","33","43","null","null","30","null","37","null",
"1500000US530330003001","Block Group 1, Census Tract 3, King County, Washington","1150","194","null","null","1035","179","null","null","0","12","null","null","0","12","null","null","63","null","70","null","39","55","null","null","0","12","null","null","13","22","null","null","0","12","null","null","13","null","22","null",
"1500000US530330003002","Block Group 2, Census Tract 3, King County, Washington","1469","268","null","null","1015","228","null","null","79","69","null","null","31","38","null","null","114","null","93","null","122","152","null","null","0","12","null","null","108","70","null","null","29","33","null","null","79","null","60","null",
"1500000US530330004011","Block Group 1, Census Tract 4.01, King County, Washington","3754","703","null","null","2122","584","null","null","759","400","null","null","68","79","null","null","257","null","145","null","0","12","null","null","34","41","null","null","514","355","null","null","0","12","null","null","514","null","355","null",
"1500000US530330004012","Block Group 2, Census Tract 4.01, King County, Washington","1333","295","null","null","834","232","null","null","61","42","null","null","15","25","null","null","398","null","260","null","0","12","null","null","20","33","null","null","5","12","null","null","0","12","null","null","5","null","12","null",
"1500000US530330004013","Block Group 3, Census Tract 4.01, King County, Washington","1149","230","null","null","910","194","null","null","61","74","null","null","0","12","null","null","127","null","83","null","15","28","null","null","0","12","null","null","36","40","null","null","0","12","null","null","36","null","40","null",
"1500000US530330004021","Block Group 1, Census Tract 4.02, King County, Washington","981","234","null","null","859","242","null","null","55","60","null","null","7","12","null","null","60","null","55","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330004022","Block Group 2, Census Tract 4.02, King County, Washington","930","275","null","null","679","185","null","null","44","49","null","null","139","230","null","null","42","null","58","null","0","12","null","null","0","12","null","null","26","44","null","null","26","44","null","null","0","null","12","null",
"1500000US530330004023","Block Group 3, Census Tract 4.02, King County, Washington","1352","366","null","null","902","246","null","null","338","291","null","null","18","30","null","null","74","null","78","null","20","33","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330004024","Block Group 4, Census Tract 4.02, King County, Washington","1627","392","null","null","1318","327","null","null","66","46","null","null","21","33","null","null","139","null","121","null","0","12","null","null","60","52","null","null","23","40","null","null","0","12","null","null","23","null","40","null",
"1500000US530330005001","Block Group 1, Census Tract 5, King County, Washington","1157","164","null","null","1102","169","null","null","0","12","null","null","0","12","null","null","48","null","53","null","0","12","null","null","0","12","null","null","7","11","null","null","0","12","null","null","7","null","11","null",
"1500000US530330005002","Block Group 2, Census Tract 5, King County, Washington","849","135","null","null","602","125","null","null","19","29","null","null","0","12","null","null","134","null","103","null","0","12","null","null","42","55","null","null","52","39","null","null","10","16","null","null","42","null","35","null",
"1500000US530330005003","Block Group 3, Census Tract 5, King County, Washington","1003","169","null","null","816","179","null","null","0","12","null","null","0","12","null","null","148","null","87","null","0","12","null","null","0","12","null","null","39","33","null","null","0","12","null","null","39","null","33","null",
"1500000US530330006001","Block Group 1, Census Tract 6, King County, Washington","1120","266","null","null","807","248","null","null","98","104","null","null","20","37","null","null","181","null","168","null","0","12","null","null","0","12","null","null","14","25","null","null","0","12","null","null","14","null","25","null",
"1500000US530330006002","Block Group 2, Census Tract 6, King County, Washington","1150","321","null","null","797","297","null","null","137","217","null","null","17","28","null","null","170","null","114","null","0","12","null","null","0","12","null","null","29","48","null","null","0","12","null","null","29","null","48","null",
"1500000US530330006003","Block Group 3, Census Tract 6, King County, Washington","1305","416","null","null","980","358","null","null","0","12","null","null","13","21","null","null","154","null","144","null","0","12","null","null","32","53","null","null","126","120","null","null","0","12","null","null","126","null","120","null",
"1500000US530330006004","Block Group 4, Census Tract 6, King County, Washington","1687","386","null","null","1311","432","null","null","126","153","null","null","0","12","null","null","167","null","127","null","0","12","null","null","0","12","null","null","83","98","null","null","0","12","null","null","83","null","98","null",
"1500000US530330006005","Block Group 5, Census Tract 6, King County, Washington","566","226","null","null","348","143","null","null","0","12","null","null","0","12","null","null","194","null","171","null","0","12","null","null","0","12","null","null","24","32","null","null","0","12","null","null","24","null","32","null",
"1500000US530330006006","Block Group 6, Census Tract 6, King County, Washington","1479","328","null","null","932","311","null","null","73","94","null","null","14","21","null","null","248","null","210","null","96","115","null","null","53","83","null","null","63","80","null","null","0","12","null","null","63","null","80","null",
"1500000US530330007001","Block Group 1, Census Tract 7, King County, Washington","2099","450","null","null","1150","329","null","null","271","155","null","null","0","12","null","null","548","null","385","null","111","144","null","null","19","31","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330007002","Block Group 2, Census Tract 7, King County, Washington","890","214","null","null","724","199","null","null","21","33","null","null","0","12","null","null","78","null","75","null","0","12","null","null","43","68","null","null","24","27","null","null","0","12","null","null","24","null","27","null",
"1500000US530330007003","Block Group 3, Census Tract 7, King County, Washington","751","181","null","null","541","148","null","null","0","12","null","null","0","12","null","null","164","null","136","null","0","12","null","null","46","80","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330007004","Block Group 4, Census Tract 7, King County, Washington","533","164","null","null","420","143","null","null","36","41","null","null","0","12","null","null","15","null","25","null","11","22","null","null","26","39","null","null","25","44","null","null","0","12","null","null","25","null","44","null",
"1500000US530330008001","Block Group 1, Census Tract 8, King County, Washington","1161","255","null","null","897","168","null","null","2","4","null","null","16","16","null","null","191","null","188","null","0","12","null","null","0","12","null","null","55","57","null","null","0","12","null","null","55","null","57","null",
"1500000US530330008002","Block Group 2, Census Tract 8, King County, Washington","1353","195","null","null","1230","196","null","null","13","21","null","null","0","12","null","null","78","null","85","null","0","12","null","null","0","12","null","null","32","28","null","null","0","12","null","null","32","null","28","null",
"1500000US530330009001","Block Group 1, Census Tract 9, King County, Washington","1133","177","null","null","872","169","null","null","8","12","null","null","29","34","null","null","160","null","78","null","18","31","null","null","4","7","null","null","42","32","null","null","0","12","null","null","42","null","32","null",
"1500000US530330009002","Block Group 2, Census Tract 9, King County, Washington","825","110","null","null","701","113","null","null","10","14","null","null","0","12","null","null","68","null","39","null","0","12","null","null","13","13","null","null","33","27","null","null","5","9","null","null","28","null","26","null",
"1500000US530330010001","Block Group 1, Census Tract 10, King County, Washington","966","188","null","null","392","101","null","null","376","170","null","null","0","12","null","null","157","null","104","null","0","12","null","null","24","24","null","null","17","17","null","null","0","12","null","null","17","null","17","null",
"1500000US530330010002","Block Group 2, Census Tract 10, King County, Washington","974","127","null","null","693","138","null","null","62","60","null","null","3","7","null","null","82","null","53","null","0","12","null","null","20","30","null","null","114","61","null","null","8","12","null","null","106","null","59","null",
"1500000US530330011001","Block Group 1, Census Tract 11, King County, Washington","1216","327","null","null","712","214","null","null","54","79","null","null","0","12","null","null","360","null","251","null","0","12","null","null","0","12","null","null","90","105","null","null","0","12","null","null","90","null","105","null",
"1500000US530330011002","Block Group 2, Census Tract 11, King County, Washington","1469","227","null","null","1012","226","null","null","83","75","null","null","0","12","null","null","169","null","89","null","0","12","null","null","29","43","null","null","176","126","null","null","11","18","null","null","165","null","118","null",
"1500000US530330012001","Block Group 1, Census Tract 12, King County, Washington","1163","275","null","null","851","229","null","null","0","12","null","null","0","12","null","null","188","null","200","null","0","12","null","null","0","12","null","null","124","109","null","null","0","12","null","null","124","null","109","null",
"1500000US530330012002","Block Group 2, Census Tract 12, King County, Washington","874","250","null","null","422","182","null","null","44","72","null","null","35","60","null","null","302","null","180","null","0","12","null","null","59","92","null","null","12","20","null","null","0","12","null","null","12","null","20","null",
"1500000US530330012003","Block Group 3, Census Tract 12, King County, Washington","1461","348","null","null","826","229","null","null","165","202","null","null","16","26","null","null","407","null","247","null","0","12","null","null","13","20","null","null","34","40","null","null","0","12","null","null","34","null","40","null",
"1500000US530330012004","Block Group 4, Census Tract 12, King County, Washington","1501","415","null","null","918","385","null","null","0","12","null","null","0","12","null","null","292","null","172","null","0","12","null","null","263","307","null","null","28","32","null","null","0","12","null","null","28","null","32","null",
"1500000US530330012005","Block Group 5, Census Tract 12, King County, Washington","1338","268","null","null","804","247","null","null","101","108","null","null","72","74","null","null","268","null","186","null","19","29","null","null","30","48","null","null","44","55","null","null","0","12","null","null","44","null","55","null",
"1500000US530330013001","Block Group 1, Census Tract 13, King County, Washington","1452","270","null","null","1110","274","null","null","102","137","null","null","15","24","null","null","151","null","88","null","0","12","null","null","0","12","null","null","74","74","null","null","0","12","null","null","74","null","74","null",
"1500000US530330013002","Block Group 2, Census Tract 13, King County, Washington","1631","310","null","null","984","320","null","null","17","28","null","null","11","19","null","null","398","null","135","null","19","29","null","null","46","82","null","null","156","148","null","null","9","20","null","null","147","null","143","null",
"1500000US530330013003","Block Group 3, Census Tract 13, King County, Washington","1265","320","null","null","852","263","null","null","101","125","null","null","0","12","null","null","208","null","222","null","0","12","null","null","42","50","null","null","62","66","null","null","0","12","null","null","62","null","66","null",
"1500000US530330014001","Block Group 1, Census Tract 14, King County, Washington","1395","333","null","null","1298","331","null","null","0","12","null","null","0","12","null","null","31","null","37","null","0","12","null","null","0","12","null","null","66","57","null","null","0","12","null","null","66","null","57","null",
"1500000US530330014002","Block Group 2, Census Tract 14, King County, Washington","903","266","null","null","651","178","null","null","0","12","null","null","0","12","null","null","46","null","43","null","108","165","null","null","15","22","null","null","83","95","null","null","0","12","null","null","83","null","95","null",
"1500000US530330014003","Block Group 3, Census Tract 14, King County, Washington","1333","354","null","null","1056","355","null","null","0","12","null","null","24","27","null","null","128","null","108","null","0","12","null","null","15","24","null","null","110","111","null","null","9","18","null","null","101","null","114","null",
"1500000US530330014004","Block Group 4, Census Tract 14, King County, Washington","1558","224","null","null","1411","264","null","null","0","12","null","null","0","12","null","null","107","null","125","null","0","12","null","null","0","12","null","null","40","67","null","null","0","12","null","null","40","null","67","null",
"1500000US530330015001","Block Group 1, Census Tract 15, King County, Washington","1181","210","null","null","1115","207","null","null","0","12","null","null","0","12","null","null","10","null","15","null","0","12","null","null","15","21","null","null","41","40","null","null","0","12","null","null","41","null","40","null",
"1500000US530330015002","Block Group 2, Census Tract 15, King County, Washington","1271","187","null","null","1208","171","null","null","0","12","null","null","0","12","null","null","36","null","42","null","0","12","null","null","0","12","null","null","27","26","null","null","6","11","null","null","21","null","24","null",
"1500000US530330016001","Block Group 1, Census Tract 16, King County, Washington","1376","209","null","null","1297","204","null","null","0","12","null","null","0","12","null","null","26","null","23","null","0","12","null","null","0","12","null","null","53","50","null","null","0","12","null","null","53","null","50","null",
"1500000US530330016002","Block Group 2, Census Tract 16, King County, Washington","1211","203","null","null","1119","206","null","null","0","12","null","null","5","8","null","null","45","null","37","null","0","12","null","null","4","10","null","null","38","52","null","null","0","12","null","null","38","null","52","null",
"1500000US530330016003","Block Group 3, Census Tract 16, King County, Washington","1466","217","null","null","1071","191","null","null","14","15","null","null","0","12","null","null","135","null","115","null","0","12","null","null","79","123","null","null","167","148","null","null","6","10","null","null","161","null","147","null",
"1500000US530330017011","Block Group 1, Census Tract 17.01, King County, Washington","1551","330","null","null","957","182","null","null","7","11","null","null","0","12","null","null","257","null","157","null","0","12","null","null","95","99","null","null","235","131","null","null","50","59","null","null","185","null","132","null",
"1500000US530330017012","Block Group 2, Census Tract 17.01, King County, Washington","1090","192","null","null","992","183","null","null","40","66","null","null","37","36","null","null","21","null","35","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330017013","Block Group 3, Census Tract 17.01, King County, Washington","1473","313","null","null","785","218","null","null","126","102","null","null","15","23","null","null","385","null","155","null","0","12","null","null","36","46","null","null","126","73","null","null","35","41","null","null","91","null","62","null",
"1500000US530330017021","Block Group 1, Census Tract 17.02, King County, Washington","1572","382","null","null","1350","350","null","null","26","28","null","null","4","8","null","null","60","null","70","null","0","12","null","null","49","78","null","null","83","70","null","null","0","12","null","null","83","null","70","null",
"1500000US530330017022","Block Group 2, Census Tract 17.02, King County, Washington","937","196","null","null","789","180","null","null","10","16","null","null","18","30","null","null","61","null","85","null","0","12","null","null","0","12","null","null","59","53","null","null","0","12","null","null","59","null","53","null",
"1500000US530330017023","Block Group 3, Census Tract 17.02, King County, Washington","1311","330","null","null","934","303","null","null","17","37","null","null","2","6","null","null","295","null","126","null","0","12","null","null","37","46","null","null","26","32","null","null","9","14","null","null","17","null","28","null",
"1500000US530330017024","Block Group 4, Census Tract 17.02, King County, Washington","660","180","null","null","488","172","null","null","31","45","null","null","0","12","null","null","64","null","59","null","0","12","null","null","0","12","null","null","77","87","null","null","0","12","null","null","77","null","87","null",
"1500000US530330018001","Block Group 1, Census Tract 18, King County, Washington","2010","676","null","null","1438","356","null","null","0","12","null","null","74","95","null","null","174","null","115","null","15","23","null","null","162","205","null","null","147","114","null","null","74","95","null","null","73","null","60","null",
"1500000US530330018002","Block Group 2, Census Tract 18, King County, Washington","1360","273","null","null","997","268","null","null","20","32","null","null","0","12","null","null","118","null","89","null","0","12","null","null","39","59","null","null","186","141","null","null","0","12","null","null","186","null","141","null",
"1500000US530330018003","Block Group 3, Census Tract 18, King County, Washington","1691","391","null","null","1171","396","null","null","0","12","null","null","0","12","null","null","452","null","256","null","0","12","null","null","0","12","null","null","68","75","null","null","0","12","null","null","68","null","75","null",
"1500000US530330019001","Block Group 1, Census Tract 19, King County, Washington","2146","283","null","null","1503","251","null","null","131","115","null","null","0","12","null","null","369","null","151","null","32","47","null","null","17","28","null","null","94","67","null","null","0","12","null","null","94","null","67","null",
"1500000US530330019002","Block Group 2, Census Tract 19, King County, Washington","1354","244","null","null","1122","205","null","null","0","12","null","null","0","12","null","null","104","null","67","null","12","30","null","null","47","51","null","null","69","41","null","null","0","12","null","null","69","null","41","null",
"1500000US530330019003","Block Group 3, Census Tract 19, King County, Washington","1018","204","null","null","694","147","null","null","10","16","null","null","8","14","null","null","260","null","151","null","0","12","null","null","0","12","null","null","46","60","null","null","0","12","null","null","46","null","60","null",
"1500000US530330020001","Block Group 1, Census Tract 20, King County, Washington","1551","228","null","null","1340","242","null","null","0","12","null","null","0","12","null","null","116","null","61","null","0","12","null","null","15","21","null","null","80","67","null","null","0","12","null","null","80","null","67","null",
"1500000US530330020002","Block Group 2, Census Tract 20, King County, Washington","1112","188","null","null","982","200","null","null","0","12","null","null","0","12","null","null","44","null","35","null","49","76","null","null","0","12","null","null","37","38","null","null","0","12","null","null","37","null","38","null",
"1500000US530330020003","Block Group 3, Census Tract 20, King County, Washington","809","156","null","null","718","144","null","null","2","4","null","null","0","12","null","null","22","null","17","null","0","12","null","null","22","25","null","null","45","35","null","null","0","12","null","null","45","null","35","null",
"1500000US530330021001","Block Group 1, Census Tract 21, King County, Washington","1641","253","null","null","1317","239","null","null","80","120","null","null","0","12","null","null","208","null","86","null","0","12","null","null","22","35","null","null","14","26","null","null","0","12","null","null","14","null","26","null",
"1500000US530330021002","Block Group 2, Census Tract 21, King County, Washington","865","163","null","null","671","145","null","null","7","12","null","null","13","20","null","null","109","null","90","null","0","12","null","null","11","17","null","null","54","47","null","null","0","12","null","null","54","null","47","null",
"1500000US530330021003","Block Group 3, Census Tract 21, King County, Washington","1534","251","null","null","1140","208","null","null","0","12","null","null","0","12","null","null","331","null","145","null","0","12","null","null","36","45","null","null","27","23","null","null","0","12","null","null","27","null","23","null",
"1500000US530330022001","Block Group 1, Census Tract 22, King County, Washington","1812","297","null","null","1454","285","null","null","9","21","null","null","2","4","null","null","224","null","100","null","0","12","null","null","0","12","null","null","123","95","null","null","0","12","null","null","123","null","95","null",
"1500000US530330022002","Block Group 2, Census Tract 22, King County, Washington","1429","244","null","null","1197","236","null","null","0","12","null","null","21","33","null","null","62","null","59","null","0","12","null","null","37","60","null","null","112","79","null","null","0","12","null","null","112","null","79","null",
"1500000US530330022003","Block Group 3, Census Tract 22, King County, Washington","1242","230","null","null","1011","254","null","null","0","12","null","null","0","12","null","null","154","null","91","null","0","12","null","null","0","12","null","null","77","52","null","null","17","27","null","null","60","null","47","null",
"1500000US530330022004","Block Group 4, Census Tract 22, King County, Washington","1161","238","null","null","1019","241","null","null","0","12","null","null","0","12","null","null","65","null","59","null","0","12","null","null","0","12","null","null","77","100","null","null","0","12","null","null","77","null","100","null",
"1500000US530330024001","Block Group 1, Census Tract 24, King County, Washington","954","168","null","null","879","155","null","null","13","16","null","null","0","12","null","null","15","null","20","null","0","12","null","null","0","12","null","null","47","40","null","null","0","12","null","null","47","null","40","null",
"1500000US530330024002","Block Group 2, Census Tract 24, King County, Washington","793","187","null","null","604","169","null","null","0","12","null","null","0","12","null","null","154","null","98","null","0","12","null","null","0","12","null","null","35","33","null","null","0","12","null","null","35","null","33","null",
"1500000US530330024003","Block Group 3, Census Tract 24, King County, Washington","1222","191","null","null","949","137","null","null","10","15","null","null","0","12","null","null","74","null","58","null","0","12","null","null","17","18","null","null","172","118","null","null","30","41","null","null","142","null","120","null",
"1500000US530330025001","Block Group 1, Census Tract 25, King County, Washington","1427","181","null","null","1338","190","null","null","0","12","null","null","0","12","null","null","44","null","36","null","0","12","null","null","0","12","null","null","45","46","null","null","0","12","null","null","45","null","46","null",
"1500000US530330025002","Block Group 2, Census Tract 25, King County, Washington","1476","226","null","null","1172","194","null","null","107","140","null","null","0","12","null","null","72","null","59","null","0","12","null","null","25","39","null","null","100","61","null","null","0","12","null","null","100","null","61","null",
"1500000US530330026001","Block Group 1, Census Tract 26, King County, Washington","1297","209","null","null","1113","197","null","null","19","23","null","null","0","12","null","null","96","null","59","null","0","12","null","null","29","34","null","null","40","40","null","null","0","12","null","null","40","null","40","null",
"1500000US530330026002","Block Group 2, Census Tract 26, King County, Washington","1353","237","null","null","1182","214","null","null","25","41","null","null","24","38","null","null","69","null","62","null","0","12","null","null","25","40","null","null","28","34","null","null","0","12","null","null","28","null","34","null",
"1500000US530330026003","Block Group 3, Census Tract 26, King County, Washington","1217","206","null","null","1007","174","null","null","45","44","null","null","0","12","null","null","80","null","75","null","0","12","null","null","0","12","null","null","85","83","null","null","0","12","null","null","85","null","83","null",
"1500000US530330026004","Block Group 4, Census Tract 26, King County, Washington","1020","194","null","null","854","195","null","null","27","29","null","null","0","12","null","null","98","null","66","null","0","12","null","null","0","12","null","null","41","57","null","null","0","12","null","null","41","null","57","null",
"1500000US530330027001","Block Group 1, Census Tract 27, King County, Washington","1620","307","null","null","1554","300","null","null","0","12","null","null","0","12","null","null","41","null","37","null","0","12","null","null","13","22","null","null","12","19","null","null","0","12","null","null","12","null","19","null",
"1500000US530330027002","Block Group 2, Census Tract 27, King County, Washington","1636","309","null","null","1208","268","null","null","74","105","null","null","0","12","null","null","212","null","185","null","0","12","null","null","107","171","null","null","35","56","null","null","0","12","null","null","35","null","56","null",
"1500000US530330027003","Block Group 3, Census Tract 27, King County, Washington","855","204","null","null","697","191","null","null","11","20","null","null","0","12","null","null","40","null","64","null","0","12","null","null","0","12","null","null","107","90","null","null","42","65","null","null","65","null","60","null",
"1500000US530330027004","Block Group 4, Census Tract 27, King County, Washington","1478","259","null","null","1144","218","null","null","17","27","null","null","1","2","null","null","189","null","110","null","0","12","null","null","0","12","null","null","127","113","null","null","0","12","null","null","127","null","113","null",
"1500000US530330028001","Block Group 1, Census Tract 28, King County, Washington","856","282","null","null","760","270","null","null","54","77","null","null","0","12","null","null","41","null","49","null","0","12","null","null","0","12","null","null","1","3","null","null","0","12","null","null","1","null","3","null",
"1500000US530330028002","Block Group 2, Census Tract 28, King County, Washington","1048","241","null","null","952","264","null","null","0","12","null","null","51","67","null","null","45","null","51","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330028003","Block Group 3, Census Tract 28, King County, Washington","1092","277","null","null","946","279","null","null","47","76","null","null","0","12","null","null","39","null","47","null","0","12","null","null","0","12","null","null","60","55","null","null","0","12","null","null","60","null","55","null",
"1500000US530330028004","Block Group 4, Census Tract 28, King County, Washington","1553","330","null","null","1308","297","null","null","107","160","null","null","12","20","null","null","0","null","12","null","0","12","null","null","0","12","null","null","126","114","null","null","0","12","null","null","126","null","114","null",
"1500000US530330029001","Block Group 1, Census Tract 29, King County, Washington","1566","283","null","null","1325","210","null","null","0","12","null","null","0","12","null","null","61","null","43","null","9","15","null","null","113","159","null","null","58","59","null","null","0","12","null","null","58","null","59","null",
"1500000US530330029002","Block Group 2, Census Tract 29, King County, Washington","1474","203","null","null","1376","182","null","null","2","4","null","null","0","12","null","null","39","null","31","null","0","12","null","null","20","32","null","null","37","45","null","null","0","12","null","null","37","null","45","null",
"1500000US530330029003","Block Group 3, Census Tract 29, King County, Washington","1124","210","null","null","1028","201","null","null","0","12","null","null","0","12","null","null","26","null","31","null","0","12","null","null","0","12","null","null","70","99","null","null","0","12","null","null","70","null","99","null",
"1500000US530330030001","Block Group 1, Census Tract 30, King County, Washington","1606","256","null","null","1373","257","null","null","19","32","null","null","0","12","null","null","109","null","58","null","0","12","null","null","0","12","null","null","105","86","null","null","0","12","null","null","105","null","86","null",
"1500000US530330030002","Block Group 2, Census Tract 30, King County, Washington","1613","317","null","null","1354","303","null","null","0","12","null","null","0","12","null","null","68","null","66","null","0","12","null","null","125","186","null","null","66","82","null","null","0","12","null","null","66","null","82","null",
"1500000US530330030003","Block Group 3, Census Tract 30, King County, Washington","1501","342","null","null","1423","340","null","null","0","12","null","null","0","12","null","null","34","null","54","null","0","12","null","null","0","12","null","null","44","50","null","null","0","12","null","null","44","null","50","null",
"1500000US530330030004","Block Group 4, Census Tract 30, King County, Washington","1100","336","null","null","1054","335","null","null","15","23","null","null","0","12","null","null","12","null","19","null","0","12","null","null","19","30","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330031001","Block Group 1, Census Tract 31, King County, Washington","1185","255","null","null","1169","254","null","null","0","12","null","null","0","12","null","null","0","null","12","null","8","12","null","null","8","14","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330031002","Block Group 2, Census Tract 31, King County, Washington","882","212","null","null","864","212","null","null","0","12","null","null","0","12","null","null","18","null","29","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330031003","Block Group 3, Census Tract 31, King County, Washington","1024","259","null","null","929","255","null","null","0","12","null","null","0","12","null","null","54","null","79","null","0","12","null","null","0","12","null","null","41","63","null","null","0","12","null","null","41","null","63","null",
"1500000US530330031004","Block Group 4, Census Tract 31, King County, Washington","1897","293","null","null","1785","290","null","null","0","12","null","null","0","12","null","null","16","null","27","null","0","12","null","null","0","12","null","null","96","105","null","null","0","12","null","null","96","null","105","null",
"1500000US530330031005","Block Group 5, Census Tract 31, King County, Washington","1360","224","null","null","1102","201","null","null","43","87","null","null","0","12","null","null","110","null","97","null","0","12","null","null","0","12","null","null","105","91","null","null","0","12","null","null","105","null","91","null",
"1500000US530330032001","Block Group 1, Census Tract 32, King County, Washington","855","240","null","null","778","244","null","null","0","12","null","null","0","12","null","null","15","null","25","null","0","12","null","null","0","12","null","null","62","82","null","null","0","12","null","null","62","null","82","null",
