"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330260023","Block Group 3, Census Tract 260.02, King County, Washington","1435","371","null","null","687","248","null","null","422","187","null","null","0","12","null","null","298","null","194","null","0","12","null","null","0","12","null","null","28","36","null","null","0","12","null","null","28","null","36","null",
"1500000US530330260024","Block Group 4, Census Tract 260.02, King County, Washington","1948","488","null","null","612","239","null","null","369","334","null","null","0","12","null","null","658","null","354","null","0","12","null","null","87","123","null","null","222","175","null","null","0","12","null","null","222","null","175","null",
"1500000US530330261001","Block Group 1, Census Tract 261, King County, Washington","1272","528","null","null","321","185","null","null","191","174","null","null","0","12","null","null","668","null","443","null","0","12","null","null","6","42","null","null","86","85","null","null","0","12","null","null","86","null","85","null",
"1500000US530330261002","Block Group 2, Census Tract 261, King County, Washington","1033","394","null","null","381","276","null","null","528","280","null","null","9","20","null","null","0","null","12","null","0","12","null","null","0","12","null","null","115","152","null","null","0","12","null","null","115","null","152","null",
"1500000US530330261003","Block Group 3, Census Tract 261, King County, Washington","1402","460","null","null","548","311","null","null","370","264","null","null","0","12","null","null","484","null","343","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330261004","Block Group 4, Census Tract 261, King County, Washington","1201","403","null","null","401","254","null","null","165","114","null","null","0","12","null","null","576","null","288","null","0","12","null","null","0","12","null","null","59","85","null","null","0","12","null","null","59","null","85","null",
"1500000US530330261005","Block Group 5, Census Tract 261, King County, Washington","1210","335","null","null","168","92","null","null","701","339","null","null","45","52","null","null","175","null","121","null","0","12","null","null","0","12","null","null","121","125","null","null","0","12","null","null","121","null","125","null",
"1500000US530330262001","Block Group 1, Census Tract 262, King County, Washington","261","316","null","null","72","98","null","null","0","12","null","null","38","58","null","null","0","null","12","null","0","12","null","null","48","77","null","null","103","157","null","null","0","12","null","null","103","null","157","null",
"1500000US530330262002","Block Group 2, Census Tract 262, King County, Washington","1320","415","null","null","733","264","null","null","44","36","null","null","9","14","null","null","93","null","77","null","341","374","null","null","0","12","null","null","100","126","null","null","0","12","null","null","100","null","126","null",
"1500000US530330262003","Block Group 3, Census Tract 262, King County, Washington","2424","707","null","null","966","432","null","null","683","407","null","null","0","12","null","null","362","null","236","null","27","41","null","null","9","14","null","null","377","326","null","null","0","12","null","null","377","null","326","null",
"1500000US530330262004","Block Group 4, Census Tract 262, King County, Washington","1511","420","null","null","786","301","null","null","408","191","null","null","0","12","null","null","65","null","63","null","0","12","null","null","4","18","null","null","248","103","null","null","25","93","null","null","223","null","91","null",
"1500000US530330263001","Block Group 1, Census Tract 263, King County, Washington","468","201","null","null","110","83","null","null","254","161","null","null","2","14","null","null","98","null","98","null","4","7","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330263002","Block Group 2, Census Tract 263, King County, Washington","1137","201","null","null","425","136","null","null","47","73","null","null","95","124","null","null","557","null","203","null","4","7","null","null","0","12","null","null","9","14","null","null","9","14","null","null","0","null","12","null",
"1500000US530330264001","Block Group 1, Census Tract 264, King County, Washington","396","255","null","null","311","253","null","null","40","25","null","null","14","22","null","null","31","null","89","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330264002","Block Group 2, Census Tract 264, King County, Washington","1901","728","null","null","852","404","null","null","365","270","null","null","0","12","null","null","39","null","62","null","66","107","null","null","381","597","null","null","198","216","null","null","0","12","null","null","198","null","216","null",
"1500000US530330264003","Block Group 3, Census Tract 264, King County, Washington","1157","359","null","null","739","323","null","null","224","192","null","null","0","12","null","null","15","null","24","null","61","82","null","null","50","85","null","null","68","89","null","null","0","12","null","null","68","null","89","null",
"1500000US530330264004","Block Group 4, Census Tract 264, King County, Washington","862","228","null","null","652","193","null","null","36","30","null","null","0","12","null","null","40","null","44","null","0","12","null","null","70","85","null","null","64","83","null","null","0","12","null","null","64","null","83","null",
"1500000US530330264005","Block Group 5, Census Tract 264, King County, Washington","1562","427","null","null","577","291","null","null","298","306","null","null","64","91","null","null","129","null","144","null","0","12","null","null","170","201","null","null","324","225","null","null","114","192","null","null","210","null","219","null",
"1500000US530330265001","Block Group 1, Census Tract 265, King County, Washington","751","237","null","null","100","66","null","null","129","118","null","null","17","25","null","null","167","null","118","null","164","150","null","null","0","12","null","null","174","183","null","null","131","173","null","null","43","null","57","null",
"1500000US530330265002","Block Group 2, Census Tract 265, King County, Washington","1509","310","null","null","341","196","null","null","594","247","null","null","0","12","null","null","332","null","131","null","128","175","null","null","17","20","null","null","97","83","null","null","15","26","null","null","82","null","83","null",
"1500000US530330265003","Block Group 3, Census Tract 265, King County, Washington","1889","358","null","null","1105","320","null","null","286","181","null","null","19","27","null","null","277","null","219","null","22","33","null","null","39","67","null","null","141","109","null","null","7","13","null","null","134","null","106","null",
"1500000US530330266001","Block Group 1, Census Tract 266, King County, Washington","1601","302","null","null","833","275","null","null","116","113","null","null","247","191","null","null","339","null","171","null","7","11","null","null","47","70","null","null","12","18","null","null","0","12","null","null","12","null","18","null",
"1500000US530330266002","Block Group 2, Census Tract 266, King County, Washington","1293","323","null","null","615","162","null","null","170","194","null","null","0","12","null","null","274","null","149","null","0","12","null","null","86","74","null","null","148","106","null","null","0","12","null","null","148","null","106","null",
"1500000US530330267001","Block Group 1, Census Tract 267, King County, Washington","1165","391","null","null","700","297","null","null","35","57","null","null","113","120","null","null","82","null","99","null","0","12","null","null","220","355","null","null","15","23","null","null","0","12","null","null","15","null","23","null",
"1500000US530330267002","Block Group 2, Census Tract 267, King County, Washington","2005","391","null","null","984","311","null","null","283","278","null","null","14","22","null","null","367","null","180","null","0","12","null","null","108","172","null","null","249","230","null","null","0","12","null","null","249","null","230","null",
"1500000US530330267003","Block Group 3, Census Tract 267, King County, Washington","1222","291","null","null","968","249","null","null","47","66","null","null","14","22","null","null","113","null","128","null","0","12","null","null","13","22","null","null","67","89","null","null","0","12","null","null","67","null","89","null",
"1500000US530330267004","Block Group 4, Census Tract 267, King County, Washington","844","230","null","null","728","176","null","null","0","12","null","null","0","12","null","null","32","null","37","null","0","12","null","null","0","12","null","null","84","109","null","null","0","12","null","null","84","null","109","null",
"1500000US530330268011","Block Group 1, Census Tract 268.01, King County, Washington","1454","399","null","null","727","375","null","null","0","12","null","null","8","12","null","null","395","null","296","null","243","279","null","null","43","36","null","null","38","31","null","null","11","19","null","null","27","null","26","null",
"1500000US530330268012","Block Group 2, Census Tract 268.01, King County, Washington","1412","439","null","null","614","184","null","null","108","95","null","null","30","49","null","null","91","null","81","null","60","175","null","null","373","255","null","null","136","216","null","null","0","12","null","null","136","null","216","null",
"1500000US530330268013","Block Group 3, Census Tract 268.01, King County, Washington","1387","422","null","null","596","285","null","null","147","153","null","null","0","12","null","null","237","null","178","null","0","12","null","null","310","298","null","null","97","95","null","null","0","12","null","null","97","null","95","null",
"1500000US530330268014","Block Group 4, Census Tract 268.01, King County, Washington","1064","318","null","null","454","216","null","null","174","148","null","null","0","12","null","null","32","null","38","null","249","209","null","null","86","126","null","null","69","58","null","null","8","14","null","null","61","null","55","null",
"1500000US530330268021","Block Group 1, Census Tract 268.02, King County, Washington","595","183","null","null","412","173","null","null","25","50","null","null","0","12","null","null","158","null","145","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330268022","Block Group 2, Census Tract 268.02, King County, Washington","698","258","null","null","585","254","null","null","9","14","null","null","19","31","null","null","85","null","109","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330268023","Block Group 3, Census Tract 268.02, King County, Washington","1552","382","null","null","786","347","null","null","118","107","null","null","9","14","null","null","348","null","194","null","145","141","null","null","80","83","null","null","66","79","null","null","0","12","null","null","66","null","79","null",
"1500000US530330268024","Block Group 4, Census Tract 268.02, King County, Washington","1904","394","null","null","1012","393","null","null","90","86","null","null","39","64","null","null","300","null","151","null","120","201","null","null","214","196","null","null","129","103","null","null","51","64","null","null","78","null","97","null",
"1500000US530330270001","Block Group 1, Census Tract 270, King County, Washington","865","245","null","null","561","225","null","null","7","10","null","null","0","12","null","null","82","null","79","null","0","12","null","null","215","239","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330270002","Block Group 2, Census Tract 270, King County, Washington","1093","248","null","null","656","189","null","null","8","14","null","null","6","11","null","null","367","null","229","null","0","12","null","null","56","77","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330270003","Block Group 3, Census Tract 270, King County, Washington","1486","316","null","null","893","210","null","null","115","158","null","null","0","12","null","null","248","null","153","null","0","12","null","null","88","125","null","null","142","193","null","null","0","12","null","null","142","null","193","null",
"1500000US530330271001","Block Group 1, Census Tract 271, King County, Washington","1220","289","null","null","865","257","null","null","175","85","null","null","3","7","null","null","60","null","58","null","0","12","null","null","28","47","null","null","89","55","null","null","0","12","null","null","89","null","55","null",
"1500000US530330271002","Block Group 2, Census Tract 271, King County, Washington","2605","658","null","null","922","270","null","null","331","182","null","null","26","42","null","null","469","null","348","null","412","547","null","null","378","589","null","null","67","55","null","null","34","41","null","null","33","null","35","null",
"1500000US530330272001","Block Group 1, Census Tract 272, King County, Washington","1008","267","null","null","402","117","null","null","174","154","null","null","0","12","null","null","373","null","158","null","12","17","null","null","0","12","null","null","47","53","null","null","0","12","null","null","47","null","53","null",
"1500000US530330272002","Block Group 2, Census Tract 272, King County, Washington","1622","293","null","null","604","205","null","null","345","122","null","null","14","14","null","null","120","null","73","null","145","134","null","null","109","148","null","null","285","175","null","null","0","12","null","null","285","null","175","null",
"1500000US530330273001","Block Group 1, Census Tract 273, King County, Washington","874","174","null","null","437","124","null","null","173","103","null","null","13","18","null","null","101","null","78","null","0","12","null","null","12","16","null","null","138","109","null","null","23","32","null","null","115","null","103","null",
"1500000US530330273002","Block Group 2, Census Tract 273, King County, Washington","3104","465","null","null","1262","441","null","null","357","188","null","null","68","110","null","null","1088","null","460","null","0","12","null","null","215","210","null","null","114","110","null","null","0","12","null","null","114","null","110","null",
"1500000US530330273003","Block Group 3, Census Tract 273, King County, Washington","1116","285","null","null","803","298","null","null","120","96","null","null","0","12","null","null","125","null","76","null","0","12","null","null","0","12","null","null","68","66","null","null","0","12","null","null","68","null","66","null",
"1500000US530330273004","Block Group 4, Census Tract 273, King County, Washington","1337","378","null","null","1003","347","null","null","41","37","null","null","0","12","null","null","243","null","176","null","0","12","null","null","36","62","null","null","14","24","null","null","0","12","null","null","14","null","24","null",
"1500000US530330274001","Block Group 1, Census Tract 274, King County, Washington","1763","354","null","null","1176","303","null","null","71","63","null","null","11","15","null","null","257","null","215","null","32","55","null","null","134","164","null","null","82","56","null","null","31","29","null","null","51","null","41","null",
"1500000US530330274002","Block Group 2, Census Tract 274, King County, Washington","1122","372","null","null","635","306","null","null","131","185","null","null","12","22","null","null","283","null","242","null","0","12","null","null","0","12","null","null","61","57","null","null","0","12","null","null","61","null","57","null",
"1500000US530330274003","Block Group 3, Census Tract 274, King County, Washington","1233","289","null","null","794","196","null","null","35","54","null","null","0","12","null","null","324","null","267","null","15","16","null","null","9","15","null","null","56","59","null","null","0","12","null","null","56","null","59","null",
"1500000US530330274004","Block Group 4, Census Tract 274, King County, Washington","941","351","null","null","549","245","null","null","150","239","null","null","0","12","null","null","100","null","99","null","0","12","null","null","8","13","null","null","134","127","null","null","0","12","null","null","134","null","127","null",
"1500000US530330275001","Block Group 1, Census Tract 275, King County, Washington","1713","374","null","null","1046","282","null","null","78","65","null","null","6","10","null","null","468","null","219","null","25","32","null","null","43","61","null","null","47","51","null","null","12","21","null","null","35","null","35","null",
"1500000US530330275002","Block Group 2, Census Tract 275, King County, Washington","952","267","null","null","859","267","null","null","15","20","null","null","0","12","null","null","52","null","37","null","0","12","null","null","19","31","null","null","7","11","null","null","0","12","null","null","7","null","11","null",
"1500000US530330275003","Block Group 3, Census Tract 275, King County, Washington","817","213","null","null","525","170","null","null","67","83","null","null","0","12","null","null","147","null","148","null","13","20","null","null","10","17","null","null","55","53","null","null","0","12","null","null","55","null","53","null",
"1500000US530330275004","Block Group 4, Census Tract 275, King County, Washington","928","226","null","null","679","218","null","null","0","12","null","null","14","20","null","null","83","null","92","null","0","12","null","null","136","147","null","null","16","22","null","null","0","12","null","null","16","null","22","null",
"1500000US530330276001","Block Group 1, Census Tract 276, King County, Washington","1126","386","null","null","875","375","null","null","143","133","null","null","11","22","null","null","69","null","54","null","0","12","null","null","15","28","null","null","13","26","null","null","0","12","null","null","13","null","26","null",
"1500000US530330276002","Block Group 2, Census Tract 276, King County, Washington","2944","480","null","null","1748","434","null","null","201","134","null","null","275","326","null","null","249","null","210","null","0","12","null","null","157","258","null","null","314","174","null","null","70","101","null","null","244","null","170","null",
"1500000US530330276003","Block Group 3, Census Tract 276, King County, Washington","839","151","null","null","778","158","null","null","12","18","null","null","0","12","null","null","34","null","31","null","0","12","null","null","0","12","null","null","15","23","null","null","0","12","null","null","15","null","23","null",
"1500000US530330277011","Block Group 1, Census Tract 277.01, King County, Washington","1194","314","null","null","980","264","null","null","5","10","null","null","0","12","null","null","157","null","198","null","0","12","null","null","2","5","null","null","50","46","null","null","0","12","null","null","50","null","46","null",
"1500000US530330277012","Block Group 2, Census Tract 277.01, King County, Washington","753","255","null","null","734","260","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","19","29","null","null","0","12","null","null","19","null","29","null",
"1500000US530330277013","Block Group 3, Census Tract 277.01, King County, Washington","1306","388","null","null","1246","393","null","null","0","12","null","null","0","12","null","null","22","null","33","null","0","12","null","null","0","12","null","null","38","43","null","null","38","43","null","null","0","null","12","null",
"1500000US530330277014","Block Group 4, Census Tract 277.01, King County, Washington","1366","526","null","null","1310","518","null","null","0","12","null","null","0","12","null","null","43","null","44","null","0","12","null","null","0","12","null","null","13","20","null","null","0","12","null","null","13","null","20","null",
"1500000US530330277015","Block Group 5, Census Tract 277.01, King County, Washington","1069","281","null","null","1035","284","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","34","59","null","null","0","12","null","null","34","null","59","null",
"1500000US530330277021","Block Group 1, Census Tract 277.02, King County, Washington","1039","407","null","null","1027","412","null","null","12","18","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330277022","Block Group 2, Census Tract 277.02, King County, Washington","1116","267","null","null","1115","267","null","null","0","12","null","null","0","12","null","null","1","null","2","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330277023","Block Group 3, Census Tract 277.02, King County, Washington","1386","380","null","null","1302","368","null","null","0","12","null","null","66","100","null","null","18","null","25","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330277024","Block Group 4, Census Tract 277.02, King County, Washington","1218","265","null","null","1095","273","null","null","0","12","null","null","14","25","null","null","0","null","12","null","0","12","null","null","0","12","null","null","109","166","null","null","25","39","null","null","84","null","127","null",
"1500000US530330278001","Block Group 1, Census Tract 278, King County, Washington","970","169","null","null","898","168","null","null","0","12","null","null","0","12","null","null","24","null","27","null","0","12","null","null","35","35","null","null","13","14","null","null","0","12","null","null","13","null","14","null",
"1500000US530330278002","Block Group 2, Census Tract 278, King County, Washington","957","142","null","null","899","142","null","null","0","12","null","null","0","12","null","null","9","null","13","null","26","39","null","null","7","11","null","null","16","24","null","null","0","12","null","null","16","null","24","null",
"1500000US530330278003","Block Group 3, Census Tract 278, King County, Washington","1222","230","null","null","1152","200","null","null","30","48","null","null","1","2","null","null","39","null","40","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330279001","Block Group 1, Census Tract 279, King County, Washington","1185","366","null","null","920","358","null","null","1","2","null","null","155","131","null","null","43","null","51","null","0","12","null","null","15","26","null","null","51","39","null","null","17","26","null","null","34","null","38","null",
"1500000US530330279002","Block Group 2, Census Tract 279, King County, Washington","1160","348","null","null","880","316","null","null","0","12","null","null","36","42","null","null","0","null","12","null","17","27","null","null","55","71","null","null","172","189","null","null","17","26","null","null","155","null","188","null",
"1500000US530330279003","Block Group 3, Census Tract 279, King County, Washington","1472","455","null","null","1267","446","null","null","40","44","null","null","0","12","null","null","13","null","22","null","0","12","null","null","0","12","null","null","152","126","null","null","0","12","null","null","152","null","126","null",
"1500000US530330279004","Block Group 4, Census Tract 279, King County, Washington","767","240","null","null","728","247","null","null","0","12","null","null","0","12","null","null","39","null","69","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330279005","Block Group 5, Census Tract 279, King County, Washington","864","417","null","null","840","419","null","null","0","12","null","null","0","12","null","null","24","null","40","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330279006","Block Group 6, Census Tract 279, King County, Washington","1743","390","null","null","1343","387","null","null","132","157","null","null","40","50","null","null","185","null","157","null","0","12","null","null","0","12","null","null","43","43","null","null","0","12","null","null","43","null","43","null",
"1500000US530330280001","Block Group 1, Census Tract 280, King County, Washington","1439","478","null","null","941","347","null","null","350","308","null","null","39","53","null","null","0","null","12","null","0","12","null","null","87","138","null","null","22","28","null","null","0","12","null","null","22","null","28","null",
"1500000US530330280002","Block Group 2, Census Tract 280, King County, Washington","1381","496","null","null","863","375","null","null","271","319","null","null","0","12","null","null","111","null","114","null","0","12","null","null","25","55","null","null","111","113","null","null","0","12","null","null","111","null","113","null",
"1500000US530330280003","Block Group 3, Census Tract 280, King County, Washington","1074","381","null","null","886","401","null","null","50","35","null","null","0","12","null","null","64","null","47","null","0","12","null","null","62","95","null","null","12","18","null","null","11","16","null","null","1","null","5","null",
"1500000US530330281001","Block Group 1, Census Tract 281, King County, Washington","1146","250","null","null","365","95","null","null","244","135","null","null","0","12","null","null","303","null","164","null","37","43","null","null","11","17","null","null","186","165","null","null","15","16","null","null","171","null","163","null",
"1500000US530330281002","Block Group 2, Census Tract 281, King County, Washington","1247","321","null","null","476","204","null","null","335","150","null","null","0","12","null","null","378","null","200","null","0","12","null","null","8","13","null","null","50","49","null","null","21","27","null","null","29","null","35","null",
"1500000US530330282001","Block Group 1, Census Tract 282, King County, Washington","1687","366","null","null","662","275","null","null","429","198","null","null","0","12","null","null","334","null","231","null","102","111","null","null","56","90","null","null","104","99","null","null","49","78","null","null","55","null","64","null",
"1500000US530330282002","Block Group 2, Census Tract 282, King County, Washington","1218","304","null","null","616","227","null","null","211","113","null","null","11","17","null","null","243","null","142","null","0","12","null","null","11","18","null","null","126","112","null","null","0","12","null","null","126","null","112","null",
"1500000US530330282003","Block Group 3, Census Tract 282, King County, Washington","1520","410","null","null","456","232","null","null","604","333","null","null","27","29","null","null","313","null","255","null","28","41","null","null","31","36","null","null","61","53","null","null","10","16","null","null","51","null","51","null",
"1500000US530330283001","Block Group 1, Census Tract 283, King County, Washington","1484","425","null","null","589","158","null","null","132","184","null","null","22","38","null","null","686","null","423","null","8","13","null","null","0","12","null","null","47","40","null","null","0","12","null","null","47","null","40","null",
"1500000US530330283002","Block Group 2, Census Tract 283, King County, Washington","1505","380","null","null","1128","407","null","null","79","74","null","null","73","73","null","null","114","null","103","null","0","12","null","null","0","12","null","null","111","68","null","null","19","29","null","null","92","null","64","null",
"1500000US530330283003","Block Group 3, Census Tract 283, King County, Washington","1795","256","null","null","986","188","null","null","281","139","null","null","0","12","null","null","425","null","196","null","14","22","null","null","55","74","null","null","34","33","null","null","0","12","null","null","34","null","33","null",
"1500000US530330284021","Block Group 1, Census Tract 284.02, King County, Washington","1158","356","null","null","368","176","null","null","501","293","null","null","0","12","null","null","142","null","101","null","0","12","null","null","120","149","null","null","27","44","null","null","0","12","null","null","27","null","44","null",
"1500000US530330284022","Block Group 2, Census Tract 284.02, King County, Washington","843","337","null","null","399","146","null","null","39","45","null","null","0","12","null","null","76","null","93","null","213","235","null","null","0","12","null","null","116","131","null","null","0","12","null","null","116","null","131","null",
"1500000US530330284023","Block Group 3, Census Tract 284.02, King County, Washington","1565","430","null","null","775","191","null","null","318","290","null","null","12","26","null","null","357","null","312","null","0","12","null","null","0","12","null","null","103","115","null","null","14","22","null","null","89","null","112","null",
"1500000US530330284024","Block Group 4, Census Tract 284.02, King County, Washington","1135","314","null","null","190","113","null","null","503","255","null","null","51","86","null","null","118","null","122","null","0","12","null","null","99","154","null","null","174","143","null","null","0","12","null","null","174","null","143","null",
"1500000US530330284031","Block Group 1, Census Tract 284.03, King County, Washington","3134","462","null","null","802","294","null","null","1269","402","null","null","0","12","null","null","436","null","318","null","236","314","null","null","252","306","null","null","139","117","null","null","0","12","null","null","139","null","117","null",
"1500000US530330284032","Block Group 2, Census Tract 284.03, King County, Washington","935","232","null","null","688","181","null","null","24","41","null","null","70","71","null","null","119","null","141","null","12","23","null","null","0","12","null","null","22","39","null","null","22","39","null","null","0","null","12","null",
"1500000US530330284033","Block Group 3, Census Tract 284.03, King County, Washington","972","279","null","null","877","275","null","null","17","27","null","null","22","44","null","null","16","null","24","null","40","48","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330285001","Block Group 1, Census Tract 285, King County, Washington","866","242","null","null","675","204","null","null","11","25","null","null","65","107","null","null","43","null","37","null","0","12","null","null","0","12","null","null","72","63","null","null","0","12","null","null","72","null","63","null",
"1500000US530330285002","Block Group 2, Census Tract 285, King County, Washington","1508","285","null","null","809","210","null","null","166","148","null","null","0","12","null","null","196","null","128","null","0","12","null","null","288","146","null","null","49","42","null","null","17","27","null","null","32","null","39","null",
"1500000US530330285003","Block Group 3, Census Tract 285, King County, Washington","1326","334","null","null","631","163","null","null","217","164","null","null","0","12","null","null","45","null","31","null","0","12","null","null","89","144","null","null","344","277","null","null","0","12","null","null","344","null","277","null",
"1500000US530330286001","Block Group 1, Census Tract 286, King County, Washington","631","206","null","null","618","211","null","null","0","12","null","null","0","12","null","null","13","null","23","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330286002","Block Group 2, Census Tract 286, King County, Washington","1101","334","null","null","1101","334","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330286003","Block Group 3, Census Tract 286, King County, Washington","1219","313","null","null","1081","293","null","null","0","12","null","null","0","12","null","null","138","null","146","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null",
"1500000US530330286004","Block Group 4, Census Tract 286, King County, Washington","1230","322","null","null","1048","313","null","null","14","23","null","null","0","12","null","null","114","null","161","null","0","12","null","null","26","33","null","null","28","33","null","null","0","12","null","null","28","null","33","null",
"1500000US530330286005","Block Group 5, Census Tract 286, King County, Washington","1317","554","null","null","814","335","null","null","0","12","null","null","0","12","null","null","12","null","21","null","0","12","null","null","34","38","null","null","457","446","null","null","12","19","null","null","445","null","455","null",
"1500000US530330286006","Block Group 6, Census Tract 286, King County, Washington","988","243","null","null","849","251","null","null","14","22","null","null","0","12","null","null","40","null","66","null","0","12","null","null","0","12","null","null","85","99","null","null","0","12","null","null","85","null","99","null",
"1500000US530330287001","Block Group 1, Census Tract 287, King County, Washington","1007","302","null","null","642","263","null","null","118","111","null","null","0","12","null","null","8","null","14","null","125","105","null","null","16","19","null","null","98","114","null","null","23","44","null","null","75","null","103","null",
"1500000US530330287002","Block Group 2, Census Tract 287, King County, Washington","1008","236","null","null","880","202","null","null","0","12","null","null","0","12","null","null","74","null","56","null","20","48","null","null","0","12","null","null","34","33","null","null","0","12","null","null","34","null","33","null",
"1500000US530330287003","Block Group 3, Census Tract 287, King County, Washington","1533","271","null","null","1223","260","null","null","0","12","null","null","12","27","null","null","239","null","136","null","0","12","null","null","30","47","null","null","29","35","null","null","0","12","null","null","29","null","35","null",
"1500000US530330287004","Block Group 4, Census Tract 287, King County, Washington","1547","331","null","null","1248","346","null","null","57","88","null","null","12","13","null","null","44","null","52","null","6","10","null","null","8","12","null","null","172","110","null","null","24","38","null","null","148","null","107","null",
"1500000US530330288011","Block Group 1, Census Tract 288.01, King County, Washington","1122","212","null","null","991","216","null","null","56","66","null","null","29","38","null","null","21","null","27","null","0","12","null","null","6","10","null","null","19","28","null","null","0","12","null","null","19","null","28","null",
"1500000US530330288012","Block Group 2, Census Tract 288.01, King County, Washington","1013","192","null","null","690","231","null","null","1","2","null","null","0","12","null","null","107","null","136","null","0","12","null","null","165","123","null","null","50","38","null","null","0","12","null","null","50","null","38","null",
"1500000US530330288013","Block Group 3, Census Tract 288.01, King County, Washington","826","188","null","null","531","143","null","null","40","28","null","null","40","37","null","null","56","null","55","null","12","25","null","null","98","71","null","null","49","85","null","null","16","31","null","null","33","null","81","null",
"1500000US530330288021","Block Group 1, Census Tract 288.02, King County, Washington","2794","964","null","null","1326","541","null","null","939","844","null","null","45","70","null","null","351","null","251","null","0","12","null","null","0","12","null","null","133","109","null","null","0","12","null","null","133","null","109","null",
