"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003EA","B02001_003M","B02001_003MA","B02001_004E","B02001_004EA","B02001_004M","B02001_004MA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008EA","B02001_008M","B02001_008MA","B02001_009E","B02001_009EA","B02001_009M","B02001_009MA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330101005","Block Group 5, Census Tract 101, King County, Washington","2395","null","440","null","1100","250","null","null","902","null","389","null","0","null","12","null","285","207","null","null","0","12","null","null","0","null","12","null","108","null","94","null","0","null","12","null","108","null","94","null",
"1500000US530330102001","Block Group 1, Census Tract 102, King County, Washington","1435","null","191","null","1051","155","null","null","243","null","95","null","0","null","12","null","93","73","null","null","0","12","null","null","25","null","40","null","23","null","26","null","0","null","12","null","23","null","26","null",
"1500000US530330102002","Block Group 2, Census Tract 102, King County, Washington","895","null","180","null","677","179","null","null","35","null","40","null","0","null","12","null","146","102","null","null","0","12","null","null","8","null","12","null","29","null","26","null","8","null","12","null","21","null","22","null",
"1500000US530330102003","Block Group 3, Census Tract 102, King County, Washington","1295","null","229","null","491","166","null","null","187","null","91","null","0","null","12","null","503","188","null","null","0","12","null","null","43","null","52","null","71","null","52","null","0","null","12","null","71","null","52","null",
"1500000US530330102004","Block Group 4, Census Tract 102, King County, Washington","1137","null","204","null","888","206","null","null","121","null","74","null","5","null","8","null","60","35","null","null","0","12","null","null","7","null","12","null","56","null","43","null","0","null","12","null","56","null","43","null",
"1500000US530330103001","Block Group 1, Census Tract 103, King County, Washington","973","null","270","null","759","224","null","null","29","null","36","null","0","null","12","null","84","113","null","null","0","12","null","null","5","null","10","null","96","null","65","null","0","null","12","null","96","null","65","null",
"1500000US530330103002","Block Group 2, Census Tract 103, King County, Washington","1602","null","718","null","545","188","null","null","670","null","674","null","0","null","12","null","208","159","null","null","0","12","null","null","21","null","33","null","158","null","126","null","0","null","12","null","158","null","126","null",
"1500000US530330103003","Block Group 3, Census Tract 103, King County, Washington","1918","null","685","null","165","112","null","null","1221","null","662","null","0","null","12","null","498","352","null","null","14","39","null","null","0","null","12","null","20","null","40","null","0","null","12","null","20","null","40","null",
"1500000US530330103004","Block Group 4, Census Tract 103, King County, Washington","1624","null","392","null","669","181","null","null","304","null","227","null","0","null","12","null","503","256","null","null","0","12","null","null","0","null","12","null","148","null","76","null","0","null","12","null","148","null","76","null",
"1500000US530330103005","Block Group 5, Census Tract 103, King County, Washington","1188","null","265","null","850","237","null","null","104","null","87","null","59","null","82","null","127","103","null","null","0","12","null","null","0","null","12","null","48","null","44","null","0","null","12","null","48","null","44","null",
"1500000US530330104011","Block Group 1, Census Tract 104.01, King County, Washington","1072","null","264","null","341","161","null","null","174","null","137","null","0","null","12","null","382","181","null","null","0","12","null","null","133","null","160","null","42","null","43","null","0","null","12","null","42","null","43","null",
"1500000US530330104012","Block Group 2, Census Tract 104.01, King County, Washington","1977","null","323","null","490","193","null","null","270","null","172","null","0","null","12","null","1043","228","null","null","0","12","null","null","25","null","33","null","149","null","137","null","47","null","57","null","102","null","84","null",
"1500000US530330104013","Block Group 3, Census Tract 104.01, King County, Washington","1333","null","367","null","191","138","null","null","71","null","87","null","0","null","12","null","903","286","null","null","0","12","null","null","146","null","219","null","22","null","34","null","0","null","12","null","22","null","34","null",
"1500000US530330104021","Block Group 1, Census Tract 104.02, King County, Washington","1440","null","366","null","319","162","null","null","71","null","93","null","0","null","12","null","801","219","null","null","0","12","null","null","158","null","257","null","91","null","83","null","0","null","12","null","91","null","83","null",
"1500000US530330104022","Block Group 2, Census Tract 104.02, King County, Washington","1191","null","206","null","249","123","null","null","95","null","91","null","0","null","12","null","804","172","null","null","0","12","null","null","0","null","12","null","43","null","42","null","0","null","12","null","43","null","42","null",
"1500000US530330104023","Block Group 3, Census Tract 104.02, King County, Washington","847","null","257","null","295","126","null","null","27","null","43","null","0","null","12","null","350","161","null","null","0","12","null","null","81","null","126","null","94","null","60","null","30","null","46","null","64","null","39","null",
"1500000US530330104024","Block Group 4, Census Tract 104.02, King County, Washington","1455","null","292","null","558","195","null","null","68","null","24","null","0","null","12","null","599","237","null","null","0","12","null","null","24","null","46","null","206","null","93","null","0","null","12","null","206","null","93","null",
"1500000US530330105001","Block Group 1, Census Tract 105, King County, Washington","1124","null","231","null","780","211","null","null","42","null","54","null","33","null","52","null","269","179","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1500000US530330105002","Block Group 2, Census Tract 105, King County, Washington","1301","null","352","null","964","338","null","null","35","null","58","null","0","null","12","null","90","69","null","null","0","12","null","null","15","null","24","null","197","null","150","null","0","null","12","null","197","null","150","null",
"1500000US530330105003","Block Group 3, Census Tract 105, King County, Washington","1174","null","314","null","1174","314","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1500000US530330105004","Block Group 4, Census Tract 105, King County, Washington","2873","null","400","null","2221","407","null","null","95","null","147","null","18","null","29","null","309","152","null","null","0","12","null","null","0","null","12","null","230","null","154","null","0","null","12","null","230","null","154","null",
"1500000US530330105005","Block Group 5, Census Tract 105, King County, Washington","1831","null","318","null","1411","288","null","null","69","null","73","null","28","null","46","null","25","34","null","null","0","12","null","null","13","null","21","null","285","null","205","null","16","null","27","null","269","null","204","null",
"1500000US530330106001","Block Group 1, Census Tract 106, King County, Washington","1586","null","254","null","1307","207","null","null","0","null","12","null","0","null","12","null","116","84","null","null","0","12","null","null","0","null","12","null","163","null","110","null","0","null","12","null","163","null","110","null",
"1500000US530330106002","Block Group 2, Census Tract 106, King County, Washington","1223","null","301","null","810","211","null","null","108","null","123","null","0","null","12","null","95","107","null","null","0","12","null","null","159","null","220","null","51","null","61","null","0","null","12","null","51","null","61","null",
"1500000US530330106003","Block Group 3, Census Tract 106, King County, Washington","1621","null","306","null","1161","261","null","null","69","null","88","null","54","null","64","null","229","147","null","null","13","21","null","null","0","null","12","null","95","null","89","null","0","null","12","null","95","null","89","null",
"1500000US530330106004","Block Group 4, Census Tract 106, King County, Washington","1222","null","318","null","1109","293","null","null","1","null","2","null","0","null","12","null","39","59","null","null","0","12","null","null","0","null","12","null","73","null","89","null","0","null","12","null","73","null","89","null",
"1500000US530330106005","Block Group 5, Census Tract 106, King County, Washington","1653","null","272","null","1470","263","null","null","33","null","42","null","0","null","12","null","97","88","null","null","0","12","null","null","13","null","23","null","40","null","39","null","0","null","12","null","40","null","39","null",
"1500000US530330106006","Block Group 6, Census Tract 106, King County, Washington","1161","null","190","null","943","188","null","null","37","null","61","null","0","null","12","null","50","34","null","null","0","12","null","null","36","null","37","null","95","null","62","null","9","null","22","null","86","null","59","null",
"1500000US530330107011","Block Group 1, Census Tract 107.01, King County, Washington","2348","null","365","null","950","229","null","null","819","null","313","null","0","null","12","null","328","178","null","null","93","142","null","null","78","null","73","null","80","null","61","null","35","null","41","null","45","null","46","null",
"1500000US530330107012","Block Group 2, Census Tract 107.01, King County, Washington","1559","null","284","null","830","193","null","null","322","null","184","null","0","null","12","null","181","92","null","null","12","20","null","null","77","null","55","null","137","null","75","null","0","null","12","null","137","null","75","null",
"1500000US530330107021","Block Group 1, Census Tract 107.02, King County, Washington","1666","null","484","null","961","253","null","null","69","null","65","null","0","null","12","null","395","299","null","null","0","12","null","null","14","null","23","null","227","null","272","null","0","null","12","null","227","null","272","null",
"1500000US530330107022","Block Group 2, Census Tract 107.02, King County, Washington","1740","null","479","null","417","171","null","null","517","null","346","null","1","null","2","null","779","467","null","null","0","12","null","null","9","null","12","null","17","null","22","null","0","null","12","null","17","null","22","null",
"1500000US530330107023","Block Group 3, Census Tract 107.02, King County, Washington","1524","null","461","null","346","163","null","null","926","null","462","null","0","null","12","null","32","33","null","null","0","12","null","null","183","null","247","null","37","null","33","null","0","null","12","null","37","null","33","null",
"1500000US530330108001","Block Group 1, Census Tract 108, King County, Washington","1246","null","242","null","771","154","null","null","63","null","67","null","0","null","12","null","225","127","null","null","57","154","null","null","51","null","65","null","79","null","53","null","23","null","26","null","56","null","47","null",
"1500000US530330108002","Block Group 2, Census Tract 108, King County, Washington","1389","null","324","null","715","163","null","null","190","null","154","null","0","null","12","null","305","193","null","null","20","32","null","null","18","null","26","null","141","null","118","null","34","null","50","null","107","null","105","null",
"1500000US530330108003","Block Group 3, Census Tract 108, King County, Washington","2227","null","400","null","1053","191","null","null","311","null","169","null","0","null","12","null","605","218","null","null","23","29","null","null","29","null","28","null","206","null","150","null","24","null","34","null","182","null","143","null",
"1500000US530330109001","Block Group 1, Census Tract 109, King County, Washington","672","null","127","null","532","107","null","null","11","null","13","null","7","null","10","null","0","12","null","null","22","31","null","null","44","null","49","null","56","null","32","null","0","null","12","null","56","null","32","null",
"1500000US530330109002","Block Group 2, Census Tract 109, King County, Washington","443","null","123","null","338","93","null","null","63","null","73","null","0","null","12","null","23","23","null","null","0","12","null","null","9","null","13","null","10","null","14","null","0","null","12","null","10","null","14","null",
"1500000US530330110011","Block Group 1, Census Tract 110.01, King County, Washington","1268","null","282","null","317","142","null","null","97","null","120","null","0","null","12","null","814","241","null","null","0","12","null","null","0","null","12","null","40","null","48","null","0","null","12","null","40","null","48","null",
"1500000US530330110012","Block Group 2, Census Tract 110.01, King County, Washington","1121","null","334","null","243","96","null","null","258","null","225","null","10","null","15","null","487","208","null","null","23","52","null","null","11","null","26","null","89","null","81","null","0","null","12","null","89","null","81","null",
"1500000US530330110013","Block Group 3, Census Tract 110.01, King County, Washington","2388","null","359","null","217","94","null","null","1315","null","300","null","0","null","12","null","628","176","null","null","0","12","null","null","192","null","162","null","36","null","38","null","17","null","27","null","19","null","23","null",
"1500000US530330110021","Block Group 1, Census Tract 110.02, King County, Washington","972","null","244","null","117","84","null","null","147","null","117","null","57","null","88","null","482","152","null","null","0","12","null","null","86","null","108","null","83","null","106","null","0","null","12","null","83","null","106","null",
"1500000US530330110022","Block Group 2, Census Tract 110.02, King County, Washington","2541","null","487","null","195","95","null","null","1306","null","467","null","0","null","12","null","1029","286","null","null","0","12","null","null","0","null","12","null","11","null","18","null","0","null","12","null","11","null","18","null",
"1500000US530330110023","Block Group 3, Census Tract 110.02, King County, Washington","1252","null","298","null","135","79","null","null","70","null","69","null","34","null","54","null","1013","287","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1500000US530330111011","Block Group 1, Census Tract 111.01, King County, Washington","1009","null","314","null","233","119","null","null","526","null","270","null","0","null","12","null","184","171","null","null","9","15","null","null","7","null","12","null","50","null","60","null","0","null","12","null","50","null","60","null",
"1500000US530330111012","Block Group 2, Census Tract 111.01, King County, Washington","1640","null","401","null","599","207","null","null","112","null","89","null","0","null","12","null","772","383","null","null","33","37","null","null","10","null","15","null","114","null","60","null","0","null","12","null","114","null","60","null",
"1500000US530330111013","Block Group 3, Census Tract 111.01, King County, Washington","1564","null","371","null","310","143","null","null","439","null","312","null","11","null","16","null","700","354","null","null","0","12","null","null","0","null","12","null","104","null","72","null","0","null","12","null","104","null","72","null",
"1500000US530330111014","Block Group 4, Census Tract 111.01, King County, Washington","1333","null","337","null","185","116","null","null","200","null","163","null","10","null","17","null","814","253","null","null","15","27","null","null","73","null","116","null","36","null","48","null","0","null","12","null","36","null","48","null",
"1500000US530330111021","Block Group 1, Census Tract 111.02, King County, Washington","1322","null","233","null","1056","204","null","null","37","null","34","null","0","null","12","null","136","91","null","null","0","12","null","null","9","null","15","null","84","null","67","null","0","null","12","null","84","null","67","null",
"1500000US530330111022","Block Group 2, Census Tract 111.02, King County, Washington","1486","null","461","null","537","238","null","null","107","null","74","null","0","null","12","null","547","295","null","null","0","12","null","null","253","null","365","null","42","null","51","null","0","null","12","null","42","null","51","null",
"1500000US530330111023","Block Group 3, Census Tract 111.02, King County, Washington","922","null","310","null","156","116","null","null","119","null","70","null","0","null","12","null","293","235","null","null","0","12","null","null","204","null","191","null","150","null","169","null","0","null","12","null","150","null","169","null",
"1500000US530330111024","Block Group 4, Census Tract 111.02, King County, Washington","1017","null","351","null","542","246","null","null","63","null","42","null","0","null","12","null","101","65","null","null","0","12","null","null","161","null","212","null","150","null","112","null","0","null","12","null","150","null","112","null",
"1500000US530330112001","Block Group 1, Census Tract 112, King County, Washington","987","null","272","null","377","149","null","null","74","null","65","null","18","null","28","null","232","133","null","null","51","59","null","null","0","null","12","null","235","null","203","null","0","null","12","null","235","null","203","null",
"1500000US530330112002","Block Group 2, Census Tract 112, King County, Washington","851","null","237","null","447","138","null","null","56","null","73","null","58","null","90","null","118","113","null","null","0","12","null","null","153","null","192","null","19","null","32","null","0","null","12","null","19","null","32","null",
"1500000US530330112003","Block Group 3, Census Tract 112, King County, Washington","1867","null","425","null","987","423","null","null","125","null","125","null","0","null","12","null","84","83","null","null","119","117","null","null","420","null","355","null","132","null","93","null","0","null","12","null","132","null","93","null",
"1500000US530330113001","Block Group 1, Census Tract 113, King County, Washington","2266","null","611","null","1397","275","null","null","183","null","108","null","0","null","12","null","424","458","null","null","0","12","null","null","0","null","12","null","262","null","291","null","172","null","274","null","90","null","84","null",
"1500000US530330113002","Block Group 2, Census Tract 113, King County, Washington","1677","null","590","null","418","118","null","null","0","null","12","null","30","null","54","null","240","268","null","null","25","38","null","null","224","null","226","null","740","null","550","null","39","null","53","null","701","null","567","null",
"1500000US530330113003","Block Group 3, Census Tract 113, King County, Washington","1152","null","440","null","556","246","null","null","134","null","126","null","0","null","12","null","151","189","null","null","0","12","null","null","54","null","65","null","257","null","264","null","0","null","12","null","257","null","264","null",
"1500000US530330113004","Block Group 4, Census Tract 113, King County, Washington","747","null","155","null","550","148","null","null","32","null","57","null","17","null","27","null","0","12","null","null","0","12","null","null","28","null","46","null","120","null","116","null","0","null","12","null","120","null","116","null",
"1500000US530330113005","Block Group 5, Census Tract 113, King County, Washington","1131","null","326","null","465","170","null","null","54","null","85","null","11","null","19","null","327","238","null","null","1","4","null","null","132","null","188","null","141","null","105","null","16","null","26","null","125","null","111","null",
"1500000US530330114011","Block Group 1, Census Tract 114.01, King County, Washington","1389","null","264","null","811","212","null","null","149","null","136","null","0","null","12","null","289","134","null","null","0","12","null","null","23","null","37","null","117","null","117","null","0","null","12","null","117","null","117","null",
"1500000US530330114012","Block Group 2, Census Tract 114.01, King County, Washington","1568","null","286","null","669","222","null","null","430","null","213","null","0","null","12","null","156","109","null","null","10","17","null","null","162","null","240","null","141","null","72","null","10","null","15","null","131","null","71","null",
"1500000US530330114013","Block Group 3, Census Tract 114.01, King County, Washington","1390","null","230","null","835","180","null","null","150","null","104","null","33","null","43","null","132","77","null","null","0","12","null","null","172","null","230","null","68","null","61","null","0","null","12","null","68","null","61","null",
"1500000US530330114021","Block Group 1, Census Tract 114.02, King County, Washington","1400","null","271","null","719","241","null","null","27","null","25","null","8","null","12","null","315","144","null","null","37","49","null","null","175","null","170","null","119","null","77","null","0","null","12","null","119","null","77","null",
"1500000US530330114022","Block Group 2, Census Tract 114.02, King County, Washington","1478","null","343","null","610","205","null","null","217","null","180","null","0","null","12","null","128","78","null","null","0","12","null","null","330","null","246","null","193","null","140","null","0","null","12","null","193","null","140","null",
"1500000US530330114023","Block Group 3, Census Tract 114.02, King County, Washington","1438","null","323","null","778","193","null","null","233","null","225","null","0","null","12","null","217","133","null","null","12","20","null","null","131","null","189","null","67","null","66","null","0","null","12","null","67","null","66","null",
"1500000US530330115001","Block Group 1, Census Tract 115, King County, Washington","1622","null","296","null","1230","288","null","null","91","null","102","null","0","null","12","null","173","80","null","null","0","12","null","null","12","null","18","null","116","null","78","null","0","null","12","null","116","null","78","null",
"1500000US530330115002","Block Group 2, Census Tract 115, King County, Washington","1438","null","248","null","1168","251","null","null","85","null","45","null","0","null","12","null","139","76","null","null","0","12","null","null","8","null","12","null","38","null","31","null","0","null","12","null","38","null","31","null",
"1500000US530330115003","Block Group 3, Census Tract 115, King County, Washington","1449","null","252","null","1150","202","null","null","30","null","47","null","0","null","12","null","153","149","null","null","0","12","null","null","38","null","67","null","78","null","53","null","0","null","12","null","78","null","53","null",
"1500000US530330116001","Block Group 1, Census Tract 116, King County, Washington","1667","null","310","null","1623","308","null","null","0","null","12","null","0","null","12","null","25","41","null","null","0","12","null","null","0","null","12","null","19","null","31","null","0","null","12","null","19","null","31","null",
"1500000US530330116002","Block Group 2, Census Tract 116, King County, Washington","1037","null","225","null","955","232","null","null","38","null","31","null","0","null","12","null","28","44","null","null","0","12","null","null","16","null","26","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1500000US530330116003","Block Group 3, Census Tract 116, King County, Washington","1319","null","193","null","1286","194","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","33","null","38","null","0","null","12","null","33","null","38","null",
"1500000US530330116004","Block Group 4, Census Tract 116, King County, Washington","969","null","200","null","751","217","null","null","4","null","10","null","128","null","82","null","44","82","null","null","0","12","null","null","0","null","12","null","42","null","50","null","0","null","12","null","42","null","50","null",
"1500000US530330116005","Block Group 5, Census Tract 116, King County, Washington","1023","null","281","null","917","274","null","null","0","null","12","null","0","null","12","null","38","45","null","null","0","12","null","null","14","null","23","null","54","null","83","null","0","null","12","null","54","null","83","null",
"1500000US530330116006","Block Group 6, Census Tract 116, King County, Washington","1034","null","228","null","1003","230","null","null","29","null","47","null","1","null","3","null","1","3","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1500000US530330117001","Block Group 1, Census Tract 117, King County, Washington","1450","null","410","null","107","92","null","null","641","null","342","null","12","null","28","null","532","267","null","null","100","143","null","null","12","null","20","null","46","null","48","null","0","null","12","null","46","null","48","null",
"1500000US530330117002","Block Group 2, Census Tract 117, King County, Washington","1824","null","392","null","255","123","null","null","559","null","265","null","18","null","42","null","732","266","null","null","51","89","null","null","0","null","12","null","209","null","195","null","70","null","66","null","139","null","176","null",
"1500000US530330117003","Block Group 3, Census Tract 117, King County, Washington","1253","null","333","null","229","121","null","null","200","null","204","null","0","null","12","null","561","217","null","null","10","15","null","null","64","null","60","null","189","null","100","null","9","null","14","null","180","null","96","null",
"1500000US530330117004","Block Group 4, Census Tract 117, King County, Washington","852","null","253","null","299","146","null","null","56","null","50","null","0","null","12","null","406","214","null","null","0","12","null","null","31","null","51","null","60","null","46","null","0","null","12","null","60","null","46","null",
"1500000US530330118001","Block Group 1, Census Tract 118, King County, Washington","589","null","198","null","331","134","null","null","136","null","96","null","0","null","12","null","68","66","null","null","0","12","null","null","0","null","12","null","54","null","52","null","0","null","12","null","54","null","52","null",
"1500000US530330118002","Block Group 2, Census Tract 118, King County, Washington","973","null","450","null","488","180","null","null","252","null","200","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","233","null","312","null","0","null","12","null","233","null","312","null",
"1500000US530330118003","Block Group 3, Census Tract 118, King County, Washington","1102","null","371","null","351","171","null","null","43","null","45","null","17","null","27","null","483","330","null","null","21","33","null","null","0","null","12","null","187","null","146","null","0","null","12","null","187","null","146","null",
"1500000US530330118004","Block Group 4, Census Tract 118, King County, Washington","1681","null","612","null","83","51","null","null","1028","null","540","null","15","null","34","null","386","286","null","null","0","12","null","null","0","null","12","null","169","null","178","null","0","null","12","null","169","null","178","null",
"1500000US530330118005","Block Group 5, Census Tract 118, King County, Washington","1882","null","579","null","432","357","null","null","239","null","187","null","0","null","12","null","593","279","null","null","0","12","null","null","194","null","227","null","424","null","307","null","0","null","12","null","424","null","307","null",
"1500000US530330118006","Block Group 6, Census Tract 118, King County, Washington","2293","null","693","null","230","151","null","null","957","null","568","null","0","null","12","null","488","313","null","null","0","12","null","null","488","null","397","null","130","null","89","null","32","null","45","null","98","null","81","null",
"1500000US530330119001","Block Group 1, Census Tract 119, King County, Washington","2255","null","670","null","650","289","null","null","128","null","156","null","2","null","7","null","1053","544","null","null","0","12","null","null","0","null","12","null","422","null","286","null","0","null","12","null","422","null","286","null",
"1500000US530330119002","Block Group 2, Census Tract 119, King County, Washington","1312","null","395","null","735","260","null","null","255","null","252","null","22","null","39","null","251","189","null","null","0","12","null","null","0","null","12","null","49","null","56","null","0","null","12","null","49","null","56","null",
"1500000US530330119003","Block Group 3, Census Tract 119, King County, Washington","1213","null","503","null","331","146","null","null","479","null","280","null","89","null","144","null","229","297","null","null","0","12","null","null","22","null","36","null","63","null","69","null","0","null","12","null","63","null","69","null",
"1500000US530330119004","Block Group 4, Census Tract 119, King County, Washington","1847","null","573","null","283","203","null","null","760","null","471","null","0","null","12","null","744","381","null","null","0","12","null","null","25","null","43","null","35","null","41","null","0","null","12","null","35","null","41","null",
"1500000US530330119005","Block Group 5, Census Tract 119, King County, Washington","1022","null","273","null","467","168","null","null","151","null","114","null","0","null","12","null","381","270","null","null","0","12","null","null","0","null","12","null","23","null","38","null","0","null","12","null","23","null","38","null",
"1500000US530330120001","Block Group 1, Census Tract 120, King County, Washington","1203","null","230","null","907","200","null","null","0","null","12","null","51","null","79","null","60","40","null","null","0","12","null","null","42","null","60","null","143","null","115","null","26","null","43","null","117","null","107","null",
"1500000US530330120002","Block Group 2, Census Tract 120, King County, Washington","1136","null","220","null","1056","217","null","null","10","null","16","null","0","null","12","null","8","13","null","null","0","12","null","null","0","null","12","null","62","null","51","null","0","null","12","null","62","null","51","null",
"1500000US530330120003","Block Group 3, Census Tract 120, King County, Washington","1283","null","249","null","978","206","null","null","268","null","239","null","0","null","12","null","5","9","null","null","15","24","null","null","0","null","12","null","17","null","27","null","0","null","12","null","17","null","27","null",
"1500000US530330121001","Block Group 1, Census Tract 121, King County, Washington","1190","null","177","null","1069","163","null","null","21","null","27","null","0","null","12","null","19","24","null","null","0","12","null","null","13","null","20","null","68","null","61","null","35","null","52","null","33","null","30","null",
"1500000US530330121002","Block Group 2, Census Tract 121, King County, Washington","1470","null","195","null","1174","208","null","null","91","null","112","null","25","null","27","null","109","81","null","null","0","12","null","null","8","null","11","null","63","null","58","null","2","null","6","null","61","null","58","null",
"1500000US530330201001","Block Group 1, Census Tract 201, King County, Washington","1286","null","281","null","1021","258","null","null","65","null","55","null","43","null","58","null","70","51","null","null","0","12","null","null","23","null","24","null","64","null","42","null","25","null","26","null","39","null","34","null",
"1500000US530330201002","Block Group 2, Census Tract 201, King County, Washington","965","null","155","null","781","152","null","null","38","null","52","null","4","null","8","null","126","63","null","null","0","12","null","null","0","null","12","null","16","null","17","null","0","null","12","null","16","null","17","null",
"1500000US530330201003","Block Group 3, Census Tract 201, King County, Washington","1028","null","159","null","889","149","null","null","0","null","12","null","0","null","12","null","106","63","null","null","0","12","null","null","0","null","12","null","33","null","35","null","0","null","12","null","33","null","35","null",
"1500000US530330202001","Block Group 1, Census Tract 202, King County, Washington","944","null","212","null","807","198","null","null","0","null","12","null","0","null","12","null","97","78","null","null","0","12","null","null","0","null","12","null","40","null","61","null","0","null","12","null","40","null","61","null",
"1500000US530330202002","Block Group 2, Census Tract 202, King County, Washington","1157","null","240","null","1125","236","null","null","0","null","12","null","0","null","12","null","24","24","null","null","0","12","null","null","8","null","18","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1500000US530330202003","Block Group 3, Census Tract 202, King County, Washington","814","null","207","null","597","179","null","null","128","null","139","null","15","null","24","null","50","52","null","null","0","12","null","null","0","null","12","null","24","null","38","null","0","null","12","null","24","null","38","null",
"1500000US530330202004","Block Group 4, Census Tract 202, King County, Washington","1116","null","267","null","997","269","null","null","7","null","14","null","0","null","12","null","88","85","null","null","0","12","null","null","0","null","12","null","24","null","44","null","0","null","12","null","24","null","44","null",
"1500000US530330202005","Block Group 5, Census Tract 202, King County, Washington","1364","null","334","null","873","254","null","null","0","null","12","null","0","null","12","null","136","94","null","null","0","12","null","null","20","null","35","null","335","null","183","null","0","null","12","null","335","null","183","null",
"1500000US530330203001","Block Group 1, Census Tract 203, King County, Washington","1499","null","380","null","1093","353","null","null","0","null","12","null","0","null","12","null","277","169","null","null","0","12","null","null","17","null","28","null","112","null","125","null","0","null","12","null","112","null","125","null",
"1500000US530330203002","Block Group 2, Census Tract 203, King County, Washington","1185","null","355","null","939","281","null","null","56","null","139","null","0","null","12","null","99","125","null","null","0","12","null","null","36","null","49","null","55","null","51","null","0","null","12","null","55","null","51","null",
"1500000US530330203003","Block Group 3, Census Tract 203, King County, Washington","815","null","243","null","526","141","null","null","211","null","262","null","0","null","12","null","30","34","null","null","0","12","null","null","0","null","12","null","48","null","57","null","0","null","12","null","48","null","57","null",
"1500000US530330203004","Block Group 4, Census Tract 203, King County, Washington","1470","null","321","null","828","216","null","null","84","null","103","null","0","null","12","null","500","285","null","null","0","12","null","null","0","null","12","null","58","null","46","null","0","null","12","null","58","null","46","null",
"1500000US530330203005","Block Group 5, Census Tract 203, King County, Washington","2159","null","395","null","1415","272","null","null","159","null","158","null","0","null","12","null","273","132","null","null","243","377","null","null","69","null","115","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1500000US530330204011","Block Group 1, Census Tract 204.01, King County, Washington","1763","null","235","null","1174","178","null","null","164","null","193","null","36","null","37","null","218","116","null","null","0","12","null","null","0","null","12","null","171","null","104","null","0","null","12","null","171","null","104","null",
"1500000US530330204012","Block Group 2, Census Tract 204.01, King County, Washington","1120","null","207","null","794","167","null","null","55","null","92","null","13","null","19","null","205","117","null","null","0","12","null","null","0","null","12","null","53","null","43","null","0","null","12","null","53","null","43","null",
