"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008EA","B02001_008M","B02001_008MA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330105002","Block Group 2, Census Tract 105, King County, Washington","1212","352","null","null","837","285","null","null","36","58","null","null","0","12","null","null","83","null","62","null","0","12","null","null","15","26","null","null","241","null","163","null","0","12","null","null","241","null","163","null",
"1500000US530330105003","Block Group 3, Census Tract 105, King County, Washington","1141","344","null","null","1141","344","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null",
"1500000US530330105004","Block Group 4, Census Tract 105, King County, Washington","2253","345","null","null","1775","351","null","null","35","48","null","null","17","25","null","null","301","null","162","null","0","12","null","null","0","12","null","null","125","null","79","null","0","12","null","null","125","null","79","null",
"1500000US530330105005","Block Group 5, Census Tract 105, King County, Washington","1745","360","null","null","1478","327","null","null","50","60","null","null","0","12","null","null","58","null","50","null","0","12","null","null","12","18","null","null","147","null","151","null","18","28","null","null","129","null","149","null",
"1500000US530330106001","Block Group 1, Census Tract 106, King County, Washington","1542","230","null","null","1253","208","null","null","0","12","null","null","0","12","null","null","169","null","107","null","0","12","null","null","0","12","null","null","120","null","90","null","0","12","null","null","120","null","90","null",
"1500000US530330106002","Block Group 2, Census Tract 106, King County, Washington","1297","277","null","null","803","215","null","null","116","114","null","null","13","20","null","null","86","null","103","null","0","12","null","null","182","212","null","null","97","null","95","null","0","12","null","null","97","null","95","null",
"1500000US530330106003","Block Group 3, Census Tract 106, King County, Washington","1474","266","null","null","1070","216","null","null","66","79","null","null","55","69","null","null","177","null","115","null","16","25","null","null","0","12","null","null","90","null","93","null","0","12","null","null","90","null","93","null",
"1500000US530330106004","Block Group 4, Census Tract 106, King County, Washington","1273","309","null","null","1187","302","null","null","2","4","null","null","0","12","null","null","1","null","3","null","0","12","null","null","0","12","null","null","83","null","101","null","0","12","null","null","83","null","101","null",
"1500000US530330106005","Block Group 5, Census Tract 106, King County, Washington","1736","263","null","null","1546","252","null","null","36","48","null","null","0","12","null","null","88","null","83","null","0","12","null","null","15","23","null","null","51","null","43","null","0","12","null","null","51","null","43","null",
"1500000US530330106006","Block Group 6, Census Tract 106, King County, Washington","1006","172","null","null","805","186","null","null","33","59","null","null","0","12","null","null","47","null","42","null","0","12","null","null","35","40","null","null","86","null","66","null","0","12","null","null","86","null","66","null",
"1500000US530330107011","Block Group 1, Census Tract 107.01, King County, Washington","2291","287","null","null","966","186","null","null","825","304","null","null","0","12","null","null","265","null","146","null","127","137","null","null","39","48","null","null","69","null","54","null","14","18","null","null","55","null","52","null",
"1500000US530330107012","Block Group 2, Census Tract 107.01, King County, Washington","1445","258","null","null","761","216","null","null","381","152","null","null","0","12","null","null","142","null","99","null","0","12","null","null","86","54","null","null","75","null","48","null","0","12","null","null","75","null","48","null",
"1500000US530330107021","Block Group 1, Census Tract 107.02, King County, Washington","1380","332","null","null","780","215","null","null","72","98","null","null","0","12","null","null","312","null","211","null","0","12","null","null","21","25","null","null","195","null","208","null","0","12","null","null","195","null","208","null",
"1500000US530330107022","Block Group 2, Census Tract 107.02, King County, Washington","1527","367","null","null","379","170","null","null","607","269","null","null","0","12","null","null","458","null","276","null","0","12","null","null","10","16","null","null","73","null","73","null","0","12","null","null","73","null","73","null",
"1500000US530330107023","Block Group 3, Census Tract 107.02, King County, Washington","1693","503","null","null","355","161","null","null","1090","490","null","null","0","12","null","null","43","null","40","null","0","12","null","null","167","220","null","null","38","null","33","null","0","12","null","null","38","null","33","null",
"1500000US530330108001","Block Group 1, Census Tract 108, King County, Washington","1323","296","null","null","708","160","null","null","146","116","null","null","0","12","null","null","261","null","153","null","71","145","null","null","60","75","null","null","77","null","53","null","31","32","null","null","46","null","40","null",
"1500000US530330108002","Block Group 2, Census Tract 108, King County, Washington","1363","364","null","null","610","146","null","null","214","170","null","null","0","12","null","null","327","null","234","null","15","25","null","null","33","36","null","null","164","null","114","null","61","66","null","null","103","null","95","null",
"1500000US530330108003","Block Group 3, Census Tract 108, King County, Washington","2284","433","null","null","1212","255","null","null","178","136","null","null","0","12","null","null","590","null","197","null","23","29","null","null","32","39","null","null","249","null","182","null","0","12","null","null","249","null","182","null",
"1500000US530330109001","Block Group 1, Census Tract 109, King County, Washington","661","106","null","null","540","97","null","null","9","14","null","null","6","8","null","null","0","null","12","null","18","27","null","null","50","60","null","null","38","null","32","null","0","12","null","null","38","null","32","null",
"1500000US530330109002","Block Group 2, Census Tract 109, King County, Washington","384","89","null","null","309","88","null","null","9","13","null","null","0","12","null","null","27","null","30","null","0","12","null","null","12","16","null","null","27","null","22","null","0","12","null","null","27","null","22","null",
"1500000US530330110011","Block Group 1, Census Tract 110.01, King County, Washington","1299","285","null","null","372","167","null","null","124","123","null","null","0","12","null","null","791","null","285","null","0","12","null","null","0","12","null","null","12","null","22","null","0","12","null","null","12","null","22","null",
"1500000US530330110012","Block Group 2, Census Tract 110.01, King County, Washington","1089","337","null","null","230","87","null","null","232","191","null","null","9","15","null","null","514","null","212","null","22","50","null","null","11","25","null","null","71","null","70","null","0","12","null","null","71","null","70","null",
"1500000US530330110013","Block Group 3, Census Tract 110.01, King County, Washington","2309","471","null","null","209","98","null","null","1257","454","null","null","0","12","null","null","661","null","200","null","0","12","null","null","167","177","null","null","15","null","20","null","0","12","null","null","15","null","20","null",
"1500000US530330110021","Block Group 1, Census Tract 110.02, King County, Washington","1038","231","null","null","174","73","null","null","143","136","null","null","61","78","null","null","527","null","187","null","37","61","null","null","27","24","null","null","69","null","92","null","0","12","null","null","69","null","92","null",
"1500000US530330110022","Block Group 2, Census Tract 110.02, King County, Washington","2843","563","null","null","140","76","null","null","1576","549","null","null","0","12","null","null","1127","null","223","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null",
"1500000US530330110023","Block Group 3, Census Tract 110.02, King County, Washington","1076","315","null","null","119","79","null","null","31","49","null","null","43","63","null","null","883","null","300","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null",
"1500000US530330111011","Block Group 1, Census Tract 111.01, King County, Washington","1122","290","null","null","264","145","null","null","588","230","null","null","25","39","null","null","98","null","110","null","8","13","null","null","8","12","null","null","131","null","104","null","0","12","null","null","131","null","104","null",
"1500000US530330111012","Block Group 2, Census Tract 111.01, King County, Washington","1503","445","null","null","563","178","null","null","145","120","null","null","0","12","null","null","717","null","403","null","9","15","null","null","10","15","null","null","59","null","41","null","0","12","null","null","59","null","41","null",
"1500000US530330111013","Block Group 3, Census Tract 111.01, King County, Washington","1201","377","null","null","198","72","null","null","174","165","null","null","11","16","null","null","611","null","286","null","0","12","null","null","0","12","null","null","207","null","119","null","0","12","null","null","207","null","119","null",
"1500000US530330111014","Block Group 4, Census Tract 111.01, King County, Washington","1624","537","null","null","190","136","null","null","462","418","null","null","13","20","null","null","849","null","262","null","32","52","null","null","65","104","null","null","13","null","14","null","0","12","null","null","13","null","14","null",
"1500000US530330111021","Block Group 1, Census Tract 111.02, King County, Washington","1170","237","null","null","979","214","null","null","29","32","null","null","0","12","null","null","78","null","51","null","0","12","null","null","15","22","null","null","69","null","60","null","0","12","null","null","69","null","60","null",
"1500000US530330111022","Block Group 2, Census Tract 111.02, King County, Washington","1203","373","null","null","378","158","null","null","146","124","null","null","0","12","null","null","391","null","261","null","0","12","null","null","191","274","null","null","97","null","75","null","0","12","null","null","97","null","75","null",
"1500000US530330111023","Block Group 3, Census Tract 111.02, King County, Washington","1050","343","null","null","115","75","null","null","253","158","null","null","0","12","null","null","309","null","211","null","0","12","null","null","173","149","null","null","200","null","232","null","0","12","null","null","200","null","232","null",
"1500000US530330111024","Block Group 4, Census Tract 111.02, King County, Washington","1057","399","null","null","494","196","null","null","45","37","null","null","6","10","null","null","325","null","354","null","0","12","null","null","108","168","null","null","79","null","50","null","0","12","null","null","79","null","50","null",
"1500000US530330112001","Block Group 1, Census Tract 112, King County, Washington","1138","288","null","null","511","215","null","null","67","67","null","null","17","28","null","null","228","null","147","null","52","61","null","null","0","12","null","null","263","null","222","null","0","12","null","null","263","null","222","null",
"1500000US530330112002","Block Group 2, Census Tract 112, King County, Washington","740","249","null","null","405","162","null","null","58","69","null","null","0","12","null","null","64","null","71","null","0","12","null","null","153","177","null","null","60","null","70","null","10","15","null","null","50","null","57","null",
"1500000US530330112003","Block Group 3, Census Tract 112, King County, Washington","1841","434","null","null","781","361","null","null","75","62","null","null","0","12","null","null","70","null","69","null","104","117","null","null","372","293","null","null","439","null","433","null","9","20","null","null","430","null","432","null",
"1500000US530330113001","Block Group 1, Census Tract 113, King County, Washington","2234","482","null","null","1355","257","null","null","244","115","null","null","0","12","null","null","347","null","382","null","0","12","null","null","0","12","null","null","288","null","290","null","182","284","null","null","106","null","109","null",
"1500000US530330113002","Block Group 2, Census Tract 113, King County, Washington","1459","607","null","null","439","129","null","null","0","12","null","null","27","48","null","null","211","null","192","null","17","29","null","null","86","110","null","null","679","null","532","null","39","52","null","null","640","null","539","null",
"1500000US530330113003","Block Group 3, Census Tract 113, King County, Washington","984","407","null","null","550","249","null","null","86","106","null","null","0","12","null","null","117","null","131","null","0","12","null","null","15","25","null","null","216","null","212","null","0","12","null","null","216","null","212","null",
"1500000US530330113004","Block Group 4, Census Tract 113, King County, Washington","913","227","null","null","607","183","null","null","31","57","null","null","14","23","null","null","84","null","113","null","0","12","null","null","32","57","null","null","145","null","125","null","0","12","null","null","145","null","125","null",
"1500000US530330113005","Block Group 5, Census Tract 113, King County, Washington","1464","505","null","null","503","181","null","null","42","64","null","null","12","19","null","null","662","null","486","null","1","4","null","null","118","186","null","null","126","null","105","null","0","12","null","null","126","null","105","null",
"1500000US530330114011","Block Group 1, Census Tract 114.01, King County, Washington","1364","266","null","null","718","209","null","null","127","122","null","null","0","12","null","null","284","null","118","null","0","12","null","null","69","71","null","null","166","null","138","null","0","12","null","null","166","null","138","null",
"1500000US530330114012","Block Group 2, Census Tract 114.01, King County, Washington","1366","271","null","null","616","207","null","null","396","193","null","null","0","12","null","null","105","null","79","null","7","12","null","null","140","204","null","null","102","null","65","null","8","12","null","null","94","null","64","null",
"1500000US530330114013","Block Group 3, Census Tract 114.01, King County, Washington","1523","277","null","null","801","186","null","null","305","207","null","null","29","38","null","null","100","null","80","null","0","12","null","null","186","245","null","null","102","null","69","null","0","12","null","null","102","null","69","null",
"1500000US530330114021","Block Group 1, Census Tract 114.02, King County, Washington","1426","248","null","null","622","228","null","null","41","33","null","null","42","56","null","null","322","null","154","null","116","94","null","null","165","163","null","null","118","null","72","null","0","12","null","null","118","null","72","null",
"1500000US530330114022","Block Group 2, Census Tract 114.02, King County, Washington","1480","342","null","null","783","202","null","null","186","158","null","null","36","59","null","null","77","null","56","null","0","12","null","null","238","205","null","null","160","null","116","null","0","12","null","null","160","null","116","null",
"1500000US530330114023","Block Group 3, Census Tract 114.02, King County, Washington","1465","238","null","null","939","211","null","null","226","184","null","null","12","19","null","null","168","null","91","null","0","12","null","null","103","162","null","null","17","null","19","null","0","12","null","null","17","null","19","null",
"1500000US530330115001","Block Group 1, Census Tract 115, King County, Washington","1526","272","null","null","1201","278","null","null","118","125","null","null","0","12","null","null","128","null","87","null","0","12","null","null","10","15","null","null","69","null","40","null","26","28","null","null","43","null","31","null",
"1500000US530330115002","Block Group 2, Census Tract 115, King County, Washington","1449","264","null","null","1180","262","null","null","62","39","null","null","0","12","null","null","146","null","80","null","0","12","null","null","19","15","null","null","42","null","37","null","0","12","null","null","42","null","37","null",
"1500000US530330115003","Block Group 3, Census Tract 115, King County, Washington","1446","229","null","null","1098","201","null","null","32","49","null","null","0","12","null","null","129","null","131","null","0","12","null","null","68","99","null","null","119","null","75","null","0","12","null","null","119","null","75","null",
"1500000US530330116001","Block Group 1, Census Tract 116, King County, Washington","1485","311","null","null","1443","308","null","null","0","12","null","null","0","12","null","null","24","null","39","null","0","12","null","null","0","12","null","null","18","null","28","null","0","12","null","null","18","null","28","null",
"1500000US530330116002","Block Group 2, Census Tract 116, King County, Washington","1067","194","null","null","983","195","null","null","33","36","null","null","0","12","null","null","22","null","37","null","0","12","null","null","29","33","null","null","0","null","12","null","0","12","null","null","0","null","12","null",
"1500000US530330116003","Block Group 3, Census Tract 116, King County, Washington","1341","220","null","null","1162","200","null","null","0","12","null","null","0","12","null","null","66","null","66","null","0","12","null","null","0","12","null","null","113","null","125","null","0","12","null","null","113","null","125","null",
"1500000US530330116004","Block Group 4, Census Tract 116, King County, Washington","1005","226","null","null","750","198","null","null","0","12","null","null","117","66","null","null","32","null","66","null","0","12","null","null","0","12","null","null","106","null","120","null","0","12","null","null","106","null","120","null",
"1500000US530330116005","Block Group 5, Census Tract 116, King County, Washington","968","313","null","null","812","276","null","null","0","12","null","null","0","12","null","null","64","null","94","null","0","12","null","null","14","23","null","null","78","null","75","null","0","12","null","null","78","null","75","null",
"1500000US530330116006","Block Group 6, Census Tract 116, King County, Washington","1033","199","null","null","996","209","null","null","1","3","null","null","1","3","null","null","2","null","4","null","0","12","null","null","0","12","null","null","33","null","51","null","0","12","null","null","33","null","51","null",
"1500000US530330117001","Block Group 1, Census Tract 117, King County, Washington","1446","447","null","null","80","75","null","null","697","301","null","null","11","25","null","null","455","null","267","null","158","207","null","null","0","12","null","null","45","null","55","null","0","12","null","null","45","null","55","null",
"1500000US530330117002","Block Group 2, Census Tract 117, King County, Washington","1610","371","null","null","312","173","null","null","334","213","null","null","16","38","null","null","648","null","267","null","60","95","null","null","40","62","null","null","200","null","191","null","55","57","null","null","145","null","182","null",
"1500000US530330117003","Block Group 3, Census Tract 117, King County, Washington","1815","473","null","null","228","123","null","null","394","291","null","null","0","12","null","null","684","null","255","null","7","12","null","null","38","47","null","null","464","null","402","null","8","14","null","null","456","null","403","null",
"1500000US530330117004","Block Group 4, Census Tract 117, King County, Washington","808","260","null","null","303","135","null","null","42","38","null","null","0","12","null","null","377","null","219","null","0","12","null","null","30","53","null","null","56","null","45","null","0","12","null","null","56","null","45","null",
"1500000US530330118001","Block Group 1, Census Tract 118, King County, Washington","427","119","null","null","295","103","null","null","81","71","null","null","0","12","null","null","0","null","12","null","0","12","null","null","37","58","null","null","14","null","22","null","0","12","null","null","14","null","22","null",
"1500000US530330118002","Block Group 2, Census Tract 118, King County, Washington","984","450","null","null","462","184","null","null","169","128","null","null","0","12","null","null","145","null","215","null","0","12","null","null","0","12","null","null","208","null","297","null","0","12","null","null","208","null","297","null",
"1500000US530330118003","Block Group 3, Census Tract 118, King County, Washington","1021","316","null","null","467","282","null","null","29","37","null","null","18","27","null","null","378","null","256","null","0","12","null","null","0","12","null","null","129","null","98","null","0","12","null","null","129","null","98","null",
"1500000US530330118004","Block Group 4, Census Tract 118, King County, Washington","1508","441","null","null","151","96","null","null","793","356","null","null","15","34","null","null","402","null","270","null","0","12","null","null","0","12","null","null","147","null","145","null","0","12","null","null","147","null","145","null",
"1500000US530330118005","Block Group 5, Census Tract 118, King County, Washington","2032","581","null","null","507","338","null","null","344","225","null","null","0","12","null","null","657","null","309","null","0","12","null","null","183","222","null","null","341","null","268","null","0","12","null","null","341","null","268","null",
"1500000US530330118006","Block Group 6, Census Tract 118, King County, Washington","2443","650","null","null","232","157","null","null","1186","592","null","null","18","28","null","null","464","null","311","null","0","12","null","null","452","440","null","null","91","null","67","null","28","42","null","null","63","null","50","null",
"1500000US530330119001","Block Group 1, Census Tract 119, King County, Washington","1946","556","null","null","482","188","null","null","136","136","null","null","3","6","null","null","1110","null","517","null","24","39","null","null","0","12","null","null","191","null","235","null","0","12","null","null","191","null","235","null",
"1500000US530330119002","Block Group 2, Census Tract 119, King County, Washington","1526","466","null","null","765","222","null","null","221","186","null","null","0","12","null","null","269","null","220","null","257","356","null","null","0","12","null","null","14","null","22","null","0","12","null","null","14","null","22","null",
"1500000US530330119003","Block Group 3, Census Tract 119, King County, Washington","1494","542","null","null","286","138","null","null","513","277","null","null","103","160","null","null","485","null","466","null","0","12","null","null","47","55","null","null","60","null","57","null","0","12","null","null","60","null","57","null",
"1500000US530330119004","Block Group 4, Census Tract 119, King County, Washington","1331","464","null","null","199","173","null","null","769","410","null","null","0","12","null","null","346","null","228","null","0","12","null","null","0","12","null","null","17","null","27","null","0","12","null","null","17","null","27","null",
"1500000US530330119005","Block Group 5, Census Tract 119, King County, Washington","1300","379","null","null","469","172","null","null","208","174","null","null","0","12","null","null","537","null","380","null","0","12","null","null","0","12","null","null","86","null","74","null","0","12","null","null","86","null","74","null",
"1500000US530330120001","Block Group 1, Census Tract 120, King County, Washington","1208","218","null","null","890","177","null","null","0","12","null","null","99","101","null","null","50","null","38","null","0","12","null","null","60","85","null","null","109","null","95","null","30","46","null","null","79","null","84","null",
"1500000US530330120002","Block Group 2, Census Tract 120, King County, Washington","947","190","null","null","839","176","null","null","0","12","null","null","0","12","null","null","21","null","24","null","0","12","null","null","0","12","null","null","87","null","63","null","0","12","null","null","87","null","63","null",
"1500000US530330120003","Block Group 3, Census Tract 120, King County, Washington","1460","269","null","null","1148","238","null","null","260","230","null","null","0","12","null","null","8","null","15","null","23","38","null","null","0","12","null","null","21","null","24","null","0","12","null","null","21","null","24","null",
"1500000US530330121001","Block Group 1, Census Tract 121, King County, Washington","986","145","null","null","824","137","null","null","16","22","null","null","0","12","null","null","10","null","16","null","0","12","null","null","74","79","null","null","62","null","59","null","0","12","null","null","62","null","59","null",
"1500000US530330121002","Block Group 2, Census Tract 121, King County, Washington","1677","186","null","null","1287","207","null","null","82","104","null","null","26","25","null","null","58","null","42","null","117","161","null","null","28","34","null","null","79","null","52","null","1","3","null","null","78","null","52","null",
"1500000US530330201001","Block Group 1, Census Tract 201, King County, Washington","1366","242","null","null","1104","234","null","null","71","60","null","null","8","17","null","null","89","null","57","null","0","12","null","null","17","20","null","null","77","null","56","null","19","22","null","null","58","null","53","null",
"1500000US530330201002","Block Group 2, Census Tract 201, King County, Washington","881","138","null","null","714","113","null","null","34","47","null","null","4","7","null","null","112","null","64","null","0","12","null","null","0","12","null","null","17","null","18","null","0","12","null","null","17","null","18","null",
"1500000US530330201003","Block Group 3, Census Tract 201, King County, Washington","925","143","null","null","819","145","null","null","0","12","null","null","0","12","null","null","94","null","53","null","0","12","null","null","0","12","null","null","12","null","23","null","0","12","null","null","12","null","23","null",
"1500000US530330202001","Block Group 1, Census Tract 202, King County, Washington","1107","301","null","null","833","259","null","null","0","12","null","null","0","12","null","null","229","null","195","null","0","12","null","null","0","12","null","null","45","null","74","null","0","12","null","null","45","null","74","null",
"1500000US530330202002","Block Group 2, Census Tract 202, King County, Washington","1197","277","null","null","1123","257","null","null","0","12","null","null","0","12","null","null","22","null","23","null","0","12","null","null","52","73","null","null","0","null","12","null","0","12","null","null","0","null","12","null",
"1500000US530330202003","Block Group 3, Census Tract 202, King County, Washington","806","192","null","null","662","177","null","null","58","94","null","null","14","23","null","null","48","null","45","null","0","12","null","null","0","12","null","null","24","null","38","null","0","12","null","null","24","null","38","null",
"1500000US530330202004","Block Group 4, Census Tract 202, King County, Washington","955","272","null","null","824","261","null","null","15","22","null","null","0","12","null","null","71","null","77","null","0","12","null","null","0","12","null","null","45","null","56","null","0","12","null","null","45","null","56","null",
"1500000US530330202005","Block Group 5, Census Tract 202, King County, Washington","1124","284","null","null","766","233","null","null","0","12","null","null","0","12","null","null","102","null","86","null","0","12","null","null","4","20","null","null","252","null","159","null","0","12","null","null","252","null","159","null",
"1500000US530330203001","Block Group 1, Census Tract 203, King County, Washington","1460","331","null","null","1063","337","null","null","0","12","null","null","0","12","null","null","280","null","164","null","0","12","null","null","16","26","null","null","101","null","104","null","0","12","null","null","101","null","104","null",
"1500000US530330203002","Block Group 2, Census Tract 203, King County, Washington","1060","329","null","null","798","285","null","null","45","67","null","null","0","12","null","null","109","null","137","null","0","12","null","null","40","46","null","null","68","null","61","null","0","12","null","null","68","null","61","null",
"1500000US530330203003","Block Group 3, Census Tract 203, King County, Washington","877","268","null","null","507","183","null","null","270","309","null","null","48","75","null","null","29","null","33","null","0","12","null","null","0","12","null","null","23","null","36","null","0","12","null","null","23","null","36","null",
"1500000US530330203004","Block Group 4, Census Tract 203, King County, Washington","1625","347","null","null","915","243","null","null","60","75","null","null","0","12","null","null","604","null","281","null","0","12","null","null","0","12","null","null","46","null","40","null","0","12","null","null","46","null","40","null",
"1500000US530330203005","Block Group 5, Census Tract 203, King County, Washington","2043","361","null","null","1278","253","null","null","209","135","null","null","0","12","null","null","225","null","129","null","0","12","null","null","283","336","null","null","48","null","76","null","0","12","null","null","48","null","76","null",
"1500000US530330204011","Block Group 1, Census Tract 204.01, King County, Washington","1880","248","null","null","1437","263","null","null","108","80","null","null","56","48","null","null","194","null","96","null","0","12","null","null","0","12","null","null","85","null","60","null","0","12","null","null","85","null","60","null",
"1500000US530330204012","Block Group 2, Census Tract 204.01, King County, Washington","1038","200","null","null","826","184","null","null","48","83","null","null","7","11","null","null","88","null","96","null","0","12","null","null","0","12","null","null","69","null","52","null","0","12","null","null","69","null","52","null",
"1500000US530330204013","Block Group 3, Census Tract 204.01, King County, Washington","674","141","null","null","528","144","null","null","18","29","null","null","17","22","null","null","87","null","64","null","0","12","null","null","0","12","null","null","24","null","26","null","0","12","null","null","24","null","26","null",
"1500000US530330204021","Block Group 1, Census Tract 204.02, King County, Washington","1536","444","null","null","1026","340","null","null","0","12","null","null","0","12","null","null","316","null","181","null","0","12","null","null","0","12","null","null","194","null","123","null","17","27","null","null","177","null","123","null",
"1500000US530330204022","Block Group 2, Census Tract 204.02, King County, Washington","1026","197","null","null","914","218","null","null","0","12","null","null","0","12","null","null","73","null","60","null","0","12","null","null","17","26","null","null","22","null","35","null","0","12","null","null","22","null","35","null",
"1500000US530330204023","Block Group 3, Census Tract 204.02, King County, Washington","711","358","null","null","370","101","null","null","0","12","null","null","0","12","null","null","93","null","96","null","0","12","null","null","219","347","null","null","29","null","50","null","0","12","null","null","29","null","50","null",
"1500000US530330204024","Block Group 4, Census Tract 204.02, King County, Washington","1165","277","null","null","1112","285","null","null","0","12","null","null","0","12","null","null","26","null","31","null","0","12","null","null","0","12","null","null","27","null","41","null","0","12","null","null","27","null","41","null",
"1500000US530330204025","Block Group 5, Census Tract 204.02, King County, Washington","1163","328","null","null","899","304","null","null","53","80","null","null","3","7","null","null","47","null","43","null","0","12","null","null","48","76","null","null","113","null","172","null","54","85","null","null","59","null","88","null",
"1500000US530330205001","Block Group 1, Census Tract 205, King County, Washington","1763","416","null","null","1200","371","null","null","15","24","null","null","94","137","null","null","269","null","140","null","25","39","null","null","56","51","null","null","104","null","80","null","0","12","null","null","104","null","80","null",
"1500000US530330205002","Block Group 2, Census Tract 205, King County, Washington","997","247","null","null","730","260","null","null","34","39","null","null","0","12","null","null","118","null","93","null","18","28","null","null","43","69","null","null","54","null","55","null","0","12","null","null","54","null","55","null",
"1500000US530330205003","Block Group 3, Census Tract 205, King County, Washington","893","215","null","null","716","196","null","null","0","12","null","null","0","12","null","null","131","null","127","null","0","12","null","null","0","12","null","null","46","null","53","null","20","33","null","null","26","null","42","null",
"1500000US530330205004","Block Group 4, Census Tract 205, King County, Washington","840","265","null","null","639","253","null","null","0","12","null","null","0","12","null","null","144","null","96","null","0","12","null","null","0","12","null","null","57","null","81","null","0","12","null","null","57","null","81","null",
"1500000US530330205005","Block Group 5, Census Tract 205, King County, Washington","1451","391","null","null","812","235","null","null","57","94","null","null","40","59","null","null","153","null","161","null","0","12","null","null","367","416","null","null","22","null","32","null","17","29","null","null","5","null","12","null",
"1500000US530330205006","Block Group 6, Census Tract 205, King County, Washington","664","177","null","null","401","185","null","null","112","125","null","null","0","12","null","null","107","null","101","null","0","12","null","null","19","29","null","null","25","null","27","null","12","19","null","null","13","null","21","null",
"1500000US530330206001","Block Group 1, Census Tract 206, King County, Washington","942","199","null","null","599","165","null","null","64","117","null","null","35","42","null","null","142","null","148","null","22","40","null","null","34","54","null","null","46","null","43","null","0","12","null","null","46","null","43","null",
"1500000US530330206002","Block Group 2, Census Tract 206, King County, Washington","875","178","null","null","719","168","null","null","41","70","null","null","0","12","null","null","51","null","40","null","0","12","null","null","36","59","null","null","28","null","28","null","0","12","null","null","28","null","28","null",
"1500000US530330206003","Block Group 3, Census Tract 206, King County, Washington","1012","232","null","null","654","185","null","null","135","147","null","null","0","12","null","null","191","null","112","null","9","15","null","null","0","12","null","null","23","null","41","null","0","12","null","null","23","null","41","null",
"1500000US530330206004","Block Group 4, Census Tract 206, King County, Washington","862","226","null","null","503","194","null","null","33","77","null","null","0","12","null","null","275","null","140","null","0","12","null","null","0","12","null","null","51","null","51","null","0","12","null","null","51","null","51","null",
"1500000US530330207001","Block Group 1, Census Tract 207, King County, Washington","1006","201","null","null","736","196","null","null","56","57","null","null","8","14","null","null","115","null","85","null","0","12","null","null","66","70","null","null","25","null","39","null","0","12","null","null","25","null","39","null",
"1500000US530330207002","Block Group 2, Census Tract 207, King County, Washington","1570","240","null","null","800","241","null","null","97","101","null","null","0","12","null","null","365","null","209","null","0","12","null","null","207","229","null","null","101","null","79","null","0","12","null","null","101","null","79","null",
