"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008EA","B02001_008M","B02001_008MA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330228031","Block Group 1, Census Tract 228.03, King County, Washington","707","235","null","null","91","92","null","null","0","12","null","null","0","12","null","null","508","null","199","null","0","12","null","null","17","26","null","null","91","null","92","null","0","12","null","null","91","null","92","null",
"1500000US530330228032","Block Group 2, Census Tract 228.03, King County, Washington","2810","455","null","null","1223","305","null","null","24","37","null","null","16","26","null","null","1350","null","350","null","64","102","null","null","20","32","null","null","113","null","106","null","0","12","null","null","113","null","106","null",
"1500000US530330228033","Block Group 3, Census Tract 228.03, King County, Washington","2039","400","null","null","816","327","null","null","25","32","null","null","0","12","null","null","984","null","286","null","45","74","null","null","71","120","null","null","98","null","89","null","0","12","null","null","98","null","89","null",
"1500000US530330229011","Block Group 1, Census Tract 229.01, King County, Washington","1729","266","null","null","1299","250","null","null","15","22","null","null","0","12","null","null","384","null","143","null","0","12","null","null","0","12","null","null","31","null","32","null","0","12","null","null","31","null","32","null",
"1500000US530330229012","Block Group 2, Census Tract 229.01, King County, Washington","1234","183","null","null","709","166","null","null","37","50","null","null","0","12","null","null","441","null","126","null","0","12","null","null","0","12","null","null","47","null","46","null","0","12","null","null","47","null","46","null",
"1500000US530330229021","Block Group 1, Census Tract 229.02, King County, Washington","1990","392","null","null","1156","400","null","null","0","12","null","null","0","12","null","null","744","null","265","null","0","12","null","null","32","40","null","null","58","null","53","null","17","26","null","null","41","null","47","null",
"1500000US530330229022","Block Group 2, Census Tract 229.02, King County, Washington","813","184","null","null","536","160","null","null","61","99","null","null","0","12","null","null","216","null","159","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null",
"1500000US530330229023","Block Group 3, Census Tract 229.02, King County, Washington","751","262","null","null","573","250","null","null","4","9","null","null","0","12","null","null","174","null","133","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null",
"1500000US530330229024","Block Group 4, Census Tract 229.02, King County, Washington","1529","345","null","null","878","223","null","null","0","12","null","null","0","12","null","null","547","null","287","null","0","12","null","null","11","20","null","null","93","null","67","null","13","21","null","null","80","null","64","null",
"1500000US530330229025","Block Group 5, Census Tract 229.02, King County, Washington","1407","271","null","null","990","273","null","null","0","12","null","null","0","12","null","null","363","null","147","null","0","12","null","null","0","12","null","null","54","null","79","null","0","12","null","null","54","null","79","null",
"1500000US530330230001","Block Group 1, Census Tract 230, King County, Washington","1511","233","null","null","1264","215","null","null","36","34","null","null","12","18","null","null","113","null","73","null","0","12","null","null","16","26","null","null","70","null","50","null","0","12","null","null","70","null","50","null",
"1500000US530330230002","Block Group 2, Census Tract 230, King County, Washington","1306","245","null","null","888","240","null","null","49","59","null","null","0","12","null","null","304","null","132","null","1","3","null","null","22","34","null","null","42","null","34","null","0","12","null","null","42","null","34","null",
"1500000US530330230003","Block Group 3, Census Tract 230, King County, Washington","1228","265","null","null","846","270","null","null","26","39","null","null","10","15","null","null","284","null","155","null","0","12","null","null","9","14","null","null","53","null","51","null","0","12","null","null","53","null","51","null",
"1500000US530330230004","Block Group 4, Census Tract 230, King County, Washington","1134","190","null","null","867","181","null","null","0","12","null","null","0","12","null","null","181","null","93","null","0","12","null","null","17","19","null","null","69","null","60","null","18","27","null","null","51","null","52","null",
"1500000US530330231001","Block Group 1, Census Tract 231, King County, Washington","1198","245","null","null","461","136","null","null","0","12","null","null","0","12","null","null","624","null","243","null","0","12","null","null","53","87","null","null","60","null","51","null","0","12","null","null","60","null","51","null",
"1500000US530330231002","Block Group 2, Census Tract 231, King County, Washington","1353","237","null","null","985","234","null","null","12","19","null","null","0","12","null","null","247","null","134","null","0","12","null","null","0","12","null","null","109","null","100","null","20","29","null","null","89","null","95","null",
"1500000US530330231003","Block Group 3, Census Tract 231, King County, Washington","1495","238","null","null","1102","195","null","null","77","104","null","null","0","12","null","null","223","null","154","null","0","12","null","null","30","69","null","null","63","null","63","null","0","12","null","null","63","null","63","null",
"1500000US530330232011","Block Group 1, Census Tract 232.01, King County, Washington","1323","352","null","null","778","343","null","null","15","28","null","null","0","12","null","null","493","null","295","null","0","12","null","null","0","12","null","null","37","null","52","null","0","12","null","null","37","null","52","null",
"1500000US530330232012","Block Group 2, Census Tract 232.01, King County, Washington","2160","509","null","null","833","317","null","null","20","35","null","null","5","11","null","null","1250","null","369","null","0","12","null","null","0","12","null","null","52","null","73","null","0","12","null","null","52","null","73","null",
"1500000US530330232013","Block Group 3, Census Tract 232.01, King County, Washington","3402","590","null","null","748","228","null","null","21","28","null","null","0","12","null","null","2457","null","647","null","0","12","null","null","27","30","null","null","149","null","125","null","113","119","null","null","36","null","39","null",
"1500000US530330232021","Block Group 1, Census Tract 232.02, King County, Washington","1983","391","null","null","1077","318","null","null","223","205","null","null","0","12","null","null","486","null","164","null","0","12","null","null","167","146","null","null","30","null","26","null","0","12","null","null","30","null","26","null",
"1500000US530330232022","Block Group 2, Census Tract 232.02, King County, Washington","1312","211","null","null","601","162","null","null","76","98","null","null","0","12","null","null","508","null","129","null","0","12","null","null","19","24","null","null","108","null","109","null","0","12","null","null","108","null","109","null",
"1500000US530330232023","Block Group 3, Census Tract 232.02, King County, Washington","1310","343","null","null","715","263","null","null","188","146","null","null","13","19","null","null","348","null","169","null","0","12","null","null","20","31","null","null","26","null","35","null","0","12","null","null","26","null","35","null",
"1500000US530330233001","Block Group 1, Census Tract 233, King County, Washington","1577","338","null","null","1157","355","null","null","0","12","null","null","0","12","null","null","374","null","201","null","0","12","null","null","0","12","null","null","46","null","49","null","10","16","null","null","36","null","46","null",
"1500000US530330233002","Block Group 2, Census Tract 233, King County, Washington","1120","393","null","null","1038","397","null","null","0","12","null","null","0","12","null","null","63","null","108","null","0","12","null","null","0","12","null","null","19","null","31","null","0","12","null","null","19","null","31","null",
"1500000US530330233003","Block Group 3, Census Tract 233, King County, Washington","1804","416","null","null","1260","347","null","null","6","16","null","null","0","12","null","null","256","null","234","null","0","12","null","null","210","256","null","null","72","null","100","null","55","86","null","null","17","null","44","null",
"1500000US530330233004","Block Group 4, Census Tract 233, King County, Washington","2033","452","null","null","1415","445","null","null","0","12","null","null","69","103","null","null","500","null","273","null","0","12","null","null","49","81","null","null","0","null","12","null","0","12","null","null","0","null","12","null",
"1500000US530330234011","Block Group 1, Census Tract 234.01, King County, Washington","1142","208","null","null","667","159","null","null","18","29","null","null","0","12","null","null","375","null","161","null","0","12","null","null","7","10","null","null","75","null","74","null","0","12","null","null","75","null","74","null",
"1500000US530330234012","Block Group 2, Census Tract 234.01, King County, Washington","1564","244","null","null","711","158","null","null","48","49","null","null","0","12","null","null","698","null","192","null","16","25","null","null","3","8","null","null","88","null","55","null","0","12","null","null","88","null","55","null",
"1500000US530330234013","Block Group 3, Census Tract 234.01, King County, Washington","1115","197","null","null","740","157","null","null","26","29","null","null","22","35","null","null","233","null","110","null","7","16","null","null","8","13","null","null","79","null","66","null","0","12","null","null","79","null","66","null",
"1500000US530330234031","Block Group 1, Census Tract 234.03, King County, Washington","1464","214","null","null","982","193","null","null","0","12","null","null","0","12","null","null","425","null","168","null","0","12","null","null","9","16","null","null","48","null","37","null","19","29","null","null","29","null","23","null",
"1500000US530330234032","Block Group 2, Census Tract 234.03, King County, Washington","1356","274","null","null","806","193","null","null","15","22","null","null","0","12","null","null","405","null","213","null","15","24","null","null","2","4","null","null","113","null","84","null","29","46","null","null","84","null","58","null",
"1500000US530330234033","Block Group 3, Census Tract 234.03, King County, Washington","1299","215","null","null","1089","206","null","null","0","12","null","null","0","12","null","null","144","null","97","null","0","12","null","null","0","12","null","null","66","null","69","null","0","12","null","null","66","null","69","null",
"1500000US530330234041","Block Group 1, Census Tract 234.04, King County, Washington","1969","213","null","null","1644","196","null","null","16","19","null","null","0","12","null","null","248","null","110","null","0","12","null","null","11","16","null","null","50","null","51","null","22","33","null","null","28","null","40","null",
"1500000US530330234042","Block Group 2, Census Tract 234.04, King County, Washington","1467","186","null","null","1317","174","null","null","0","12","null","null","0","12","null","null","95","null","100","null","0","12","null","null","8","13","null","null","47","null","45","null","0","12","null","null","47","null","45","null",
"1500000US530330235001","Block Group 1, Census Tract 235, King County, Washington","1323","232","null","null","737","143","null","null","2","6","null","null","10","16","null","null","443","null","173","null","0","12","null","null","26","40","null","null","105","null","81","null","0","12","null","null","105","null","81","null",
"1500000US530330235002","Block Group 2, Census Tract 235, King County, Washington","1019","179","null","null","618","133","null","null","35","46","null","null","0","12","null","null","288","null","115","null","0","12","null","null","0","12","null","null","78","null","72","null","0","12","null","null","78","null","72","null",
"1500000US530330235003","Block Group 3, Census Tract 235, King County, Washington","1398","212","null","null","846","150","null","null","71","59","null","null","0","12","null","null","420","null","155","null","0","12","null","null","0","12","null","null","61","null","50","null","0","12","null","null","61","null","50","null",
"1500000US530330236011","Block Group 1, Census Tract 236.01, King County, Washington","1671","261","null","null","967","260","null","null","167","95","null","null","13","20","null","null","453","null","198","null","0","12","null","null","1","7","null","null","70","null","89","null","2","14","null","null","68","null","89","null",
"1500000US530330236012","Block Group 2, Census Tract 236.01, King County, Washington","1347","285","null","null","624","153","null","null","90","88","null","null","0","12","null","null","405","null","152","null","0","12","null","null","16","24","null","null","212","null","158","null","0","12","null","null","212","null","158","null",
"1500000US530330236013","Block Group 3, Census Tract 236.01, King County, Washington","1024","267","null","null","621","205","null","null","0","12","null","null","0","12","null","null","369","null","243","null","0","12","null","null","0","12","null","null","34","null","34","null","0","12","null","null","34","null","34","null",
"1500000US530330236031","Block Group 1, Census Tract 236.03, King County, Washington","1513","328","null","null","946","322","null","null","78","73","null","null","0","12","null","null","434","null","275","null","0","12","null","null","22","33","null","null","33","null","38","null","0","12","null","null","33","null","38","null",
"1500000US530330236032","Block Group 2, Census Tract 236.03, King County, Washington","2399","522","null","null","593","408","null","null","20","31","null","null","0","12","null","null","1595","null","473","null","0","12","null","null","20","31","null","null","171","null","244","null","0","12","null","null","171","null","244","null",
"1500000US530330236033","Block Group 3, Census Tract 236.03, King County, Washington","1320","294","null","null","827","284","null","null","0","12","null","null","0","12","null","null","493","null","230","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null",
"1500000US530330236034","Block Group 4, Census Tract 236.03, King County, Washington","1425","496","null","null","627","225","null","null","0","12","null","null","0","12","null","null","640","null","383","null","0","12","null","null","158","251","null","null","0","null","12","null","0","12","null","null","0","null","12","null",
"1500000US530330236041","Block Group 1, Census Tract 236.04, King County, Washington","2992","573","null","null","1151","385","null","null","0","12","null","null","0","12","null","null","1055","null","382","null","71","115","null","null","598","499","null","null","117","null","156","null","16","26","null","null","101","null","166","null",
"1500000US530330236042","Block Group 2, Census Tract 236.04, King County, Washington","1245","394","null","null","460","230","null","null","276","192","null","null","17","26","null","null","263","null","193","null","51","63","null","null","168","142","null","null","10","null","18","null","0","12","null","null","10","null","18","null",
"1500000US530330236043","Block Group 3, Census Tract 236.04, King County, Washington","1595","299","null","null","883","210","null","null","125","98","null","null","0","12","null","null","478","null","271","null","0","12","null","null","0","12","null","null","109","null","110","null","45","73","null","null","64","null","82","null",
"1500000US530330236044","Block Group 4, Census Tract 236.04, King County, Washington","912","264","null","null","632","196","null","null","9","17","null","null","0","12","null","null","121","null","79","null","95","133","null","null","0","12","null","null","55","null","71","null","0","12","null","null","55","null","71","null",
"1500000US530330237001","Block Group 1, Census Tract 237, King County, Washington","905","174","null","null","674","169","null","null","42","45","null","null","0","12","null","null","148","null","104","null","0","12","null","null","10","14","null","null","31","null","33","null","0","12","null","null","31","null","33","null",
"1500000US530330237002","Block Group 2, Census Tract 237, King County, Washington","1766","214","null","null","1105","215","null","null","11","16","null","null","0","12","null","null","474","null","133","null","0","12","null","null","48","49","null","null","128","null","102","null","54","63","null","null","74","null","72","null",
"1500000US530330237003","Block Group 3, Census Tract 237, King County, Washington","1651","238","null","null","1053","209","null","null","18","20","null","null","0","12","null","null","472","null","192","null","0","12","null","null","14","16","null","null","94","null","88","null","7","12","null","null","87","null","88","null",
"1500000US530330238011","Block Group 1, Census Tract 238.01, King County, Washington","1786","254","null","null","960","177","null","null","8","13","null","null","0","12","null","null","636","null","218","null","117","169","null","null","6","10","null","null","59","null","45","null","0","12","null","null","59","null","45","null",
"1500000US530330238012","Block Group 2, Census Tract 238.01, King County, Washington","963","194","null","null","529","157","null","null","5","10","null","null","0","12","null","null","377","null","158","null","0","12","null","null","7","10","null","null","45","null","32","null","11","17","null","null","34","null","27","null",
"1500000US530330238031","Block Group 1, Census Tract 238.03, King County, Washington","2709","509","null","null","1265","241","null","null","35","38","null","null","0","12","null","null","1193","null","393","null","0","12","null","null","0","12","null","null","216","null","141","null","0","12","null","null","216","null","141","null",
"1500000US530330238032","Block Group 2, Census Tract 238.03, King County, Washington","2610","457","null","null","1227","237","null","null","62","70","null","null","0","12","null","null","1233","null","429","null","0","12","null","null","22","36","null","null","66","null","65","null","0","12","null","null","66","null","65","null",
"1500000US530330238041","Block Group 1, Census Tract 238.04, King County, Washington","1592","277","null","null","961","265","null","null","15","25","null","null","0","12","null","null","580","null","208","null","0","12","null","null","0","12","null","null","36","null","49","null","28","47","null","null","8","null","15","null",
"1500000US530330238042","Block Group 2, Census Tract 238.04, King County, Washington","1932","349","null","null","990","257","null","null","0","12","null","null","0","12","null","null","878","null","324","null","0","12","null","null","0","12","null","null","64","null","62","null","0","12","null","null","64","null","62","null",
"1500000US530330238043","Block Group 3, Census Tract 238.04, King County, Washington","3317","477","null","null","1717","358","null","null","290","211","null","null","17","26","null","null","1146","null","374","null","0","12","null","null","17","27","null","null","130","null","102","null","20","30","null","null","110","null","99","null",
"1500000US530330239001","Block Group 1, Census Tract 239, King County, Washington","2315","452","null","null","1510","381","null","null","97","107","null","null","15","34","null","null","424","null","226","null","0","12","null","null","0","12","null","null","269","null","187","null","0","12","null","null","269","null","187","null",
"1500000US530330239002","Block Group 2, Census Tract 239, King County, Washington","1623","282","null","null","1411","261","null","null","17","25","null","null","0","12","null","null","171","null","148","null","0","12","null","null","7","15","null","null","17","null","22","null","0","12","null","null","17","null","22","null",
"1500000US530330239003","Block Group 3, Census Tract 239, King County, Washington","1921","475","null","null","1454","459","null","null","0","12","null","null","0","12","null","null","429","null","239","null","0","12","null","null","4","6","null","null","34","null","33","null","0","12","null","null","34","null","33","null",
"1500000US530330239004","Block Group 4, Census Tract 239, King County, Washington","1320","308","null","null","945","269","null","null","0","12","null","null","0","12","null","null","344","null","224","null","0","12","null","null","13","20","null","null","18","null","27","null","0","12","null","null","18","null","27","null",
"1500000US530330240001","Block Group 1, Census Tract 240, King County, Washington","1885","395","null","null","1354","335","null","null","0","12","null","null","0","12","null","null","359","null","234","null","0","12","null","null","53","82","null","null","119","null","119","null","0","12","null","null","119","null","119","null",
"1500000US530330240002","Block Group 2, Census Tract 240, King County, Washington","1792","423","null","null","1139","288","null","null","0","12","null","null","0","12","null","null","487","null","287","null","0","12","null","null","0","12","null","null","166","null","128","null","0","12","null","null","166","null","128","null",
"1500000US530330240003","Block Group 3, Census Tract 240, King County, Washington","1813","299","null","null","1121","285","null","null","0","12","null","null","0","12","null","null","646","null","247","null","0","12","null","null","0","12","null","null","46","null","56","null","14","25","null","null","32","null","36","null",
"1500000US530330240004","Block Group 4, Census Tract 240, King County, Washington","2327","434","null","null","1176","284","null","null","0","12","null","null","0","12","null","null","748","null","281","null","0","12","null","null","19","31","null","null","384","null","213","null","35","40","null","null","349","null","211","null",
"1500000US530330241001","Block Group 1, Census Tract 241, King County, Washington","1066","94","null","null","897","98","null","null","2","3","null","null","0","12","null","null","131","null","38","null","0","12","null","null","4","4","null","null","32","null","18","null","0","12","null","null","32","null","18","null",
"1500000US530330241002","Block Group 2, Census Tract 241, King County, Washington","954","93","null","null","723","85","null","null","0","12","null","null","0","12","null","null","206","null","61","null","0","12","null","null","1","2","null","null","24","null","14","null","1","2","null","null","23","null","13","null",
"1500000US530330241003","Block Group 3, Census Tract 241, King County, Washington","1626","126","null","null","1190","127","null","null","28","29","null","null","0","12","null","null","304","null","78","null","0","12","null","null","0","12","null","null","104","null","57","null","0","12","null","null","104","null","57","null",
"1500000US530330241004","Block Group 4, Census Tract 241, King County, Washington","1192","126","null","null","953","122","null","null","0","12","null","null","8","10","null","null","204","null","67","null","0","12","null","null","0","12","null","null","27","null","24","null","0","12","null","null","27","null","24","null",
"1500000US530330242001","Block Group 1, Census Tract 242, King County, Washington","1468","152","null","null","1059","134","null","null","20","22","null","null","0","12","null","null","328","null","137","null","0","12","null","null","0","12","null","null","61","null","41","null","0","12","null","null","61","null","41","null",
"1500000US530330242002","Block Group 2, Census Tract 242, King County, Washington","1744","151","null","null","1288","157","null","null","0","12","null","null","0","12","null","null","307","null","110","null","0","12","null","null","18","25","null","null","131","null","73","null","0","12","null","null","131","null","73","null",
"1500000US530330243001","Block Group 1, Census Tract 243, King County, Washington","1614","362","null","null","1163","328","null","null","0","12","null","null","0","12","null","null","366","null","256","null","17","27","null","null","0","12","null","null","68","null","74","null","0","12","null","null","68","null","74","null",
"1500000US530330243002","Block Group 2, Census Tract 243, King County, Washington","2299","402","null","null","1755","345","null","null","162","134","null","null","0","12","null","null","362","null","163","null","0","12","null","null","0","12","null","null","20","null","31","null","0","12","null","null","20","null","31","null",
"1500000US530330243003","Block Group 3, Census Tract 243, King County, Washington","1480","449","null","null","850","251","null","null","23","38","null","null","0","12","null","null","525","null","360","null","0","12","null","null","0","12","null","null","82","null","101","null","0","12","null","null","82","null","101","null",
"1500000US530330243004","Block Group 4, Census Tract 243, King County, Washington","1940","343","null","null","1435","335","null","null","16","24","null","null","0","12","null","null","331","null","198","null","0","12","null","null","90","92","null","null","68","null","50","null","0","12","null","null","68","null","50","null",
"1500000US530330243005","Block Group 5, Census Tract 243, King County, Washington","1347","329","null","null","912","261","null","null","88","137","null","null","0","12","null","null","329","null","189","null","0","12","null","null","0","12","null","null","18","null","30","null","0","12","null","null","18","null","30","null",
"1500000US530330244001","Block Group 1, Census Tract 244, King County, Washington","1134","171","null","null","939","175","null","null","0","12","null","null","0","12","null","null","155","null","105","null","0","12","null","null","0","12","null","null","40","null","49","null","11","16","null","null","29","null","47","null",
"1500000US530330244002","Block Group 2, Census Tract 244, King County, Washington","1779","205","null","null","1301","236","null","null","69","68","null","null","0","12","null","null","344","null","158","null","0","12","null","null","18","21","null","null","47","null","51","null","9","14","null","null","38","null","48","null",
"1500000US530330245001","Block Group 1, Census Tract 245, King County, Washington","2356","236","null","null","1659","212","null","null","8","13","null","null","7","11","null","null","477","null","168","null","0","12","null","null","0","12","null","null","205","null","107","null","8","13","null","null","197","null","107","null",
"1500000US530330245002","Block Group 2, Census Tract 245, King County, Washington","1312","207","null","null","1085","207","null","null","35","41","null","null","0","12","null","null","139","null","97","null","0","12","null","null","33","49","null","null","20","null","23","null","0","12","null","null","20","null","23","null",
"1500000US530330245003","Block Group 3, Census Tract 245, King County, Washington","1267","185","null","null","939","158","null","null","0","12","null","null","0","12","null","null","246","null","123","null","0","12","null","null","10","15","null","null","72","null","58","null","0","12","null","null","72","null","58","null",
"1500000US530330246011","Block Group 1, Census Tract 246.01, King County, Washington","1489","220","null","null","1170","185","null","null","0","12","null","null","0","12","null","null","205","null","175","null","0","12","null","null","0","12","null","null","114","null","78","null","0","12","null","null","114","null","78","null",
"1500000US530330246012","Block Group 2, Census Tract 246.01, King County, Washington","1419","234","null","null","1256","226","null","null","0","12","null","null","0","12","null","null","156","null","119","null","0","12","null","null","0","12","null","null","7","null","10","null","0","12","null","null","7","null","10","null",
"1500000US530330246013","Block Group 3, Census Tract 246.01, King County, Washington","1569","212","null","null","1109","192","null","null","1","3","null","null","1","2","null","null","363","null","143","null","0","12","null","null","1","3","null","null","94","null","79","null","0","12","null","null","94","null","79","null",
"1500000US530330246021","Block Group 1, Census Tract 246.02, King County, Washington","952","191","null","null","717","186","null","null","17","26","null","null","0","12","null","null","197","null","109","null","0","12","null","null","0","12","null","null","21","null","22","null","0","12","null","null","21","null","22","null",
"1500000US530330246022","Block Group 2, Census Tract 246.02, King County, Washington","2109","199","null","null","1615","197","null","null","22","34","null","null","0","12","null","null","457","null","143","null","0","12","null","null","0","12","null","null","15","null","25","null","0","12","null","null","15","null","25","null",
"1500000US530330246023","Block Group 3, Census Tract 246.02, King County, Washington","702","141","null","null","649","136","null","null","6","10","null","null","0","12","null","null","31","null","33","null","0","12","null","null","0","12","null","null","16","null","20","null","0","12","null","null","16","null","20","null",
"1500000US530330247011","Block Group 1, Census Tract 247.01, King County, Washington","1045","201","null","null","674","183","null","null","16","24","null","null","0","12","null","null","272","null","151","null","0","12","null","null","65","100","null","null","18","null","33","null","0","12","null","null","18","null","33","null",
"1500000US530330247012","Block Group 2, Census Tract 247.01, King County, Washington","1714","409","null","null","818","336","null","null","250","267","null","null","0","12","null","null","531","null","237","null","13","22","null","null","0","12","null","null","102","null","74","null","36","44","null","null","66","null","65","null",
"1500000US530330247013","Block Group 3, Census Tract 247.01, King County, Washington","1233","369","null","null","782","338","null","null","25","28","null","null","9","14","null","null","371","null","162","null","0","12","null","null","0","12","null","null","46","null","56","null","0","12","null","null","46","null","56","null",
"1500000US530330247021","Block Group 1, Census Tract 247.02, King County, Washington","2074","448","null","null","1422","448","null","null","25","38","null","null","0","12","null","null","500","null","249","null","0","12","null","null","0","12","null","null","127","null","119","null","0","12","null","null","127","null","119","null",
"1500000US530330247022","Block Group 2, Census Tract 247.02, King County, Washington","1208","296","null","null","578","236","null","null","71","84","null","null","0","12","null","null","418","null","201","null","0","12","null","null","118","180","null","null","23","null","34","null","0","12","null","null","23","null","34","null",
"1500000US530330247023","Block Group 3, Census Tract 247.02, King County, Washington","1855","321","null","null","1268","307","null","null","143","179","null","null","0","12","null","null","419","null","258","null","0","12","null","null","0","12","null","null","25","null","43","null","0","12","null","null","25","null","43","null",
"1500000US530330247024","Block Group 4, Census Tract 247.02, King County, Washington","1417","265","null","null","863","242","null","null","0","12","null","null","0","12","null","null","486","null","266","null","0","12","null","null","18","29","null","null","50","null","56","null","0","12","null","null","50","null","56","null",
"1500000US530330247025","Block Group 5, Census Tract 247.02, King County, Washington","974","214","null","null","708","204","null","null","145","119","null","null","0","12","null","null","121","null","91","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null",
"1500000US530330248001","Block Group 1, Census Tract 248, King County, Washington","1175","298","null","null","689","239","null","null","218","287","null","null","20","31","null","null","164","null","137","null","0","12","null","null","0","12","null","null","84","null","94","null","22","34","null","null","62","null","62","null",
"1500000US530330248002","Block Group 2, Census Tract 248, King County, Washington","2332","492","null","null","1200","370","null","null","0","12","null","null","0","12","null","null","747","null","313","null","0","12","null","null","79","155","null","null","306","null","193","null","0","12","null","null","306","null","193","null",
"1500000US530330248003","Block Group 3, Census Tract 248, King County, Washington","2457","624","null","null","692","291","null","null","220","245","null","null","76","81","null","null","714","null","289","null","0","12","null","null","478","465","null","null","277","null","263","null","0","12","null","null","277","null","263","null",
"1500000US530330249011","Block Group 1, Census Tract 249.01, King County, Washington","1037","212","null","null","459","159","null","null","0","12","null","null","0","12","null","null","506","null","165","null","0","12","null","null","0","12","null","null","72","null","75","null","0","12","null","null","72","null","75","null",
"1500000US530330249012","Block Group 2, Census Tract 249.01, King County, Washington","1806","221","null","null","956","223","null","null","6","10","null","null","8","15","null","null","776","null","223","null","0","12","null","null","0","12","null","null","60","null","52","null","0","12","null","null","60","null","52","null",
"1500000US530330249013","Block Group 3, Census Tract 249.01, King County, Washington","883","118","null","null","498","118","null","null","12","18","null","null","0","12","null","null","351","null","126","null","0","12","null","null","0","12","null","null","22","null","34","null","0","12","null","null","22","null","34","null",
"1500000US530330249014","Block Group 4, Census Tract 249.01, King County, Washington","1358","191","null","null","661","187","null","null","7","12","null","null","2","5","null","null","603","null","227","null","0","12","null","null","0","12","null","null","85","null","72","null","0","12","null","null","85","null","72","null",
"1500000US530330249021","Block Group 1, Census Tract 249.02, King County, Washington","1070","199","null","null","617","173","null","null","8","12","null","null","0","12","null","null","255","null","144","null","0","12","null","null","11","17","null","null","179","null","94","null","17","28","null","null","162","null","91","null",
"1500000US530330249022","Block Group 2, Census Tract 249.02, King County, Washington","1517","238","null","null","884","153","null","null","19","31","null","null","0","12","null","null","593","null","225","null","0","12","null","null","0","12","null","null","21","null","32","null","0","12","null","null","21","null","32","null",
"1500000US530330249023","Block Group 3, Census Tract 249.02, King County, Washington","1456","273","null","null","799","158","null","null","55","47","null","null","0","12","null","null","366","null","191","null","0","12","null","null","10","15","null","null","226","null","144","null","46","52","null","null","180","null","129","null",
"1500000US530330249031","Block Group 1, Census Tract 249.03, King County, Washington","1895","273","null","null","967","255","null","null","0","12","null","null","0","12","null","null","889","null","279","null","0","12","null","null","14","24","null","null","25","null","40","null","0","12","null","null","25","null","40","null",
"1500000US530330249032","Block Group 2, Census Tract 249.03, King County, Washington","2040","327","null","null","1315","337","null","null","2","4","null","null","0","12","null","null","692","null","276","null","0","12","null","null","0","12","null","null","31","null","44","null","0","12","null","null","31","null","44","null",
"1500000US530330249033","Block Group 3, Census Tract 249.03, King County, Washington","1504","304","null","null","605","253","null","null","0","12","null","null","0","12","null","null","885","null","273","null","0","12","null","null","0","12","null","null","14","null","23","null","0","12","null","null","14","null","23","null",
