"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330065003","Block Group 3, Census Tract 65, King County, Washington","1242","null","257","null","1091","214","null","null","1","2","null","null","0","12","null","null","97","57","null","null","0","null","12","null","0","null","12","null","53","63","null","null","0","12","null","null","53","63","null","null",
"1500000US530330066001","Block Group 1, Census Tract 66, King County, Washington","1583","null","253","null","1084","229","null","null","89","75","null","null","2","5","null","null","217","136","null","null","0","null","12","null","6","null","9","null","185","137","null","null","0","12","null","null","185","137","null","null",
"1500000US530330066002","Block Group 2, Census Tract 66, King County, Washington","1988","null","261","null","1701","273","null","null","0","12","null","null","0","12","null","null","205","136","null","null","0","null","12","null","16","null","27","null","66","53","null","null","0","12","null","null","66","53","null","null",
"1500000US530330067001","Block Group 1, Census Tract 67, King County, Washington","2407","null","484","null","1317","313","null","null","0","12","null","null","0","12","null","null","1090","531","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330067002","Block Group 2, Census Tract 67, King County, Washington","2073","null","329","null","1357","296","null","null","8","19","null","null","58","67","null","null","393","224","null","null","0","null","12","null","29","null","49","null","228","185","null","null","41","67","null","null","187","180","null","null",
"1500000US530330067003","Block Group 3, Census Tract 67, King County, Washington","1570","null","422","null","1231","358","null","null","14","23","null","null","0","12","null","null","78","85","null","null","0","null","12","null","0","null","12","null","247","201","null","null","0","12","null","null","247","201","null","null",
"1500000US530330067004","Block Group 4, Census Tract 67, King County, Washington","2155","null","373","null","1807","331","null","null","27","31","null","null","27","35","null","null","229","170","null","null","0","null","12","null","0","null","12","null","65","71","null","null","0","12","null","null","65","71","null","null",
"1500000US530330068001","Block Group 1, Census Tract 68, King County, Washington","1431","null","157","null","1278","170","null","null","0","12","null","null","0","12","null","null","73","44","null","null","0","null","12","null","15","null","24","null","65","50","null","null","0","12","null","null","65","50","null","null",
"1500000US530330068002","Block Group 2, Census Tract 68, King County, Washington","1902","null","168","null","1615","157","null","null","31","50","null","null","0","12","null","null","112","63","null","null","0","null","12","null","41","null","32","null","103","65","null","null","8","13","null","null","95","64","null","null",
"1500000US530330069001","Block Group 1, Census Tract 69, King County, Washington","921","null","214","null","852","200","null","null","0","12","null","null","0","12","null","null","48","61","null","null","0","null","12","null","0","null","12","null","21","35","null","null","0","12","null","null","21","35","null","null",
"1500000US530330069002","Block Group 2, Census Tract 69, King County, Washington","1322","null","222","null","1128","206","null","null","18","27","null","null","0","12","null","null","110","104","null","null","0","null","12","null","0","null","12","null","66","57","null","null","0","12","null","null","66","57","null","null",
"1500000US530330069003","Block Group 3, Census Tract 69, King County, Washington","1033","null","230","null","898","216","null","null","19","31","null","null","0","12","null","null","34","39","null","null","0","null","12","null","0","null","12","null","82","95","null","null","0","12","null","null","82","95","null","null",
"1500000US530330069004","Block Group 4, Census Tract 69, King County, Washington","1322","null","230","null","1210","235","null","null","0","12","null","null","4","9","null","null","51","35","null","null","0","null","12","null","17","null","27","null","40","42","null","null","0","12","null","null","40","42","null","null",
"1500000US530330070001","Block Group 1, Census Tract 70, King County, Washington","848","null","199","null","761","194","null","null","24","45","null","null","0","12","null","null","22","40","null","null","0","null","12","null","0","null","12","null","41","49","null","null","0","12","null","null","41","49","null","null",
"1500000US530330070002","Block Group 2, Census Tract 70, King County, Washington","1255","null","263","null","1163","263","null","null","0","12","null","null","0","12","null","null","92","113","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330070003","Block Group 3, Census Tract 70, King County, Washington","1634","null","347","null","1153","259","null","null","0","12","null","null","0","12","null","null","346","284","null","null","20","null","29","null","0","null","12","null","115","151","null","null","90","146","null","null","25","40","null","null",
"1500000US530330070004","Block Group 4, Census Tract 70, King County, Washington","978","null","212","null","788","205","null","null","1","2","null","null","0","12","null","null","50","58","null","null","30","null","48","null","0","null","12","null","109","73","null","null","33","49","null","null","76","69","null","null",
"1500000US530330070005","Block Group 5, Census Tract 70, King County, Washington","1050","null","269","null","952","254","null","null","0","12","null","null","0","12","null","null","19","34","null","null","0","null","12","null","0","null","12","null","79","92","null","null","0","12","null","null","79","92","null","null",
"1500000US530330070006","Block Group 6, Census Tract 70, King County, Washington","1413","null","312","null","1174","293","null","null","25","40","null","null","49","74","null","null","56","68","null","null","0","null","12","null","0","null","12","null","109","110","null","null","0","12","null","null","109","110","null","null",
"1500000US530330071001","Block Group 1, Census Tract 71, King County, Washington","1725","null","296","null","1251","245","null","null","65","79","null","null","0","12","null","null","86","83","null","null","0","null","12","null","250","null","246","null","73","79","null","null","0","12","null","null","73","79","null","null",
"1500000US530330071002","Block Group 2, Census Tract 71, King County, Washington","2463","null","334","null","1740","280","null","null","55","40","null","null","8","12","null","null","534","195","null","null","8","null","16","null","13","null","23","null","105","82","null","null","0","12","null","null","105","82","null","null",
"1500000US530330072001","Block Group 1, Census Tract 72, King County, Washington","4900","null","798","null","2916","421","null","null","288","212","null","null","82","116","null","null","880","381","null","null","0","null","12","null","5","null","11","null","729","590","null","null","33","38","null","null","696","587","null","null",
"1500000US530330072002","Block Group 2, Census Tract 72, King County, Washington","1416","null","301","null","870","238","null","null","0","12","null","null","38","63","null","null","477","257","null","null","0","null","12","null","0","null","12","null","31","48","null","null","0","12","null","null","31","48","null","null",
"1500000US530330072003","Block Group 3, Census Tract 72, King County, Washington","1701","null","328","null","1053","253","null","null","63","74","null","null","21","36","null","null","345","220","null","null","0","null","12","null","78","null","124","null","141","109","null","null","36","60","null","null","105","90","null","null",
"1500000US530330073001","Block Group 1, Census Tract 73, King County, Washington","2683","null","451","null","1957","412","null","null","153","102","null","null","2","5","null","null","397","194","null","null","8","null","18","null","32","null","34","null","134","82","null","null","0","12","null","null","134","82","null","null",
"1500000US530330073002","Block Group 2, Census Tract 73, King County, Washington","1730","null","248","null","1005","189","null","null","267","140","null","null","4","13","null","null","263","126","null","null","10","null","23","null","104","null","104","null","77","55","null","null","0","12","null","null","77","55","null","null",
"1500000US530330073003","Block Group 3, Census Tract 73, King County, Washington","1484","null","263","null","1089","234","null","null","33","40","null","null","0","12","null","null","242","121","null","null","0","null","12","null","0","null","12","null","120","117","null","null","0","12","null","null","120","117","null","null",
"1500000US530330074011","Block Group 1, Census Tract 74.01, King County, Washington","1206","null","215","null","1067","212","null","null","0","12","null","null","0","12","null","null","139","83","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330074012","Block Group 2, Census Tract 74.01, King County, Washington","1203","null","185","null","897","188","null","null","60","56","null","null","0","12","null","null","203","99","null","null","0","null","12","null","0","null","12","null","43","52","null","null","0","12","null","null","43","52","null","null",
"1500000US530330074013","Block Group 3, Census Tract 74.01, King County, Washington","1514","null","370","null","1202","299","null","null","19","32","null","null","0","12","null","null","231","105","null","null","0","null","12","null","0","null","12","null","62","77","null","null","0","12","null","null","62","77","null","null",
"1500000US530330074014","Block Group 4, Census Tract 74.01, King County, Washington","1186","null","227","null","901","157","null","null","21","34","null","null","0","12","null","null","112","82","null","null","0","null","12","null","0","null","12","null","152","137","null","null","0","12","null","null","152","137","null","null",
"1500000US530330074021","Block Group 1, Census Tract 74.02, King County, Washington","2188","null","413","null","1734","399","null","null","73","95","null","null","0","12","null","null","309","184","null","null","0","null","12","null","0","null","12","null","72","50","null","null","0","12","null","null","72","50","null","null",
"1500000US530330074022","Block Group 2, Census Tract 74.02, King County, Washington","1498","null","285","null","954","183","null","null","157","115","null","null","0","12","null","null","94","86","null","null","14","null","24","null","89","null","108","null","190","134","null","null","14","24","null","null","176","128","null","null",
"1500000US530330074023","Block Group 3, Census Tract 74.02, King County, Washington","1793","null","300","null","1187","231","null","null","107","67","null","null","0","12","null","null","303","147","null","null","0","null","12","null","0","null","12","null","196","107","null","null","13","21","null","null","183","107","null","null",
"1500000US530330075001","Block Group 1, Census Tract 75, King County, Washington","1629","null","361","null","1296","331","null","null","3","4","null","null","0","12","null","null","51","66","null","null","0","null","12","null","27","null","44","null","252","246","null","null","20","35","null","null","232","245","null","null",
"1500000US530330075002","Block Group 2, Census Tract 75, King County, Washington","1392","null","325","null","1156","275","null","null","53","62","null","null","68","99","null","null","86","118","null","null","0","null","12","null","29","null","48","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330075003","Block Group 3, Census Tract 75, King County, Washington","1624","null","465","null","1328","482","null","null","0","12","null","null","43","49","null","null","122","96","null","null","0","null","12","null","90","null","109","null","41","46","null","null","0","12","null","null","41","46","null","null",
"1500000US530330075004","Block Group 4, Census Tract 75, King County, Washington","1963","null","385","null","1323","273","null","null","220","203","null","null","0","12","null","null","190","161","null","null","0","null","12","null","58","null","88","null","172","129","null","null","0","12","null","null","172","129","null","null",
"1500000US530330075005","Block Group 5, Census Tract 75, King County, Washington","1411","null","389","null","1125","359","null","null","49","81","null","null","25","40","null","null","77","71","null","null","0","null","12","null","84","null","133","null","51","84","null","null","0","12","null","null","51","84","null","null",
"1500000US530330076001","Block Group 1, Census Tract 76, King County, Washington","1333","null","248","null","1082","217","null","null","37","33","null","null","16","28","null","null","120","92","null","null","0","null","12","null","2","null","5","null","76","66","null","null","0","12","null","null","76","66","null","null",
"1500000US530330076002","Block Group 2, Census Tract 76, King County, Washington","1555","null","257","null","1018","213","null","null","241","183","null","null","8","11","null","null","150","84","null","null","0","null","12","null","13","null","18","null","125","87","null","null","0","12","null","null","125","87","null","null",
"1500000US530330076003","Block Group 3, Census Tract 76, King County, Washington","1067","null","183","null","949","183","null","null","11","18","null","null","0","12","null","null","85","55","null","null","0","null","12","null","0","null","12","null","22","21","null","null","0","12","null","null","22","21","null","null",
"1500000US530330077001","Block Group 1, Census Tract 77, King County, Washington","1414","null","317","null","965","296","null","null","204","136","null","null","0","12","null","null","59","69","null","null","0","null","12","null","0","null","12","null","186","151","null","null","0","12","null","null","186","151","null","null",
"1500000US530330077002","Block Group 2, Census Tract 77, King County, Washington","848","null","136","null","743","149","null","null","5","10","null","null","0","12","null","null","100","74","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330077003","Block Group 3, Census Tract 77, King County, Washington","972","null","300","null","682","185","null","null","235","240","null","null","26","38","null","null","0","12","null","null","0","null","12","null","0","null","12","null","29","34","null","null","0","12","null","null","29","34","null","null",
"1500000US530330077004","Block Group 4, Census Tract 77, King County, Washington","1798","null","337","null","1388","328","null","null","136","132","null","null","23","33","null","null","186","133","null","null","0","null","12","null","50","null","48","null","15","25","null","null","0","12","null","null","15","25","null","null",
"1500000US530330078001","Block Group 1, Census Tract 78, King County, Washington","1234","null","237","null","1052","236","null","null","38","52","null","null","0","12","null","null","53","56","null","null","0","null","12","null","35","null","38","null","56","56","null","null","0","12","null","null","56","56","null","null",
"1500000US530330078002","Block Group 2, Census Tract 78, King County, Washington","1614","null","270","null","1157","188","null","null","21","25","null","null","0","12","null","null","60","60","null","null","0","null","12","null","0","null","12","null","376","237","null","null","31","50","null","null","345","243","null","null",
"1500000US530330078003","Block Group 3, Census Tract 78, King County, Washington","1452","null","316","null","865","185","null","null","111","88","null","null","21","34","null","null","91","65","null","null","0","null","12","null","106","null","167","null","258","249","null","null","0","12","null","null","258","249","null","null",
"1500000US530330078004","Block Group 4, Census Tract 78, King County, Washington","1404","null","376","null","997","208","null","null","239","309","null","null","0","12","null","null","75","79","null","null","0","null","12","null","0","null","12","null","93","77","null","null","0","12","null","null","93","77","null","null",
"1500000US530330079001","Block Group 1, Census Tract 79, King County, Washington","1100","null","571","null","941","530","null","null","85","140","null","null","1","2","null","null","72","82","null","null","0","null","12","null","1","null","2","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330079002","Block Group 2, Census Tract 79, King County, Washington","1055","null","311","null","536","180","null","null","389","309","null","null","17","29","null","null","63","58","null","null","0","null","12","null","20","null","31","null","30","33","null","null","0","12","null","null","30","33","null","null",
"1500000US530330079003","Block Group 3, Census Tract 79, King County, Washington","967","null","377","null","789","257","null","null","107","135","null","null","1","2","null","null","56","69","null","null","3","null","6","null","2","null","5","null","9","17","null","null","0","12","null","null","9","17","null","null",
"1500000US530330079004","Block Group 4, Census Tract 79, King County, Washington","1295","null","224","null","1121","234","null","null","55","50","null","null","14","22","null","null","36","40","null","null","0","null","12","null","16","null","25","null","53","64","null","null","0","12","null","null","53","64","null","null",
"1500000US530330079005","Block Group 5, Census Tract 79, King County, Washington","1505","null","238","null","1257","252","null","null","101","54","null","null","0","12","null","null","64","50","null","null","0","null","12","null","22","null","29","null","61","52","null","null","20","32","null","null","41","41","null","null",
"1500000US530330080011","Block Group 1, Census Tract 80.01, King County, Washington","1418","null","391","null","1001","339","null","null","91","148","null","null","0","12","null","null","214","139","null","null","0","null","12","null","17","null","29","null","95","81","null","null","0","12","null","null","95","81","null","null",
"1500000US530330080012","Block Group 2, Census Tract 80.01, King County, Washington","1024","null","328","null","723","317","null","null","193","183","null","null","0","12","null","null","62","73","null","null","0","null","12","null","21","null","35","null","25","40","null","null","0","12","null","null","25","40","null","null",
"1500000US530330080013","Block Group 3, Census Tract 80.01, King County, Washington","1451","null","402","null","652","205","null","null","51","41","null","null","0","12","null","null","633","344","null","null","0","null","12","null","44","null","75","null","71","89","null","null","0","12","null","null","71","89","null","null",
"1500000US530330080014","Block Group 4, Census Tract 80.01, King County, Washington","1561","null","291","null","912","262","null","null","222","184","null","null","20","46","null","null","301","138","null","null","0","null","12","null","0","null","12","null","106","104","null","null","0","12","null","null","106","104","null","null",
"1500000US530330080015","Block Group 5, Census Tract 80.01, King County, Washington","1167","null","458","null","948","471","null","null","0","12","null","null","0","12","null","null","188","185","null","null","0","null","12","null","31","null","51","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330080021","Block Group 1, Census Tract 80.02, King County, Washington","2042","null","319","null","1594","297","null","null","116","93","null","null","17","22","null","null","202","109","null","null","0","null","12","null","35","null","35","null","78","71","null","null","0","12","null","null","78","71","null","null",
"1500000US530330080022","Block Group 2, Census Tract 80.02, King County, Washington","1454","null","241","null","1022","245","null","null","103","87","null","null","10","16","null","null","206","137","null","null","0","null","12","null","15","null","23","null","98","61","null","null","12","22","null","null","86","60","null","null",
"1500000US530330081001","Block Group 1, Census Tract 81, King County, Washington","2013","null","332","null","1485","221","null","null","31","36","null","null","11","19","null","null","320","188","null","null","0","null","12","null","150","null","177","null","16","26","null","null","0","12","null","null","16","26","null","null",
"1500000US530330081002","Block Group 2, Census Tract 81, King County, Washington","1367","null","236","null","749","154","null","null","303","119","null","null","80","77","null","null","29","33","null","null","18","null","18","null","57","null","41","null","131","91","null","null","0","12","null","null","131","91","null","null",
"1500000US530330081003","Block Group 3, Census Tract 81, King County, Washington","1219","null","212","null","869","187","null","null","97","90","null","null","0","12","null","null","123","87","null","null","0","null","12","null","27","null","31","null","103","67","null","null","0","12","null","null","103","67","null","null",
"1500000US530330082001","Block Group 1, Census Tract 82, King County, Washington","1437","null","250","null","909","216","null","null","179","136","null","null","0","12","null","null","235","121","null","null","0","null","12","null","14","null","25","null","100","72","null","null","0","12","null","null","100","72","null","null",
"1500000US530330082002","Block Group 2, Census Tract 82, King County, Washington","1589","null","382","null","983","348","null","null","71","58","null","null","0","12","null","null","513","282","null","null","0","null","12","null","0","null","12","null","22","30","null","null","0","12","null","null","22","30","null","null",
"1500000US530330082003","Block Group 3, Census Tract 82, King County, Washington","1117","null","189","null","996","180","null","null","32","41","null","null","0","12","null","null","65","39","null","null","0","null","12","null","0","null","12","null","24","32","null","null","0","12","null","null","24","32","null","null",
"1500000US530330083001","Block Group 1, Census Tract 83, King County, Washington","1269","null","126","null","977","105","null","null","62","56","null","null","8","13","null","null","154","75","null","null","8","null","13","null","15","null","17","null","45","53","null","null","0","12","null","null","45","53","null","null",
"1500000US530330083002","Block Group 2, Census Tract 83, King County, Washington","1725","null","206","null","1437","206","null","null","33","34","null","null","46","50","null","null","124","59","null","null","0","null","12","null","49","null","48","null","36","21","null","null","0","12","null","null","36","21","null","null",
"1500000US530330084001","Block Group 1, Census Tract 84, King County, Washington","1390","null","235","null","946","168","null","null","111","149","null","null","0","12","null","null","291","141","null","null","0","null","12","null","0","null","12","null","42","41","null","null","0","12","null","null","42","41","null","null",
"1500000US530330084002","Block Group 2, Census Tract 84, King County, Washington","1469","null","189","null","1088","225","null","null","0","12","null","null","11","18","null","null","199","94","null","null","36","null","58","null","59","null","73","null","76","74","null","null","17","27","null","null","59","57","null","null",
"1500000US530330084003","Block Group 3, Census Tract 84, King County, Washington","1515","null","288","null","1131","230","null","null","75","121","null","null","27","45","null","null","225","126","null","null","0","null","12","null","27","null","31","null","30","34","null","null","0","12","null","null","30","34","null","null",
"1500000US530330085001","Block Group 1, Census Tract 85, King County, Washington","1483","null","194","null","1031","145","null","null","85","50","null","null","0","12","null","null","214","125","null","null","2","null","6","null","114","null","107","null","37","29","null","null","0","12","null","null","37","29","null","null",
"1500000US530330085002","Block Group 2, Census Tract 85, King County, Washington","878","null","190","null","550","143","null","null","55","51","null","null","38","49","null","null","192","108","null","null","0","null","12","null","0","null","12","null","43","42","null","null","0","12","null","null","43","42","null","null",
"1500000US530330085003","Block Group 3, Census Tract 85, King County, Washington","2016","null","234","null","758","210","null","null","579","206","null","null","99","113","null","null","223","101","null","null","10","null","19","null","100","null","48","null","247","97","null","null","38","27","null","null","209","87","null","null",
"1500000US530330086001","Block Group 1, Census Tract 86, King County, Washington","1828","null","545","null","1267","409","null","null","151","126","null","null","0","12","null","null","122","95","null","null","0","null","12","null","208","null","229","null","80","78","null","null","0","12","null","null","80","78","null","null",
"1500000US530330086002","Block Group 2, Census Tract 86, King County, Washington","2340","null","250","null","1357","192","null","null","85","50","null","null","6","13","null","null","555","188","null","null","13","null","20","null","86","null","76","null","238","73","null","null","47","37","null","null","191","72","null","null",
"1500000US530330086003","Block Group 3, Census Tract 86, King County, Washington","983","null","182","null","523","155","null","null","81","71","null","null","9","18","null","null","311","131","null","null","0","null","12","null","14","null","17","null","45","48","null","null","0","12","null","null","45","48","null","null",
"1500000US530330087001","Block Group 1, Census Tract 87, King County, Washington","1726","null","325","null","1300","286","null","null","207","143","null","null","0","12","null","null","111","81","null","null","0","null","12","null","10","null","16","null","98","56","null","null","9","14","null","null","89","52","null","null",
"1500000US530330087002","Block Group 2, Census Tract 87, King County, Washington","1207","null","415","null","454","188","null","null","342","246","null","null","27","43","null","null","63","48","null","null","0","null","12","null","175","null","273","null","146","92","null","null","0","12","null","null","146","92","null","null",
"1500000US530330087003","Block Group 3, Census Tract 87, King County, Washington","1495","null","250","null","920","197","null","null","212","114","null","null","3","6","null","null","169","78","null","null","0","null","12","null","34","null","35","null","157","75","null","null","9","14","null","null","148","73","null","null",
"1500000US530330088001","Block Group 1, Census Tract 88, King County, Washington","1564","null","305","null","1162","252","null","null","173","92","null","null","8","13","null","null","55","49","null","null","0","null","12","null","28","null","38","null","138","69","null","null","0","12","null","null","138","69","null","null",
"1500000US530330088002","Block Group 2, Census Tract 88, King County, Washington","1334","null","239","null","885","182","null","null","319","178","null","null","14","22","null","null","25","29","null","null","14","null","18","null","18","null","28","null","59","52","null","null","0","12","null","null","59","52","null","null",
"1500000US530330088003","Block Group 3, Census Tract 88, King County, Washington","1218","null","351","null","614","180","null","null","105","89","null","null","0","12","null","null","134","143","null","null","156","null","238","null","137","null","220","null","72","60","null","null","0","12","null","null","72","60","null","null",
"1500000US530330089001","Block Group 1, Census Tract 89, King County, Washington","1063","null","300","null","753","245","null","null","81","105","null","null","0","12","null","null","100","104","null","null","0","null","12","null","16","null","29","null","113","89","null","null","60","73","null","null","53","69","null","null",
"1500000US530330089002","Block Group 2, Census Tract 89, King County, Washington","1771","null","466","null","771","301","null","null","758","340","null","null","0","12","null","null","47","56","null","null","0","null","12","null","0","null","12","null","195","148","null","null","0","12","null","null","195","148","null","null",
"1500000US530330089003","Block Group 3, Census Tract 89, King County, Washington","1328","null","403","null","592","266","null","null","221","134","null","null","0","12","null","null","80","81","null","null","0","null","12","null","9","null","20","null","426","356","null","null","0","12","null","null","426","356","null","null",
"1500000US530330089004","Block Group 4, Census Tract 89, King County, Washington","1201","null","371","null","708","254","null","null","330","259","null","null","44","66","null","null","64","65","null","null","0","null","12","null","9","null","19","null","46","76","null","null","0","12","null","null","46","76","null","null",
"1500000US530330090001","Block Group 1, Census Tract 90, King County, Washington","1440","null","221","null","582","178","null","null","550","151","null","null","19","31","null","null","163","101","null","null","0","null","12","null","0","null","12","null","126","68","null","null","9","14","null","null","117","63","null","null",
"1500000US530330090002","Block Group 2, Census Tract 90, King County, Washington","2110","null","308","null","831","219","null","null","316","222","null","null","8","20","null","null","780","190","null","null","0","null","12","null","10","null","22","null","165","122","null","null","19","30","null","null","146","120","null","null",
"1500000US530330091001","Block Group 1, Census Tract 91, King County, Washington","1322","null","414","null","125","63","null","null","451","485","null","null","69","96","null","null","566","231","null","null","0","null","12","null","0","null","12","null","111","97","null","null","0","12","null","null","111","97","null","null",
"1500000US530330091002","Block Group 2, Census Tract 91, King County, Washington","1444","null","204","null","400","128","null","null","98","73","null","null","0","12","null","null","900","215","null","null","0","null","12","null","0","null","12","null","46","32","null","null","0","12","null","null","46","32","null","null",
"1500000US530330092001","Block Group 1, Census Tract 92, King County, Washington","1324","null","186","null","529","143","null","null","99","60","null","null","60","50","null","null","542","138","null","null","0","null","12","null","14","null","15","null","80","67","null","null","0","12","null","null","80","67","null","null",
"1500000US530330092002","Block Group 2, Census Tract 92, King County, Washington","1289","null","275","null","816","206","null","null","163","89","null","null","79","64","null","null","135","111","null","null","4","null","8","null","28","null","32","null","64","39","null","null","0","12","null","null","64","39","null","null",
"1500000US530330093001","Block Group 1, Census Tract 93, King County, Washington","942","null","150","null","456","115","null","null","74","72","null","null","4","7","null","null","261","106","null","null","0","null","12","null","83","null","89","null","64","46","null","null","0","12","null","null","64","46","null","null",
"1500000US530330093002","Block Group 2, Census Tract 93, King County, Washington","796","null","284","null","470","133","null","null","123","100","null","null","23","32","null","null","65","39","null","null","0","null","12","null","45","null","68","null","70","42","null","null","0","12","null","null","70","42","null","null",
"1500000US530330093003","Block Group 3, Census Tract 93, King County, Washington","977","null","181","null","471","116","null","null","107","104","null","null","0","12","null","null","280","99","null","null","0","null","12","null","18","null","28","null","101","68","null","null","0","12","null","null","101","68","null","null",
"1500000US530330094001","Block Group 1, Census Tract 94, King County, Washington","1690","null","510","null","369","167","null","null","22","30","null","null","0","12","null","null","452","211","null","null","18","null","27","null","746","null","507","null","83","89","null","null","2","4","null","null","81","89","null","null",
"1500000US530330094002","Block Group 2, Census Tract 94, King County, Washington","1404","null","434","null","637","352","null","null","124","152","null","null","0","12","null","null","427","205","null","null","0","null","12","null","0","null","12","null","216","145","null","null","0","12","null","null","216","145","null","null",
"1500000US530330094003","Block Group 3, Census Tract 94, King County, Washington","1033","null","301","null","263","146","null","null","151","121","null","null","0","12","null","null","567","239","null","null","0","null","12","null","0","null","12","null","52","35","null","null","17","30","null","null","35","32","null","null",
"1500000US530330094004","Block Group 4, Census Tract 94, King County, Washington","799","null","304","null","345","170","null","null","0","12","null","null","0","12","null","null","415","283","null","null","0","null","12","null","0","null","12","null","39","34","null","null","0","12","null","null","39","34","null","null",
"1500000US530330094005","Block Group 5, Census Tract 94, King County, Washington","1352","null","377","null","454","163","null","null","222","154","null","null","126","135","null","null","226","160","null","null","0","null","12","null","14","null","24","null","310","230","null","null","14","23","null","null","296","228","null","null",
"1500000US530330095001","Block Group 1, Census Tract 95, King County, Washington","1861","null","375","null","1500","335","null","null","180","162","null","null","0","12","null","null","92","75","null","null","0","null","12","null","0","null","12","null","89","62","null","null","0","12","null","null","89","62","null","null",
"1500000US530330095002","Block Group 2, Census Tract 95, King County, Washington","2171","null","582","null","1000","314","null","null","893","395","null","null","29","38","null","null","63","51","null","null","0","null","12","null","22","null","34","null","164","132","null","null","0","12","null","null","164","132","null","null",
"1500000US530330095003","Block Group 3, Census Tract 95, King County, Washington","1165","null","257","null","1012","243","null","null","21","35","null","null","0","12","null","null","85","104","null","null","0","null","12","null","0","null","12","null","47","74","null","null","0","12","null","null","47","74","null","null",
"1500000US530330095004","Block Group 4, Census Tract 95, King County, Washington","1251","null","307","null","591","219","null","null","134","120","null","null","0","12","null","null","342","178","null","null","0","null","12","null","53","null","82","null","131","113","null","null","0","12","null","null","131","113","null","null",
"1500000US530330096001","Block Group 1, Census Tract 96, King County, Washington","603","null","203","null","553","207","null","null","0","12","null","null","0","12","null","null","50","38","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330096002","Block Group 2, Census Tract 96, King County, Washington","1418","null","347","null","1109","265","null","null","159","252","null","null","0","12","null","null","62","74","null","null","0","null","12","null","14","null","22","null","74","116","null","null","0","12","null","null","74","116","null","null",
"1500000US530330096003","Block Group 3, Census Tract 96, King County, Washington","1157","null","292","null","923","208","null","null","0","12","null","null","0","12","null","null","150","129","null","null","0","null","12","null","0","null","12","null","84","59","null","null","20","31","null","null","64","62","null","null",
