"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1500000US530330304014","Block Group 4, Census Tract 304.01, King County, Washington","1241","null","492","null","883","339","null","null","119","105","null","null","0","12","null","null","239","364","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330304015","Block Group 5, Census Tract 304.01, King County, Washington","2227","null","619","null","1750","512","null","null","0","12","null","null","127","198","null","null","189","167","null","null","0","null","12","null","161","null","253","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330304031","Block Group 1, Census Tract 304.03, King County, Washington","1588","null","326","null","1005","215","null","null","242","230","null","null","13","19","null","null","272","141","null","null","0","null","12","null","11","null","17","null","45","46","null","null","0","12","null","null","45","46","null","null",
"1500000US530330304032","Block Group 2, Census Tract 304.03, King County, Washington","1215","null","272","null","883","285","null","null","22","25","null","null","21","33","null","null","265","119","null","null","0","null","12","null","0","null","12","null","24","25","null","null","0","12","null","null","24","25","null","null",
"1500000US530330304033","Block Group 3, Census Tract 304.03, King County, Washington","1622","null","371","null","1172","233","null","null","0","12","null","null","0","12","null","null","143","107","null","null","0","null","12","null","49","null","86","null","258","248","null","null","155","222","null","null","103","85","null","null",
"1500000US530330304041","Block Group 1, Census Tract 304.04, King County, Washington","2108","null","371","null","1710","338","null","null","32","51","null","null","29","48","null","null","107","71","null","null","0","null","12","null","18","null","21","null","212","189","null","null","135","183","null","null","77","64","null","null",
"1500000US530330304042","Block Group 2, Census Tract 304.04, King County, Washington","1432","null","233","null","1271","222","null","null","0","12","null","null","7","11","null","null","115","97","null","null","0","null","12","null","9","null","14","null","30","33","null","null","0","12","null","null","30","33","null","null",
"1500000US530330304043","Block Group 3, Census Tract 304.04, King County, Washington","1366","null","277","null","1273","290","null","null","4","9","null","null","29","35","null","null","23","25","null","null","0","null","12","null","18","null","22","null","19","20","null","null","8","12","null","null","11","16","null","null",
"1500000US530330305011","Block Group 1, Census Tract 305.01, King County, Washington","725","null","122","null","528","117","null","null","48","44","null","null","0","12","null","null","58","38","null","null","48","null","55","null","12","null","28","null","31","21","null","null","0","12","null","null","31","21","null","null",
"1500000US530330305012","Block Group 2, Census Tract 305.01, King County, Washington","1040","null","144","null","693","166","null","null","46","35","null","null","0","12","null","null","67","50","null","null","137","null","141","null","18","null","29","null","79","51","null","null","0","12","null","null","79","51","null","null",
"1500000US530330305031","Block Group 1, Census Tract 305.03, King County, Washington","2572","null","585","null","1853","354","null","null","95","131","null","null","21","24","null","null","37","43","null","null","231","null","270","null","293","null","476","null","42","46","null","null","0","12","null","null","42","46","null","null",
"1500000US530330305032","Block Group 2, Census Tract 305.03, King County, Washington","3123","null","547","null","1630","367","null","null","389","274","null","null","7","11","null","null","425","300","null","null","4","null","10","null","353","null","338","null","315","228","null","null","22","35","null","null","293","203","null","null",
"1500000US530330305041","Block Group 1, Census Tract 305.04, King County, Washington","642","null","199","null","367","126","null","null","92","89","null","null","0","12","null","null","94","65","null","null","0","null","12","null","0","null","12","null","89","61","null","null","0","12","null","null","89","61","null","null",
"1500000US530330305042","Block Group 2, Census Tract 305.04, King County, Washington","880","null","217","null","632","180","null","null","100","94","null","null","32","51","null","null","92","100","null","null","16","null","24","null","0","null","12","null","8","12","null","null","0","12","null","null","8","12","null","null",
"1500000US530330305043","Block Group 3, Census Tract 305.04, King County, Washington","1412","null","349","null","894","279","null","null","180","185","null","null","0","12","null","null","78","59","null","null","0","null","12","null","150","null","158","null","110","124","null","null","0","12","null","null","110","124","null","null",
"1500000US530330305044","Block Group 4, Census Tract 305.04, King County, Washington","1482","null","280","null","1200","199","null","null","17","26","null","null","19","31","null","null","28","50","null","null","0","null","12","null","167","null","221","null","51","57","null","null","0","12","null","null","51","57","null","null",
"1500000US530330306001","Block Group 1, Census Tract 306, King County, Washington","1015","null","284","null","971","288","null","null","14","23","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","30","54","null","null","0","12","null","null","30","54","null","null",
"1500000US530330306002","Block Group 2, Census Tract 306, King County, Washington","1699","null","395","null","1380","348","null","null","62","91","null","null","36","51","null","null","64","106","null","null","0","null","12","null","0","null","12","null","157","193","null","null","0","12","null","null","157","193","null","null",
"1500000US530330306003","Block Group 3, Census Tract 306, King County, Washington","1482","null","342","null","1135","341","null","null","25","28","null","null","18","20","null","null","32","29","null","null","43","null","75","null","18","null","28","null","211","158","null","null","152","153","null","null","59","56","null","null",
"1500000US530330306004","Block Group 4, Census Tract 306, King County, Washington","1413","null","587","null","832","626","null","null","60","65","null","null","90","109","null","null","301","262","null","null","0","null","12","null","0","null","12","null","130","136","null","null","0","12","null","null","130","136","null","null",
"1500000US530330307001","Block Group 1, Census Tract 307, King County, Washington","1428","null","302","null","1101","274","null","null","39","57","null","null","13","30","null","null","41","51","null","null","0","null","12","null","52","null","79","null","182","142","null","null","0","12","null","null","182","142","null","null",
"1500000US530330307002","Block Group 2, Census Tract 307, King County, Washington","1298","null","284","null","1141","272","null","null","16","23","null","null","0","12","null","null","58","81","null","null","0","null","12","null","0","null","12","null","83","80","null","null","0","12","null","null","83","80","null","null",
"1500000US530330307003","Block Group 3, Census Tract 307, King County, Washington","1059","null","273","null","809","252","null","null","94","90","null","null","19","21","null","null","3","6","null","null","29","null","47","null","0","null","12","null","105","96","null","null","0","12","null","null","105","96","null","null",
"1500000US530330308011","Block Group 1, Census Tract 308.01, King County, Washington","1771","null","507","null","1290","523","null","null","40","63","null","null","57","65","null","null","77","123","null","null","0","null","12","null","260","null","298","null","47","63","null","null","0","12","null","null","47","63","null","null",
"1500000US530330308012","Block Group 2, Census Tract 308.01, King County, Washington","1853","null","541","null","724","308","null","null","83","95","null","null","159","133","null","null","104","116","null","null","306","null","388","null","257","null","247","null","220","204","null","null","29","35","null","null","191","201","null","null",
"1500000US530330308013","Block Group 3, Census Tract 308.01, King County, Washington","3577","null","608","null","2490","592","null","null","295","224","null","null","83","82","null","null","5","10","null","null","15","null","28","null","375","null","356","null","314","282","null","null","183","255","null","null","131","119","null","null",
"1500000US530330308021","Block Group 1, Census Tract 308.02, King County, Washington","1468","null","418","null","584","237","null","null","72","52","null","null","235","200","null","null","99","115","null","null","411","null","308","null","67","null","94","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330308022","Block Group 2, Census Tract 308.02, King County, Washington","1267","null","325","null","1117","284","null","null","3","4","null","null","0","12","null","null","20","26","null","null","0","null","12","null","0","null","12","null","127","119","null","null","0","12","null","null","127","119","null","null",
"1500000US530330308023","Block Group 3, Census Tract 308.02, King County, Washington","1276","null","420","null","973","403","null","null","6","13","null","null","0","12","null","null","106","126","null","null","13","null","21","null","46","null","48","null","132","119","null","null","0","12","null","null","132","119","null","null",
"1500000US530330309011","Block Group 1, Census Tract 309.01, King County, Washington","2190","null","189","null","1515","273","null","null","100","87","null","null","11","16","null","null","213","98","null","null","6","null","10","null","236","null","215","null","109","78","null","null","0","12","null","null","109","78","null","null",
"1500000US530330309012","Block Group 2, Census Tract 309.01, King County, Washington","1520","null","332","null","1257","314","null","null","33","29","null","null","32","42","null","null","65","56","null","null","0","null","12","null","0","null","12","null","133","118","null","null","0","12","null","null","133","118","null","null",
"1500000US530330309021","Block Group 1, Census Tract 309.02, King County, Washington","2806","null","457","null","1494","424","null","null","141","184","null","null","10","17","null","null","398","233","null","null","463","null","422","null","190","null","187","null","110","82","null","null","0","12","null","null","110","82","null","null",
"1500000US530330309022","Block Group 2, Census Tract 309.02, King County, Washington","1367","null","336","null","1310","338","null","null","15","25","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","42","45","null","null","0","12","null","null","42","45","null","null",
"1500000US530330309023","Block Group 3, Census Tract 309.02, King County, Washington","1879","null","425","null","1165","410","null","null","115","89","null","null","16","26","null","null","43","40","null","null","81","null","127","null","65","null","91","null","394","249","null","null","0","12","null","null","394","249","null","null",
"1500000US530330310001","Block Group 1, Census Tract 310, King County, Washington","2740","null","228","null","2307","258","null","null","93","121","null","null","0","12","null","null","191","120","null","null","0","null","12","null","0","null","12","null","149","72","null","null","0","12","null","null","149","72","null","null",
"1500000US530330310002","Block Group 2, Census Tract 310, King County, Washington","1249","null","196","null","885","186","null","null","5","9","null","null","0","12","null","null","267","128","null","null","0","null","12","null","0","null","12","null","92","79","null","null","0","12","null","null","92","79","null","null",
"1500000US530330311001","Block Group 1, Census Tract 311, King County, Washington","1139","null","380","null","701","266","null","null","41","43","null","null","12","17","null","null","104","148","null","null","0","null","12","null","31","null","47","null","250","221","null","null","0","12","null","null","250","221","null","null",
"1500000US530330311002","Block Group 2, Census Tract 311, King County, Washington","1346","null","262","null","1009","214","null","null","116","79","null","null","9","11","null","null","141","113","null","null","58","null","82","null","6","null","8","null","7","8","null","null","0","12","null","null","7","8","null","null",
"1500000US530330311003","Block Group 3, Census Tract 311, King County, Washington","1903","null","296","null","1211","220","null","null","131","72","null","null","201","70","null","null","107","44","null","null","65","null","49","null","82","null","59","null","106","45","null","null","10","11","null","null","96","42","null","null",
"1500000US530330311004","Block Group 4, Census Tract 311, King County, Washington","1237","null","245","null","735","220","null","null","49","34","null","null","240","80","null","null","26","18","null","null","2","null","4","null","58","null","65","null","127","75","null","null","6","8","null","null","121","74","null","null",
"1500000US530330311005","Block Group 5, Census Tract 311, King County, Washington","1079","null","216","null","736","226","null","null","0","12","null","null","60","47","null","null","21","17","null","null","0","null","12","null","221","null","116","null","41","28","null","null","0","12","null","null","41","28","null","null",
"1500000US530330312021","Block Group 1, Census Tract 312.02, King County, Washington","1454","null","410","null","1448","408","null","null","6","13","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330312022","Block Group 2, Census Tract 312.02, King County, Washington","1171","null","285","null","417","151","null","null","33","39","null","null","394","256","null","null","2","3","null","null","34","null","52","null","155","null","95","null","136","183","null","null","0","12","null","null","136","183","null","null",
"1500000US530330312023","Block Group 3, Census Tract 312.02, King County, Washington","964","null","187","null","925","198","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","39","55","null","null","0","12","null","null","39","55","null","null",
"1500000US530330312024","Block Group 4, Census Tract 312.02, King County, Washington","1508","null","410","null","1433","411","null","null","55","79","null","null","0","12","null","null","8","13","null","null","0","null","12","null","0","null","12","null","12","20","null","null","0","12","null","null","12","20","null","null",
"1500000US530330312025","Block Group 5, Census Tract 312.02, King County, Washington","1262","null","283","null","589","241","null","null","2","5","null","null","550","176","null","null","0","12","null","null","1","null","4","null","15","null","16","null","105","61","null","null","42","40","null","null","63","45","null","null",
"1500000US530330312041","Block Group 1, Census Tract 312.04, King County, Washington","981","null","233","null","901","230","null","null","17","26","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","63","64","null","null","0","12","null","null","63","64","null","null",
"1500000US530330312042","Block Group 2, Census Tract 312.04, King County, Washington","1171","null","245","null","879","209","null","null","0","12","null","null","18","35","null","null","223","138","null","null","0","null","12","null","12","null","23","null","39","70","null","null","0","12","null","null","39","70","null","null",
"1500000US530330312043","Block Group 3, Census Tract 312.04, King County, Washington","1337","null","248","null","1278","251","null","null","0","12","null","null","12","20","null","null","33","40","null","null","0","null","12","null","0","null","12","null","14","22","null","null","0","12","null","null","14","22","null","null",
"1500000US530330312044","Block Group 4, Census Tract 312.04, King County, Washington","1326","null","348","null","1152","351","null","null","42","70","null","null","50","62","null","null","31","49","null","null","0","null","12","null","0","null","12","null","51","84","null","null","0","12","null","null","51","84","null","null",
"1500000US530330312045","Block Group 5, Census Tract 312.04, King County, Washington","1048","null","217","null","1034","212","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","14","23","null","null","0","12","null","null","14","23","null","null",
"1500000US530330312051","Block Group 1, Census Tract 312.05, King County, Washington","2731","null","654","null","1370","369","null","null","223","184","null","null","26","40","null","null","299","292","null","null","0","null","12","null","15","null","34","null","798","503","null","null","32","45","null","null","766","504","null","null",
"1500000US530330312052","Block Group 2, Census Tract 312.05, King County, Washington","1960","null","522","null","1546","439","null","null","0","12","null","null","0","12","null","null","243","212","null","null","0","null","12","null","65","null","102","null","106","109","null","null","0","12","null","null","106","109","null","null",
"1500000US530330312053","Block Group 3, Census Tract 312.05, King County, Washington","2081","null","526","null","1279","402","null","null","33","61","null","null","0","12","null","null","474","229","null","null","27","null","94","null","95","null","105","null","173","154","null","null","0","12","null","null","173","154","null","null",
"1500000US530330312061","Block Group 1, Census Tract 312.06, King County, Washington","1394","null","381","null","713","307","null","null","87","67","null","null","0","12","null","null","346","227","null","null","0","null","12","null","210","null","184","null","38","42","null","null","11","17","null","null","27","40","null","null",
"1500000US530330312062","Block Group 2, Census Tract 312.06, King County, Washington","1560","null","314","null","1357","265","null","null","47","58","null","null","0","12","null","null","33","31","null","null","0","null","12","null","11","null","16","null","112","81","null","null","0","12","null","null","112","81","null","null",
"1500000US530330312063","Block Group 3, Census Tract 312.06, King County, Washington","2373","null","403","null","1357","346","null","null","64","85","null","null","10","16","null","null","460","206","null","null","0","null","12","null","166","null","155","null","316","298","null","null","156","255","null","null","160","165","null","null",
"1500000US530330313011","Block Group 1, Census Tract 313.01, King County, Washington","1704","null","348","null","1445","324","null","null","15","22","null","null","18","27","null","null","18","27","null","null","20","null","31","null","50","null","71","null","138","102","null","null","0","12","null","null","138","102","null","null",
"1500000US530330313012","Block Group 2, Census Tract 313.01, King County, Washington","1317","null","197","null","1259","201","null","null","6","11","null","null","28","29","null","null","12","17","null","null","0","null","12","null","0","null","12","null","12","12","null","null","0","12","null","null","12","12","null","null",
"1500000US530330313021","Block Group 1, Census Tract 313.02, King County, Washington","1038","null","246","null","1011","244","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","27","25","null","null","8","13","null","null","19","22","null","null",
"1500000US530330313022","Block Group 2, Census Tract 313.02, King County, Washington","973","null","220","null","973","220","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330313023","Block Group 3, Census Tract 313.02, King County, Washington","1010","null","257","null","860","223","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","150","134","null","null","0","12","null","null","150","134","null","null",
"1500000US530330313024","Block Group 4, Census Tract 313.02, King County, Washington","846","null","201","null","812","203","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","26","null","32","null","8","12","null","null","8","12","null","null","0","12","null","null",
"1500000US530330314001","Block Group 1, Census Tract 314, King County, Washington","1288","null","521","null","1060","497","null","null","19","25","null","null","0","12","null","null","0","12","null","null","0","null","12","null","168","null","269","null","41","57","null","null","0","12","null","null","41","57","null","null",
"1500000US530330314002","Block Group 2, Census Tract 314, King County, Washington","1521","null","477","null","1231","354","null","null","248","377","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","42","67","null","null","0","12","null","null","42","67","null","null",
"1500000US530330314003","Block Group 3, Census Tract 314, King County, Washington","1393","null","362","null","1167","320","null","null","0","12","null","null","0","12","null","null","29","44","null","null","0","null","12","null","148","null","240","null","49","38","null","null","0","12","null","null","49","38","null","null",
"1500000US530330314004","Block Group 4, Census Tract 314, King County, Washington","1031","null","442","null","630","168","null","null","0","12","null","null","0","12","null","null","67","83","null","null","0","null","12","null","168","null","247","null","166","200","null","null","0","12","null","null","166","200","null","null",
"1500000US530330314005","Block Group 5, Census Tract 314, King County, Washington","882","null","334","null","882","334","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330315011","Block Group 1, Census Tract 315.01, King County, Washington","1193","null","327","null","1014","304","null","null","8","12","null","null","0","12","null","null","118","162","null","null","0","null","12","null","0","null","12","null","53","40","null","null","0","12","null","null","53","40","null","null",
"1500000US530330315012","Block Group 2, Census Tract 315.01, King County, Washington","1375","null","254","null","1327","243","null","null","0","12","null","null","7","13","null","null","0","12","null","null","41","null","66","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330315013","Block Group 3, Census Tract 315.01, King County, Washington","1294","null","357","null","1100","284","null","null","0","12","null","null","7","11","null","null","13","19","null","null","42","null","67","null","0","null","12","null","132","174","null","null","15","26","null","null","117","170","null","null",
"1500000US530330315021","Block Group 1, Census Tract 315.02, King County, Washington","1146","null","250","null","1022","236","null","null","0","12","null","null","31","28","null","null","17","27","null","null","43","null","51","null","20","null","23","null","13","23","null","null","0","12","null","null","13","23","null","null",
"1500000US530330315022","Block Group 2, Census Tract 315.02, King County, Washington","1173","null","217","null","1060","190","null","null","0","12","null","null","0","12","null","null","48","59","null","null","0","null","12","null","0","null","12","null","65","66","null","null","0","12","null","null","65","66","null","null",
"1500000US530330315023","Block Group 3, Census Tract 315.02, King County, Washington","2010","null","250","null","1887","265","null","null","0","12","null","null","33","44","null","null","24","35","null","null","0","null","12","null","0","null","12","null","66","64","null","null","0","12","null","null","66","64","null","null",
"1500000US530330316011","Block Group 1, Census Tract 316.01, King County, Washington","2186","null","287","null","1891","246","null","null","13","19","null","null","10","14","null","null","79","72","null","null","11","null","17","null","57","null","88","null","125","148","null","null","0","12","null","null","125","148","null","null",
"1500000US530330316012","Block Group 2, Census Tract 316.01, King County, Washington","1826","null","268","null","1589","241","null","null","18","26","null","null","0","12","null","null","105","87","null","null","7","null","13","null","75","null","114","null","32","30","null","null","0","12","null","null","32","30","null","null",
"1500000US530330316013","Block Group 3, Census Tract 316.01, King County, Washington","1486","null","299","null","1265","331","null","null","0","12","null","null","0","12","null","null","31","46","null","null","9","null","15","null","120","null","112","null","61","40","null","null","37","34","null","null","24","22","null","null",
"1500000US530330316031","Block Group 1, Census Tract 316.03, King County, Washington","1720","null","350","null","1105","258","null","null","34","55","null","null","0","12","null","null","118","94","null","null","0","null","12","null","267","null","299","null","196","169","null","null","22","33","null","null","174","160","null","null",
"1500000US530330316032","Block Group 2, Census Tract 316.03, King County, Washington","1201","null","279","null","1091","267","null","null","0","12","null","null","32","57","null","null","0","12","null","null","0","null","12","null","18","null","31","null","60","56","null","null","0","12","null","null","60","56","null","null",
"1500000US530330316033","Block Group 3, Census Tract 316.03, King County, Washington","1283","null","273","null","1129","256","null","null","0","12","null","null","30","37","null","null","52","51","null","null","0","null","12","null","0","null","12","null","72","87","null","null","0","12","null","null","72","87","null","null",
"1500000US530330316034","Block Group 4, Census Tract 316.03, King County, Washington","1833","null","300","null","1729","281","null","null","0","12","null","null","0","12","null","null","79","92","null","null","0","null","12","null","12","null","18","null","13","22","null","null","0","12","null","null","13","22","null","null",
"1500000US530330316041","Block Group 1, Census Tract 316.04, King County, Washington","2820","null","325","null","2183","298","null","null","171","112","null","null","0","12","null","null","193","104","null","null","0","null","12","null","42","null","61","null","231","131","null","null","0","12","null","null","231","131","null","null",
"1500000US530330316042","Block Group 2, Census Tract 316.04, King County, Washington","1170","null","261","null","978","258","null","null","26","38","null","null","0","12","null","null","63","49","null","null","0","null","12","null","14","null","21","null","89","71","null","null","46","53","null","null","43","52","null","null",
"1500000US530330316043","Block Group 3, Census Tract 316.04, King County, Washington","1592","null","321","null","1282","326","null","null","14","21","null","null","53","78","null","null","206","98","null","null","0","null","12","null","17","null","20","null","20","17","null","null","9","15","null","null","11","18","null","null",
"1500000US530330316051","Block Group 1, Census Tract 316.05, King County, Washington","1130","null","202","null","1038","197","null","null","6","10","null","null","0","12","null","null","50","53","null","null","0","null","12","null","0","null","12","null","36","43","null","null","0","12","null","null","36","43","null","null",
"1500000US530330316052","Block Group 2, Census Tract 316.05, King County, Washington","1452","null","337","null","1382","349","null","null","19","32","null","null","32","52","null","null","19","30","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330316053","Block Group 3, Census Tract 316.05, King County, Washington","1009","null","195","null","817","166","null","null","60","94","null","null","82","101","null","null","31","50","null","null","0","null","12","null","10","null","15","null","9","14","null","null","0","12","null","null","9","14","null","null",
"1500000US530330317031","Block Group 1, Census Tract 317.03, King County, Washington","712","null","182","null","675","181","null","null","0","12","null","null","0","12","null","null","26","33","null","null","0","null","12","null","0","null","12","null","11","22","null","null","0","12","null","null","11","22","null","null",
"1500000US530330317032","Block Group 2, Census Tract 317.03, King County, Washington","1164","null","312","null","963","283","null","null","1","2","null","null","0","12","null","null","137","129","null","null","0","null","12","null","21","null","32","null","42","50","null","null","0","12","null","null","42","50","null","null",
"1500000US530330317033","Block Group 3, Census Tract 317.03, King County, Washington","1809","null","394","null","1679","413","null","null","44","78","null","null","17","28","null","null","0","12","null","null","0","null","12","null","0","null","12","null","69","79","null","null","0","12","null","null","69","79","null","null",
"1500000US530330317034","Block Group 4, Census Tract 317.03, King County, Washington","1364","null","469","null","740","276","null","null","193","117","null","null","0","12","null","null","431","435","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330317035","Block Group 5, Census Tract 317.03, King County, Washington","1833","null","341","null","1260","272","null","null","82","80","null","null","58","74","null","null","297","215","null","null","0","null","12","null","58","null","88","null","78","63","null","null","0","12","null","null","78","63","null","null",
"1500000US530330317041","Block Group 1, Census Tract 317.04, King County, Washington","996","null","232","null","970","232","null","null","3","6","null","null","0","12","null","null","10","16","null","null","0","null","12","null","13","null","18","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330317042","Block Group 2, Census Tract 317.04, King County, Washington","1662","null","401","null","923","227","null","null","11","23","null","null","20","24","null","null","426","335","null","null","91","null","139","null","138","null","214","null","53","44","null","null","22","35","null","null","31","32","null","null",
"1500000US530330317043","Block Group 3, Census Tract 317.04, King County, Washington","2844","null","416","null","1276","264","null","null","417","100","null","null","0","12","null","null","724","239","null","null","17","null","28","null","35","null","41","null","375","226","null","null","15","23","null","null","360","225","null","null",
"1500000US530330317051","Block Group 1, Census Tract 317.05, King County, Washington","1179","null","274","null","733","213","null","null","68","87","null","null","0","12","null","null","283","178","null","null","25","null","43","null","0","null","12","null","70","68","null","null","0","12","null","null","70","68","null","null",
"1500000US530330317052","Block Group 2, Census Tract 317.05, King County, Washington","1069","null","328","null","947","319","null","null","37","56","null","null","0","12","null","null","32","39","null","null","0","null","12","null","21","null","39","null","32","27","null","null","0","12","null","null","32","27","null","null",
"1500000US530330317053","Block Group 3, Census Tract 317.05, King County, Washington","1746","null","382","null","1348","364","null","null","97","98","null","null","10","15","null","null","228","131","null","null","0","null","12","null","0","null","12","null","63","50","null","null","11","23","null","null","52","45","null","null",
"1500000US530330317061","Block Group 1, Census Tract 317.06, King County, Washington","1119","null","373","null","600","214","null","null","86","64","null","null","0","12","null","null","405","340","null","null","0","null","12","null","28","null","44","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US530330317062","Block Group 2, Census Tract 317.06, King County, Washington","2418","null","528","null","1719","390","null","null","374","502","null","null","0","12","null","null","54","42","null","null","0","null","12","null","0","null","12","null","271","234","null","null","0","12","null","null","271","234","null","null",
"1500000US530330317063","Block Group 3, Census Tract 317.06, King County, Washington","1862","null","453","null","925","323","null","null","187","140","null","null","0","12","null","null","394","260","null","null","0","null","12","null","278","null","361","null","78","50","null","null","19","35","null","null","59","53","null","null",
"1500000US530330317064","Block Group 4, Census Tract 317.06, King County, Washington","1981","null","395","null","1520","413","null","null","167","123","null","null","0","12","null","null","173","174","null","null","1","null","4","null","28","null","48","null","92","107","null","null","21","33","null","null","71","103","null","null",
"1500000US530330318001","Block Group 1, Census Tract 318, King County, Washington","1932","null","239","null","1158","206","null","null","36","53","null","null","0","12","null","null","487","130","null","null","131","null","159","null","48","null","49","null","72","87","null","null","18","30","null","null","54","59","null","null",
"1500000US530330318002","Block Group 2, Census Tract 318, King County, Washington","1494","null","291","null","1436","280","null","null","18","24","null","null","7","11","null","null","2","5","null","null","0","null","12","null","4","null","8","null","27","36","null","null","0","12","null","null","27","36","null","null",
"1500000US530330318003","Block Group 3, Census Tract 318, King County, Washington","1320","null","187","null","1142","187","null","null","7","11","null","null","0","12","null","null","35","33","null","null","0","null","12","null","24","null","38","null","112","107","null","null","34","51","null","null","78","90","null","null",
"1500000US530330319031","Block Group 1, Census Tract 319.03, King County, Washington","1602","null","326","null","1220","334","null","null","12","20","null","null","0","12","null","null","227","145","null","null","0","null","12","null","28","null","44","null","115","71","null","null","27","41","null","null","88","57","null","null",
"1500000US530330319032","Block Group 2, Census Tract 319.03, King County, Washington","2060","null","333","null","1611","330","null","null","68","91","null","null","14","22","null","null","186","190","null","null","0","null","12","null","0","null","12","null","181","135","null","null","0","12","null","null","181","135","null","null",
"1500000US530330319033","Block Group 3, Census Tract 319.03, King County, Washington","920","null","233","null","739","209","null","null","47","55","null","null","0","12","null","null","64","84","null","null","0","null","12","null","0","null","12","null","70","66","null","null","0","12","null","null","70","66","null","null",
"1500000US530330319034","Block Group 4, Census Tract 319.03, King County, Washington","1047","null","263","null","858","220","null","null","20","31","null","null","31","36","null","null","81","87","null","null","0","null","12","null","0","null","12","null","57","67","null","null","0","12","null","null","57","67","null","null",
